Study Name	031-0301W
Sample Name	2024-02-21
Run Name	spot00
Operator	Angus+Elena
Date	2/21/2024
Time	19:43
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	66
dt	50.000001E-12
time stamp (ms)	8:50:41 PM
	
Time	Amplitude
0.000000E+0	-3.580051E-3
5.000000E-11	-3.562922E-3
1.000000E-10	-3.528663E-3
1.500000E-10	-3.545792E-3
2.000000E-10	-3.494404E-3
2.500000E-10	-3.374497E-3
3.000000E-10	-3.305979E-3
3.500000E-10	-3.305979E-3
4.000000E-10	-3.288850E-3
4.500000E-10	-3.237461E-3
5.000000E-10	-3.186073E-3
5.500000E-10	-3.151814E-3
6.000000E-10	-3.168943E-3
6.500000E-10	-3.186073E-3
7.000000E-10	-3.083296E-3
7.500000E-10	-3.031907E-3
8.000000E-10	-3.066166E-3
8.500000E-10	-3.066166E-3
9.000000E-10	-2.997648E-3
9.500000E-10	-2.980519E-3
1.000000E-9	-3.014778E-3
1.050000E-9	-3.049037E-3
1.100000E-9	-3.134684E-3
1.150000E-9	-3.203202E-3
1.200000E-9	-3.254591E-3
1.250000E-9	-3.374497E-3
1.300000E-9	-3.443015E-3
1.350000E-9	-3.425886E-3
1.400000E-9	-3.460145E-3
1.450000E-9	-3.528663E-3
1.500000E-9	-3.511533E-3
1.550000E-9	-3.443015E-3
1.600000E-9	-3.425886E-3
1.650000E-9	-3.391627E-3
1.700000E-9	-3.323109E-3
1.750000E-9	-3.305979E-3
1.800000E-9	-3.340238E-3
1.850000E-9	-3.357368E-3
1.900000E-9	-3.357368E-3
1.950000E-9	-3.340238E-3
2.000000E-9	-3.271720E-3
2.050000E-9	-3.203202E-3
2.100000E-9	-3.168943E-3
2.150000E-9	-3.134684E-3
2.200000E-9	-3.083296E-3
2.250000E-9	-3.049037E-3
2.300000E-9	-2.997648E-3
2.350000E-9	-2.997648E-3
2.400000E-9	-3.049037E-3
2.450000E-9	-3.100425E-3
2.500000E-9	-3.151814E-3
2.550000E-9	-3.254591E-3
2.600000E-9	-3.374497E-3
2.650000E-9	-3.443015E-3
2.700000E-9	-3.511533E-3
2.750000E-9	-3.597181E-3
2.800000E-9	-3.682828E-3
2.850000E-9	-3.734217E-3
2.900000E-9	-3.768476E-3
2.950000E-9	-3.819864E-3
3.000000E-9	-3.819864E-3
3.050000E-9	-3.768476E-3
3.100000E-9	-3.699958E-3
3.150000E-9	-3.614310E-3
3.200000E-9	-3.511533E-3
3.250000E-9	-3.477274E-3
3.300000E-9	-3.425886E-3
3.350000E-9	-3.305979E-3
3.400000E-9	-3.186073E-3
3.450000E-9	-3.134684E-3
3.500000E-9	-3.066166E-3
3.550000E-9	-2.980519E-3
3.600000E-9	-2.894871E-3
3.650000E-9	-2.809224E-3
3.700000E-9	-2.774965E-3
3.750000E-9	-2.826353E-3
3.800000E-9	-2.912001E-3
3.850000E-9	-2.946260E-3
3.900000E-9	-3.014778E-3
3.950000E-9	-3.151814E-3
4.000000E-9	-3.254591E-3
4.050000E-9	-3.323109E-3
4.100000E-9	-3.425886E-3
4.150000E-9	-3.528663E-3
4.200000E-9	-3.545792E-3
4.250000E-9	-3.545792E-3
4.300000E-9	-3.528663E-3
4.350000E-9	-3.545792E-3
4.400000E-9	-3.597181E-3
4.450000E-9	-3.614310E-3
4.500000E-9	-3.580051E-3
4.550000E-9	-3.580051E-3
4.600000E-9	-3.631440E-3
4.650000E-9	-3.631440E-3
4.700000E-9	-3.597181E-3
4.750000E-9	-3.597181E-3
4.800000E-9	-3.597181E-3
4.850000E-9	-3.580051E-3
4.900000E-9	-3.528663E-3
4.950000E-9	-3.477274E-3
5.000000E-9	-3.477274E-3
5.050000E-9	-3.511533E-3
5.100000E-9	-3.511533E-3
5.150000E-9	-3.545792E-3
5.200000E-9	-3.682828E-3
5.250000E-9	-3.802735E-3
5.300000E-9	-3.888382E-3
5.350000E-9	-4.093936E-3
5.400000E-9	-4.368008E-3
5.450000E-9	-4.607821E-3
5.500000E-9	-4.950411E-3
5.550000E-9	-5.532814E-3
5.600000E-9	-6.474937E-3
5.650000E-9	-7.982333E-3
5.700000E-9	-1.041472E-2
5.750000E-9	-1.411469E-2
5.800000E-9	-1.940771E-2
5.850000E-9	-2.661923E-2
5.900000E-9	-3.590342E-2
5.950000E-9	-4.746583E-2
6.000000E-9	-6.134072E-2
6.050000E-9	-7.727116E-2
6.100000E-9	-9.472612E-2
6.150000E-9	-1.131575E-1
6.200000E-9	-1.316402E-1
6.250000E-9	-1.491637E-1
6.300000E-9	-1.650085E-1
6.350000E-9	-1.787463E-1
6.400000E-9	-1.901032E-1
6.450000E-9	-1.990790E-1
6.500000E-9	-2.059822E-1
6.550000E-9	-2.111896E-1
6.600000E-9	-2.152150E-1
6.650000E-9	-2.185553E-1
6.700000E-9	-2.215872E-1
6.750000E-9	-2.246705E-1
6.800000E-9	-2.279765E-1
6.850000E-9	-2.314024E-1
6.900000E-9	-2.347940E-1
6.950000E-9	-2.379116E-1
7.000000E-9	-2.403097E-1
7.050000E-9	-2.414745E-1
7.100000E-9	-2.412176E-1
7.150000E-9	-2.393847E-1
7.200000E-9	-2.357875E-1
7.250000E-9	-2.305802E-1
7.300000E-9	-2.241909E-1
7.350000E-9	-2.169622E-1
7.400000E-9	-2.092540E-1
7.450000E-9	-2.015114E-1
7.500000E-9	-1.941800E-1
7.550000E-9	-1.877050E-1
7.600000E-9	-1.822579E-1
7.650000E-9	-1.778042E-1
7.700000E-9	-1.743269E-1
7.750000E-9	-1.717575E-1
7.800000E-9	-1.698561E-1
7.850000E-9	-1.684344E-1
7.900000E-9	-1.672695E-1
7.950000E-9	-1.662075E-1
8.000000E-9	-1.652483E-1
8.050000E-9	-1.645460E-1
8.100000E-9	-1.639978E-1
8.150000E-9	-1.636552E-1
8.200000E-9	-1.638436E-1
8.250000E-9	-1.647686E-1
8.300000E-9	-1.663959E-1
8.350000E-9	-1.688283E-1
8.400000E-9	-1.721343E-1
8.450000E-9	-1.761426E-1
8.500000E-9	-1.805963E-1
8.550000E-9	-1.853412E-1
8.600000E-9	-1.901717E-1
8.650000E-9	-1.948138E-1
8.700000E-9	-1.989934E-1
8.750000E-9	-2.025049E-1
8.800000E-9	-2.051771E-1
8.850000E-9	-2.070100E-1
8.900000E-9	-2.080206E-1
8.950000E-9	-2.082262E-1
9.000000E-9	-2.076095E-1
9.050000E-9	-2.063419E-1
9.100000E-9	-2.046461E-1
9.150000E-9	-2.025734E-1
9.200000E-9	-2.001753E-1
9.250000E-9	-1.975374E-1
9.300000E-9	-1.946082E-1
9.350000E-9	-1.914050E-1
9.400000E-9	-1.879962E-1
9.450000E-9	-1.842963E-1
9.500000E-9	-1.801338E-1
9.550000E-9	-1.755774E-1
9.600000E-9	-1.707811E-1
9.650000E-9	-1.657622E-1
9.700000E-9	-1.605890E-1
9.750000E-9	-1.555016E-1
9.800000E-9	-1.507053E-1
9.850000E-9	-1.463887E-1
9.900000E-9	-1.427230E-1
9.950000E-9	-1.399309E-1
1.000000E-8	-1.381323E-1
1.005000E-8	-1.374128E-1
1.010000E-8	-1.377897E-1
1.015000E-8	-1.392457E-1
1.020000E-8	-1.417809E-1
1.025000E-8	-1.452753E-1
1.030000E-8	-1.495576E-1
1.035000E-8	-1.545081E-1
1.040000E-8	-1.600409E-1
1.045000E-8	-1.659334E-1
1.050000E-8	-1.720316E-1
1.055000E-8	-1.782324E-1
1.060000E-8	-1.842620E-1
1.065000E-8	-1.899319E-1
1.070000E-8	-1.950536E-1
1.075000E-8	-1.993531E-1
1.080000E-8	-2.027276E-1
1.085000E-8	-2.051429E-1
1.090000E-8	-2.064447E-1
1.095000E-8	-2.063762E-1
1.100000E-8	-2.050572E-1
