Study Name	044_18
Sample Name	2024-10-03
Run Name	spot00
Operator	Elena
Date	10/3/2024
Time	15:10
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	124
dt	100.000001E-12
time stamp (ms)	3:33:21 PM
	
Time	Amplitude
0.000000E+0	3.340536E-4
1.000000E-10	2.055700E-4
2.000000E-10	-8.569252E-6
3.000000E-10	-1.284872E-4
4.000000E-10	-2.227085E-4
5.000000E-10	-1.627495E-4
6.000000E-10	-1.456184E-4
7.000000E-10	-8.569252E-6
8.000000E-10	2.055700E-4
9.000000E-10	4.454060E-4
1.000000E-9	3.597503E-4
1.100000E-9	3.597503E-4
1.200000E-9	3.768814E-4
1.300000E-9	2.141356E-4
1.400000E-9	9.421759E-5
1.500000E-9	-1.713482E-5
1.600000E-9	-1.884462E-4
1.700000E-9	-2.655364E-4
1.800000E-9	-2.312741E-4
1.900000E-9	-1.970118E-4
2.000000E-9	-1.370528E-4
2.100000E-9	-7.709381E-5
2.200000E-9	9.421759E-5
2.300000E-9	2.912257E-4
2.400000E-9	3.854470E-4
2.500000E-9	4.282748E-4
2.600000E-9	4.454060E-4
2.700000E-9	4.711027E-4
2.800000E-9	4.539715E-4
2.900000E-9	3.854470E-4
3.000000E-9	3.083568E-4
3.100000E-9	1.970044E-4
3.200000E-9	-2.570039E-5
3.300000E-9	-1.113561E-4
3.400000E-9	-4.283153E-5
3.500000E-9	8.561889E-6
3.600000E-9	1.199143E-4
3.700000E-9	2.312667E-4
3.800000E-9	2.569634E-4
3.900000E-9	3.425860E-5
4.000000E-9	-1.970118E-4
4.100000E-9	-3.169298E-4
4.200000E-9	-1.798807E-4
4.300000E-9	-5.139710E-5
4.400000E-9	4.282748E-4
4.500000E-9	8.479878E-4
4.600000E-9	8.993812E-4
4.700000E-9	6.852419E-4
4.800000E-9	2.912257E-4
4.900000E-9	-2.227085E-4
5.000000E-9	-4.796756E-4
5.100000E-9	-5.738969E-4
5.200000E-9	-4.368478E-4
5.300000E-9	-1.713151E-4
5.400000E-9	1.970044E-4
5.500000E-9	5.995862E-4
5.600000E-9	8.137255E-4
5.700000E-9	7.794632E-4
5.800000E-9	7.023731E-4
5.900000E-9	5.567584E-4
6.000000E-9	4.025781E-4
6.100000E-9	3.169224E-4
6.200000E-9	3.169224E-4
6.300000E-9	2.912257E-4
6.400000E-9	2.997913E-4
6.500000E-9	1.798733E-4
6.600000E-9	7.708645E-5
6.700000E-9	-1.284872E-4
6.800000E-9	-1.798807E-4
6.900000E-9	8.561889E-6
7.000000E-9	1.970044E-4
7.100000E-9	4.111437E-4
7.200000E-9	7.366354E-4
7.300000E-9	7.452009E-4
7.400000E-9	5.310617E-4
7.500000E-9	2.312667E-4
