Study Name	044_18
Sample Name	2024-10-03
Run Name	spot00
Operator	Elena
Date	10/3/2024
Time	15:10
Sign	NEG
Grating Spacing	06.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	66
dt	100.000001E-12
time stamp (ms)	3:22:36 PM
	
Time	Amplitude
0.000000E+0	-3.254889E-4
1.000000E-10	-3.083577E-4
2.000000E-10	-3.683167E-4
3.000000E-10	-3.683167E-4
4.000000E-10	-2.997921E-4
5.000000E-10	-4.368413E-4
6.000000E-10	-5.653248E-4
7.000000E-10	-7.794641E-4
8.000000E-10	-8.822509E-4
9.000000E-10	-1.044997E-3
1.000000E-9	-1.096390E-3
1.100000E-9	-8.394231E-4
1.200000E-9	-6.167182E-4
1.300000E-9	-4.539724E-4
1.400000E-9	-3.083577E-4
1.500000E-9	-2.655299E-4
1.600000E-9	-2.569643E-4
1.700000E-9	-6.852428E-4
1.800000E-9	-1.173480E-3
1.900000E-9	-1.558931E-3
2.000000E-9	-1.670283E-3
2.100000E-9	-1.858726E-3
2.200000E-9	-1.747373E-3
2.300000E-9	-1.353357E-3
2.400000E-9	-8.051608E-4
2.500000E-9	-3.169233E-4
2.600000E-9	-1.027840E-4
2.700000E-9	1.284864E-4
2.800000E-9	1.541831E-4
2.900000E-9	1.713142E-4
3.000000E-9	5.139624E-5
3.100000E-9	8.565852E-5
3.200000E-9	-2.912266E-4
3.300000E-9	-4.368413E-4
3.400000E-9	-6.766772E-4
3.500000E-9	-8.565542E-4
3.600000E-9	-9.850378E-4
3.700000E-9	-1.096390E-3
3.800000E-9	-8.651198E-4
3.900000E-9	-6.938084E-4
4.000000E-9	-4.368413E-4
4.100000E-9	-4.454068E-4
4.200000E-9	-5.738904E-4
4.300000E-9	-7.965952E-4
4.400000E-9	-8.908165E-4
4.500000E-9	-8.736853E-4
4.600000E-9	-7.708985E-4
4.700000E-9	-5.653248E-4
4.800000E-9	-3.254889E-4
4.900000E-9	-1.713086E-4
5.000000E-9	-1.798742E-4
5.100000E-9	-2.483987E-4
5.200000E-9	-9.421846E-5
5.300000E-9	7.709295E-5
5.400000E-9	7.709295E-5
5.500000E-9	1.370519E-4
5.600000E-9	2.815796E-9
5.700000E-9	-3.597511E-4
5.800000E-9	-7.880296E-4
5.900000E-9	-1.207743E-3
6.000000E-9	-1.387620E-3
6.100000E-9	-1.284833E-3
6.200000E-9	-1.062128E-3
6.300000E-9	-1.062128E-3
6.400000E-9	-9.593410E-4
6.500000E-9	-8.565542E-4
6.600000E-9	-8.651198E-4
6.700000E-9	-8.308575E-4
6.800000E-9	-6.424149E-4
6.900000E-9	-6.081527E-4
7.000000E-9	-6.766772E-4
7.100000E-9	-7.452018E-4
7.200000E-9	-8.137264E-4
7.300000E-9	-8.137264E-4
