Study Name	044_18
Sample Name	2024-10-03
Run Name	spot00
Operator	Elena
Date	10/3/2024
Time	15:10
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	33
dt	100.000001E-12
time stamp (ms)	3:16:28 PM
	
Time	Amplitude
0.000000E+0	-1.541839E-4
1.000000E-10	-3.681635E-9
2.000000E-10	2.997913E-4
3.000000E-10	5.396272E-4
4.000000E-10	7.708976E-4
5.000000E-10	8.137255E-4
6.000000E-10	8.394222E-4
7.000000E-10	6.938075E-4
8.000000E-10	5.995862E-4
9.000000E-10	5.310617E-4
1.000000E-9	7.023731E-4
1.100000E-9	6.509797E-4
1.200000E-9	7.109386E-4
1.300000E-9	6.938075E-4
1.400000E-9	6.681108E-4
1.500000E-9	4.454060E-4
1.600000E-9	2.055700E-4
1.700000E-9	1.541766E-4
1.800000E-9	1.113487E-4
1.900000E-9	-2.570039E-5
2.000000E-9	1.113487E-4
2.100000E-9	1.541766E-4
2.200000E-9	3.254880E-4
2.300000E-9	3.169224E-4
2.400000E-9	3.511847E-4
2.500000E-9	3.597503E-4
2.600000E-9	2.826601E-4
2.700000E-9	2.141356E-4
2.800000E-9	6.852088E-5
2.900000E-9	-6.852824E-5
3.000000E-9	-5.139710E-5
3.100000E-9	1.199143E-4
3.200000E-9	3.511847E-4
3.300000E-9	6.766764E-4
3.400000E-9	9.507746E-4
3.500000E-9	1.036430E-3
3.600000E-9	1.062127E-3
3.700000E-9	1.104955E-3
3.800000E-9	1.044996E-3
3.900000E-9	9.336435E-4
4.000000E-9	8.479878E-4
4.100000E-9	6.938075E-4
4.200000E-9	6.167174E-4
4.300000E-9	5.481928E-4
4.400000E-9	5.995862E-4
4.500000E-9	6.509797E-4
4.600000E-9	6.852419E-4
4.700000E-9	5.053650E-4
4.800000E-9	2.141356E-4
4.900000E-9	-2.055774E-4
5.000000E-9	-6.081592E-4
5.100000E-9	-8.651263E-4
5.200000E-9	-9.422164E-4
5.300000E-9	-7.537739E-4
5.400000E-9	-5.053723E-4
5.500000E-9	-2.227085E-4
5.600000E-9	9.421759E-5
5.700000E-9	3.426191E-4
5.800000E-9	4.967994E-4
5.900000E-9	6.766764E-4
6.000000E-9	8.137255E-4
6.100000E-9	8.479878E-4
6.200000E-9	1.036430E-3
6.300000E-9	1.104955E-3
6.400000E-9	1.096389E-3
6.500000E-9	9.422090E-4
6.600000E-9	5.224961E-4
6.700000E-9	8.565202E-5
6.800000E-9	-3.940199E-4
6.900000E-9	-7.623394E-4
7.000000E-9	-7.023804E-4
7.100000E-9	-5.139379E-4
7.200000E-9	-9.422495E-5
7.300000E-9	1.370454E-4
7.400000E-9	3.854470E-4
7.500000E-9	1.284799E-4
7.600000E-9	-3.426596E-5
