Study Name	044_18
Sample Name	2024-10-03
Run Name	spot00
Operator	Elena
Date	10/3/2024
Time	15:10
Sign	POS
Grating Spacing	06.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	35
dt	100.000001E-12
time stamp (ms)	3:16:51 PM
	
Time	Amplitude
0.000000E+0	8.394222E-4
1.000000E-10	8.394222E-4
2.000000E-10	7.366354E-4
3.000000E-10	5.653239E-4
4.000000E-10	3.768814E-4
5.000000E-10	1.456110E-4
6.000000E-10	5.995531E-5
7.000000E-10	1.712746E-5
8.000000E-10	3.425860E-5
9.000000E-10	1.113487E-4
1.000000E-9	1.884389E-4
1.100000E-9	2.055700E-4
1.200000E-9	2.483979E-4
1.300000E-9	1.713077E-4
1.400000E-9	1.541766E-4
1.500000E-9	3.425860E-5
1.600000E-9	-1.113561E-4
1.700000E-9	-2.312741E-4
1.800000E-9	-2.055774E-4
1.900000E-9	-1.541839E-4
2.000000E-9	-4.283153E-5
2.100000E-9	-1.284872E-4
2.200000E-9	-2.227085E-4
2.300000E-9	-1.199217E-4
2.400000E-9	-8.569252E-6
2.500000E-9	5.995531E-5
2.600000E-9	1.884389E-4
2.700000E-9	2.055700E-4
2.800000E-9	-1.713482E-5
2.900000E-9	-1.884462E-4
3.000000E-9	-4.025855E-4
3.100000E-9	-5.139379E-4
3.200000E-9	-5.482002E-4
3.300000E-9	-3.597576E-4
3.400000E-9	-9.422495E-5
3.500000E-9	7.708645E-5
3.600000E-9	2.569634E-4
3.700000E-9	2.398323E-4
3.800000E-9	1.713077E-4
3.900000E-9	1.456110E-4
4.000000E-9	-1.541839E-4
4.100000E-9	-2.569708E-4
4.200000E-9	-2.912331E-4
4.300000E-9	-3.254953E-4
4.400000E-9	-3.597576E-4
4.500000E-9	-2.655364E-4
4.600000E-9	-4.282822E-4
4.700000E-9	-3.683232E-4
4.800000E-9	-5.653313E-4
4.900000E-9	-5.053723E-4
5.000000E-9	-3.169298E-4
5.100000E-9	-5.139710E-5
5.200000E-9	9.421759E-5
5.300000E-9	1.970044E-4
5.400000E-9	2.655290E-4
5.500000E-9	-4.283153E-5
5.600000E-9	-2.826675E-4
5.700000E-9	-4.454133E-4
5.800000E-9	-5.482002E-4
5.900000E-9	-5.225035E-4
6.000000E-9	-3.254953E-4
6.100000E-9	-1.798807E-4
6.200000E-9	-7.709381E-5
6.300000E-9	-5.996267E-5
6.400000E-9	-1.370528E-4
6.500000E-9	-2.055774E-4
6.600000E-9	-3.340609E-4
6.700000E-9	-3.511921E-4
6.800000E-9	-4.197166E-4
6.900000E-9	-3.169298E-4
7.000000E-9	-1.798807E-4
7.100000E-9	2.569303E-5
7.200000E-9	2.912257E-4
7.300000E-9	4.111437E-4
7.400000E-9	5.995862E-4
