Study Name	044_18
Sample Name	2024-10-03
Run Name	spot00
Operator	Elena
Date	10/3/2024
Time	15:03
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	1
dt	100.000001E-12
time stamp (ms)	3:03:08 PM
	
Time	Amplitude
0.000000E+0	-6.081527E-4
1.000000E-10	-6.081527E-4
2.000000E-10	-7.537674E-4
3.000000E-10	-6.852428E-4
4.000000E-10	-7.537674E-4
5.000000E-10	-6.852428E-4
6.000000E-10	-7.280706E-4
7.000000E-10	-7.366362E-4
8.000000E-10	-7.708985E-4
9.000000E-10	-7.366362E-4
1.000000E-9	-7.537674E-4
1.100000E-9	-6.852428E-4
1.200000E-9	-6.681117E-4
1.300000E-9	-6.509805E-4
1.400000E-9	-5.139314E-4
1.500000E-9	-5.053658E-4
1.600000E-9	-5.910215E-4
1.700000E-9	-6.167182E-4
1.800000E-9	-5.995871E-4
1.900000E-9	-6.595461E-4
2.000000E-9	-5.824560E-4
2.100000E-9	-6.252838E-4
2.200000E-9	-6.252838E-4
2.300000E-9	-5.653248E-4
2.400000E-9	-5.567592E-4
2.500000E-9	-6.167182E-4
2.600000E-9	-6.252838E-4
2.700000E-9	-7.109395E-4
2.800000E-9	-7.109395E-4
2.900000E-9	-6.424149E-4
3.000000E-9	-7.623329E-4
3.100000E-9	-7.023739E-4
3.200000E-9	-7.109395E-4
3.300000E-9	-6.852428E-4
3.400000E-9	-6.424149E-4
3.500000E-9	-5.396281E-4
3.600000E-9	-4.796691E-4
3.700000E-9	-5.738904E-4
3.800000E-9	-6.681117E-4
3.900000E-9	-6.938084E-4
4.000000E-9	-7.537674E-4
4.100000E-9	-6.852428E-4
4.200000E-9	-6.766772E-4
4.300000E-9	-6.595461E-4
4.400000E-9	-5.910215E-4
4.500000E-9	-5.310625E-4
4.600000E-9	-5.653248E-4
4.700000E-9	-6.252838E-4
4.800000E-9	-6.938084E-4
4.900000E-9	-7.366362E-4
5.000000E-9	-7.965952E-4
5.100000E-9	-9.079476E-4
5.200000E-9	-8.736853E-4
5.300000E-9	-7.965952E-4
5.400000E-9	-7.623329E-4
5.500000E-9	-6.424149E-4
5.600000E-9	-5.910215E-4
5.700000E-9	-5.653248E-4
5.800000E-9	-5.824560E-4
5.900000E-9	-6.081527E-4
6.000000E-9	-6.509805E-4
6.100000E-9	-6.081527E-4
6.200000E-9	-6.852428E-4
6.300000E-9	-5.396281E-4
6.400000E-9	-6.338494E-4
6.500000E-9	-5.824560E-4
6.600000E-9	-5.910215E-4
6.700000E-9	-6.252838E-4
6.800000E-9	-6.424149E-4
6.900000E-9	-6.595461E-4
7.000000E-9	-6.852428E-4
7.100000E-9	-6.681117E-4
7.200000E-9	-6.167182E-4
