run_name grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2] Time[hh:mm:ss]
031-0305W-2024-02-22-03.40um-spot01-27 3.5244 5.63870e+08 3.51374e+03 0.20116081 0.0040098062 7.319727e-06 5.1068392e-08 1.3619017e-07 1.1282623e-06 0.028833324 0.00024597998 -0.44554557 0.0056228136 3.4835328e-08 3.7643812e-10 0.0017933121 6.1209941e-05 14:27:55
031-0305W-2024-02-22-03.40um-spot01-28 3.5244 5.63922e+08 3.45630e+03 0.20258765 0.004053979 7.2973115e-06 5.1249137e-08 1.111255e-07 1.1340614e-06 0.028940466 0.00024682455 -0.46343805 0.0056219132 0 3.8307381e-10 0.0019707856 6.2317131e-05 14:28:57
031-0305W-2024-02-22-03.40um-spot01-29 3.5244 5.63909e+08 3.38598e+03 0.20470773 0.004138794 7.3474706e-06 5.1392399e-08 1.0705472e-07 1.146886e-06 0.029281421 0.00024751336 -0.81289304 0.0055616789 0 3.7809287e-10 0.0019580177 6.1776808e-05 14:29:58
031-0305W-2024-02-22-03.40um-spot01-30 3.5244 5.63894e+08 3.51262e+03 0.20257197 0.0040915342 7.303372e-06 5.1337933e-08 1.2768411e-07 1.1471402e-06 0.028785169 0.00024678616 -0.64853076 0.0056579023 3.4869863e-08 3.8201206e-10 0.0019750054 6.1927546e-05 14:31:00
031-0305W-2024-02-22-03.40um-spot01-31 3.5244 5.63912e+08 3.42173e+03 0.20199769 0.0039808521 7.3034414e-06 5.0872579e-08 1.1459176e-07 1.1135125e-06 0.028822018 0.00024625007 -0.28480687 0.0056273277 0 3.8166044e-10 0.0018245507 6.1922113e-05 14:32:02
031-0305W-2024-02-22-03.40um-spot01-32 3.5244 5.63882e+08 3.45683e+03 0.20193759 0.0040724947 7.3064539e-06 5.1262349e-08 1.3163168e-07 1.1451832e-06 0.029018626 0.00024535225 -0.63706727 0.0055811065 0 3.7706031e-10 0.0019641959 6.1580337e-05 14:33:03
031-0305W-2024-02-22-03.40um-spot01-33 3.5244 5.63879e+08 3.43415e+03 0.20294861 0.0040425773 7.3404706e-06 5.06504e-08 1.535741e-07 1.1292955e-06 0.028629453 0.00024233068 -0.81416074 0.0055687602 3.509214e-08 3.7792227e-10 0.0016988311 6.0471069e-05 14:34:04
031-0305W-2024-02-22-03.40um-spot01-34 3.5244 5.64009e+08 3.45551e+03 0.20227416 0.0040882581 7.3441512e-06 5.1377956e-08 1.1405152e-07 1.146504e-06 0.028699089 0.0002434021 -0.82319868 0.0055807034 0 3.8236193e-10 0.0021290042 6.1085965e-05 14:35:06
031-0305W-2024-02-22-03.40um-spot01-35 3.5244 5.63868e+08 3.40072e+03 0.2020172 0.0040835341 7.2932698e-06 5.0982657e-08 1.3822422e-07 1.1512871e-06 0.028985457 0.00024539102 -0.99000839 0.0055769981 0 3.7335826e-10 0.0018167838 6.1152077e-05 14:36:07
031-0305W-2024-02-22-03.40um-spot01-36 3.5244 5.63987e+08 3.42898e+03 0.19868502 0.003945044 7.3004002e-06 5.1252404e-08 1.0971952e-07 1.1221126e-06 0.028346607 0.00024324227 -0.28247918 0.0056529233 3.4251801e-08 3.8556428e-10 0.002024799 6.1423086e-05 14:37:09
031-0305W-2024-02-22-03.40um-spot01-37 3.5244 5.63983e+08 3.35566e+03 0.20676978 0.0041175358 7.3233641e-06 5.0605371e-08 9.6757015e-08 1.1307965e-06 0.029616442 0.00024832712 -0.82639633 0.0055150939 0 3.7255513e-10 0.0018696808 6.1918852e-05 14:38:11
031-0305W-2024-02-22-03.40um-spot01-38 3.5244 5.63967e+08 3.43093e+03 0.20544416 0.0041034121 7.3176507e-06 5.1158365e-08 1.071524e-07 1.1311822e-06 0.029443318 0.00024951802 -0.46743288 0.0055855918 0 3.7937436e-10 0.0019192271 6.2680973e-05 14:39:12
031-0305W-2024-02-22-03.40um-spot01-39 3.5244 5.64059e+08 3.33498e+03 0.20173966 0.0040169744 7.3051379e-06 5.0997737e-08 1.1497619e-07 1.1280261e-06 0.028565033 0.00024288754 -0.65161361 0.0055919001 3.4975185e-08 3.8600892e-10 0.0018492905 6.1585938e-05 14:40:14
031-0305W-2024-02-22-03.40um-spot01-40 3.5244 5.64047e+08 3.39404e+03 0.20153422 0.0039852829 7.3378083e-06 5.0666585e-08 1.3315227e-07 1.1185999e-06 0.02839173 0.00023986384 -0.6402401 0.0055564602 0 3.8296679e-10 0.001807595 6.0486223e-05 14:41:15
031-0305W-2024-02-22-03.40um-spot01-41 3.5244 5.63951e+08 3.50244e+03 0.20491965 0.0041516411 7.3162796e-06 5.1887182e-08 1.032524e-07 1.1475371e-06 0.029378928 0.000253179 -0.62111109 0.0056668933 0 3.8484005e-10 0.0018752678 6.342895e-05 14:42:17
031-0305W-2024-02-22-03.40um-spot01-42 3.5244 5.63966e+08 3.39820e+03 0.20143702 0.00406611 7.2931023e-06 5.1297369e-08 1.2343966e-07 1.1469462e-06 0.028891324 0.0002459118 -0.81371004 0.0056001208 3.518332e-08 3.7950212e-10 0.0018905478 6.1722522e-05 14:43:18
031-0305W-2024-02-22-03.40um-spot01-43 3.5244 5.64009e+08 3.44085e+03 0.20337566 0.0041172253 7.3118346e-06 5.1452427e-08 1.1264946e-07 1.1497352e-06 0.029214195 0.00024806033 -0.64194283 0.0056048566 0 3.7810384e-10 0.0020069376 6.215273e-05 14:44:20
031-0305W-2024-02-22-03.40um-spot01-44 3.5244 5.64011e+08 3.38034e+03 0.20429439 0.0040978192 7.2916603e-06 5.0970896e-08 1.1649669e-07 1.1399207e-06 0.02917838 0.00024757194 -0.81429257 0.0055828451 0 3.7905556e-10 0.0018278871 6.2231939e-05 14:45:21
031-0305W-2024-02-22-03.40um-spot01-45 3.5244 5.63978e+08 3.39386e+03 0.20314387 0.0040286048 7.3185671e-06 5.0797466e-08 1.1853054e-07 1.1228667e-06 0.028830532 0.0002450276 -0.63369855 0.0055884753 3.525565e-08 3.8090771e-10 0.0020415289 6.1506519e-05 14:46:23
031-0305W-2024-02-22-03.40um-spot01-46 3.5244 5.63925e+08 3.39872e+03 0.20247158 0.0040847338 7.3313805e-06 5.1284665e-08 1.2829567e-07 1.1446405e-06 0.028925173 0.00024470743 -0.79724533 0.0055680942 0 3.7890995e-10 0.0018845301 6.1273342e-05 14:47:25
031-0305W-2024-02-22-03.40um-spot01-47 3.5244 5.63963e+08 3.38820e+03 0.2001301 0.0039894526 7.3377912e-06 5.1070437e-08 1.2336669e-07 1.1278267e-06 0.02841926 0.00024160893 -0.62182643 0.0055911769 0 3.8161883e-10 0.0019846606 6.0548335e-05 14:48:26
031-0305W-2024-02-22-03.40um-spot01-48 3.5244 5.63907e+08 3.46160e+03 0.20114978 0.004033371 7.3249292e-06 5.1365593e-08 1.2215867e-07 1.1350091e-06 0.028744266 0.00024419417 -0.61379029 0.0055879807 3.5172865e-08 3.8279029e-10 0.0018758592 6.1458196e-05 14:49:28
031-0305W-2024-02-22-03.40um-spot01-49 3.5244 5.63936e+08 3.39846e+03 0.20120884 0.0041982012 7.3149824e-06 5.262217e-08 1.1454752e-07 1.1879315e-06 0.028841503 0.00024955209 -0.99225363 0.0057012757 0 3.8585701e-10 0.0017568781 6.2446478e-05 14:50:29
031-0305W-2024-02-22-03.40um-spot01-50 3.5244 5.63897e+08 3.45753e+03 0.2036711 0.0041602466 7.329831e-06 5.1919938e-08 1.1843546e-07 1.1592015e-06 0.02928878 0.00025069588 -0.80796274 0.0056313004 0 3.8009603e-10 0.0017841962 6.2435517e-05 14:51:31
031-0305W-2024-02-22-03.40um-spot01-51 3.5244 5.63987e+08 3.34946e+03 0.20088201 0.0040357852 7.3168083e-06 5.1068113e-08 1.3144213e-07 1.1403991e-06 0.02851421 0.0002407676 -0.82970069 0.0055559245 3.5279323e-08 3.822391e-10 0.0017295049 6.0814675e-05 14:52:32
031-0305W-2024-02-22-03.40um-spot01-52 3.5244 5.63936e+08 3.39414e+03 0.20135253 0.0040415968 7.3178253e-06 5.1018912e-08 1.2451369e-07 1.1394737e-06 0.028783949 0.00024292545 -0.82468799 0.0055519703 0 3.7751146e-10 0.0019858414 6.0881872e-05 14:53:34
031-0305W-2024-02-22-03.40um-spot01-53 3.5244 5.64004e+08 3.37350e+03 0.19854349 0.0039315539 7.3199692e-06 5.1123474e-08 1.1456206e-07 1.1181879e-06 0.028214871 0.00024066101 -0.28631713 0.0056196142 0 3.8564923e-10 0.002050213 6.0845459e-05 14:54:36
031-0305W-2024-02-22-03.40um-spot01-54 3.5244 5.63960e+08 3.43180e+03 0.20056106 0.00401842 7.3180399e-06 5.1325095e-08 1.212072e-07 1.1344253e-06 0.028858701 0.00024298996 -0.45891679 0.0055514193 3.517722e-08 3.8015598e-10 0.001856544 6.1375856e-05 14:55:37
031-0305W-2024-02-22-03.40um-spot01-55 3.5244 5.64048e+08 3.40677e+03 0.19925433 0.004065105 7.2956509e-06 5.1453817e-08 1.2911775e-07 1.1620627e-06 0.028620443 0.00024193778 -1.0056314 0.0055694729 0 3.7821682e-10 0.0018322171 6.0832391e-05 14:56:39
031-0305W-2024-02-22-03.40um-spot01-56 3.5244 5.63955e+08 3.44789e+03 0.19872113 0.0040134167 7.3267904e-06 5.1739363e-08 1.2799361e-07 1.1430036e-06 0.028223881 0.00024371374 -0.62417741 0.005678585 0 3.8711149e-10 0.0021033437 6.111894e-05 14:57:40
031-0305W-2024-02-22-03.40um-spot01-57 3.5244 5.63978e+08 3.45918e+03 0.19910298 0.0040221081 7.3183731e-06 5.1356863e-08 1.477354e-07 1.1463031e-06 0.028609474 0.00024202376 -0.82522757 0.0055649859 3.534115e-08 3.7769016e-10 0.0017339626 6.0577821e-05 14:58:42
031-0305W-2024-02-22-03.40um-spot01-58 3.5244 5.64017e+08 3.33220e+03 0.19942667 0.0039733797 7.3590769e-06 5.1057938e-08 1.3523488e-07 1.1261476e-06 0.028308624 0.00023941989 -0.64742564 0.0055609829 0 3.8059774e-10 0.0019498177 5.991218e-05 14:59:43
031-0305W-2024-02-22-03.40um-spot01-59 3.5244 5.63958e+08 3.49657e+03 0.20096947 0.0040441929 7.3275227e-06 5.1552239e-08 1.2023825e-07 1.1390143e-06 0.028540061 0.00024513285 -0.46590448 0.0056614838 0 3.8541893e-10 0.0019033729 6.1588553e-05 15:00:45
031-0305W-2024-02-22-03.40um-spot01-60 3.5244 5.63922e+08 3.48394e+03 0.20400467 0.0041784561 7.3437751e-06 5.2061735e-08 1.0623688e-07 1.1620391e-06 0.029343711 0.00025120565 -0.81918952 0.0056312159 3.5027083e-08 3.8019043e-10 0.0017525552 6.2439488e-05 15:01:47
031-0305W-2024-02-22-03.40um-spot01-61 3.5244 5.63897e+08 3.30245e+03 0.20020076 0.0040345468 7.3461181e-06 5.1627953e-08 1.1117172e-07 1.1400714e-06 0.028448648 0.00024194016 -0.62631012 0.0055942515 0 3.8685292e-10 0.001978739 6.1077449e-05 15:02:48
031-0305W-2024-02-22-03.40um-spot01-62 3.5244 5.63923e+08 3.41189e+03 0.2032973 0.0041250046 7.3612844e-06 5.1588495e-08 1.1397773e-07 1.1502833e-06 0.029103198 0.00024472041 -0.6423082 0.0055511609 0 3.7861718e-10 0.0019350598 6.1326779e-05 15:03:50
031-0305W-2024-02-22-03.40um-spot01-63 3.5244 5.64042e+08 3.33255e+03 0.19923403 0.0040439856 7.3246734e-06 5.1600478e-08 1.2924167e-07 1.1518861e-06 0.028502191 0.00024038863 -0.65381347 0.0055679423 3.5308305e-08 3.8228549e-10 0.0018335785 6.0806472e-05 15:04:52
031-0305W-2024-02-22-03.40um-spot01-64 3.5244 5.64046e+08 3.36960e+03 0.19833224 0.0039439421 7.3059297e-06 5.0551302e-08 1.4200358e-07 1.1290081e-06 0.028308702 0.00023675475 -0.65536085 0.0055200147 0 3.7517277e-10 0.0019385766 5.964694e-05 15:05:53
031-0305W-2024-02-22-03.40um-spot01-65 3.5244 5.63955e+08 3.46090e+03 0.20186218 0.0040482475 7.3380906e-06 5.1378836e-08 1.2289025e-07 1.1346216e-06 0.028637208 0.00024441061 -0.63678109 0.0056125877 0 3.8498184e-10 0.0019069928 6.1436075e-05 15:06:55
031-0305W-2024-02-22-03.40um-spot01-66 3.5244 5.64001e+08 3.35730e+03 0.20208822 0.0040836431 7.3295667e-06 5.1364582e-08 1.2063539e-07 1.1467312e-06 0.028840779 0.00024373413 -0.80711098 0.0055623282 3.5225399e-08 3.8091557e-10 0.0019917092 6.1292147e-05 15:07:56
031-0305W-2024-02-22-03.40um-spot01-67 3.5244 5.64100e+08 3.45092e+03 0.20008574 0.0040128624 7.3081486e-06 5.1374819e-08 1.2684032e-07 1.1358379e-06 0.028797801 0.00024290268 -0.46869916 0.0055609533 0 3.8122231e-10 0.0018755703 6.1478972e-05 15:08:58
031-0305W-2024-02-22-03.40um-spot01-68 3.5244 5.64053e+08 3.33500e+03 0.19950062 0.0039359662 7.3069147e-06 5.0539203e-08 1.3011547e-07 1.1173245e-06 0.028500748 0.00023740181 -0.4547486 0.0054934249 0 3.7864468e-10 0.0019285611 6.0324088e-05 15:10:00
031-0305W-2024-02-22-03.40um-spot01-69 3.5244 5.64041e+08 3.43074e+03 0.19855151 0.0040297012 7.3064231e-06 5.1981571e-08 1.1141102e-07 1.1497999e-06 0.028501733 0.00024349308 -0.45876371 0.0056334406 3.4898268e-08 3.873246e-10 0.0019721099 6.1769983e-05 15:11:01
031-0305W-2024-02-22-03.40um-spot01-70 3.5244 5.64061e+08 3.38909e+03 0.19760032 0.0039831393 7.3227097e-06 5.1639787e-08 1.2884953e-07 1.14096e-06 0.028311014 0.00024020915 -0.63477434 0.0055808312 0 3.8492925e-10 0.0019203321 6.073562e-05 15:12:03
031-0305W-2024-02-22-03.40um-spot01-71 3.5244 5.64068e+08 3.39734e+03 0.20107152 0.0040974877 7.2892329e-06 5.1785813e-08 1.2270766e-07 1.1580717e-06 0.028964466 0.00024655345 -0.80970155 0.0056024745 0 3.8289705e-10 0.001714009 6.2274389e-05 15:13:04
031-0305W-2024-02-22-03.40um-spot01-72 3.5244 5.64087e+08 3.38683e+03 0.19958838 0.0040656003 7.312733e-06 5.1777287e-08 1.2371097e-07 1.1565953e-06 0.028516698 0.00024261789 -0.64902691 0.0056171703 3.4989194e-08 3.8446896e-10 0.0019643602 6.1357764e-05 15:14:06
031-0305W-2024-02-22-03.40um-spot01-73 3.5244 5.64117e+08 3.44095e+03 0.20025169 0.0039479889 7.3127595e-06 5.0893501e-08 1.0837148e-07 1.1136961e-06 0.028764164 0.00024286207 -0.28708695 0.0055622592 0 3.7951642e-10 0.0020396182 6.1235012e-05 15:15:08
031-0305W-2024-02-22-03.40um-spot01-74 3.5244 5.64102e+08 3.39182e+03 0.20228131 0.0041476151 7.3127445e-06 5.1707703e-08 1.0567932e-07 1.1676703e-06 0.028963321 0.00024699704 -0.99844257 0.0056190626 0 3.7944305e-10 0.0019401422 6.1736838e-05 15:16:09
031-0305W-2024-02-22-03.40um-spot01-75 3.5244 5.64074e+08 3.39974e+03 0.19706788 0.0039873971 7.3101249e-06 5.1433258e-08 1.3977348e-07 1.1486441e-06 0.028163158 0.00023908952 -0.82329388 0.0055861755 3.5266501e-08 3.8191305e-10 0.0020099711 6.0209372e-05 15:17:11
031-0305W-2024-02-22-03.40um-spot01-76 3.5244 5.64026e+08 3.34366e+03 0.20282913 0.0041031241 7.2958476e-06 5.1415403e-08 1.2683047e-07 1.1492565e-06 0.029093295 0.00024642948 -0.63896583 0.0055925886 0 3.8061921e-10 0.0017492431 6.2249053e-05 15:18:12
031-0305W-2024-02-22-03.40um-spot01-77 3.5244 5.64016e+08 3.39222e+03 0.20156039 0.0039859415 7.3127544e-06 5.1047281e-08 1.0347681e-07 1.1171958e-06 0.028907646 0.00024362416 -0.27670394 0.0055536289 0 3.8263025e-10 0.0019551744 6.1824385e-05 15:19:14
031-0305W-2024-02-22-03.40um-spot01-78 3.5244 5.64153e+08 3.38193e+03 0.19934625 0.0040936085 7.3025988e-06 5.1793876e-08 1.309865e-07 1.1693409e-06 0.028481785 0.00024323597 -1.0018845 0.0056276463 3.5332027e-08 3.8233011e-10 0.0020565008 6.112636e-05 15:20:16
031-0305W-2024-02-22-03.40um-spot01-79 3.5244 5.64160e+08 3.39905e+03 0.20195272 0.0041478066 7.340685e-06 5.1805797e-08 1.0953527e-07 1.1683744e-06 0.028788505 0.00024547601 -1.0174823 0.0056167566 0 3.8035452e-10 0.0019563217 6.1206903e-05 15:21:17
031-0305W-2024-02-22-03.40um-spot01-80 3.5244 5.64128e+08 3.50293e+03 0.20160159 0.0041218303 7.2773485e-06 5.1950726e-08 1.1920571e-07 1.162458e-06 0.028997726 0.00024946091 -0.82496802 0.0056601187 0 3.8474874e-10 0.0016338202 6.2876608e-05 15:22:19
031-0305W-2024-02-22-03.40um-spot01-81 3.5244 5.64079e+08 3.43050e+03 0.19890381 0.0039716745 7.2905466e-06 5.0755193e-08 1.4170466e-07 1.134312e-06 0.028522939 0.0002384494 -0.65160035 0.0055187771 3.4748757e-08 3.7644391e-10 0.0019823354 6.0354615e-05 15:23:20
031-0305W-2024-02-22-03.40um-spot01-82 3.5244 5.64060e+08 3.44694e+03 0.19943472 0.0039864949 7.3224252e-06 5.1207543e-08 1.3035702e-07 1.1314065e-06 0.028518636 0.00024355392 -0.63179036 0.0056149235 0 3.7970346e-10 0.0018973252 6.0790225e-05 15:24:22
031-0305W-2024-02-22-03.40um-spot01-83 3.5244 5.64089e+08 3.33879e+03 0.20069903 0.0040264235 7.3096664e-06 5.1387498e-08 1.2245683e-07 1.1362095e-06 0.02865389 0.00024342074 -0.64474807 0.0055871767 0 3.8526757e-10 0.0017243756 6.1643936e-05 15:25:23
031-0305W-2024-02-22-03.40um-spot01-84 3.5244 5.64076e+08 3.37980e+03 0.19942437 0.0040169138 7.2896785e-06 5.1587281e-08 1.2051843e-07 1.1416435e-06 0.028684621 0.0002455332 -0.47135729 0.0056417852 3.5302148e-08 3.8288948e-10 0.001870734 6.1893438e-05 15:26:25
031-0305W-2024-02-22-03.40um-spot01-85 3.5244 5.64149e+08 3.54022e+03 0.19702833 0.0039152771 7.3154597e-06 5.1307199e-08 1.272265e-07 1.1220532e-06 0.027874907 0.00023962124 -0.29029133 0.0056639066 0 3.8923281e-10 0.0019898658 6.0677855e-05 15:27:26
031-0305W-2024-02-22-03.40um-spot01-86 3.5244 5.64102e+08 3.45037e+03 0.20377893 0.004070441 7.3250791e-06 5.1163642e-08 1.0865418e-07 1.1309197e-06 0.028994641 0.0002459792 -0.64613879 0.0055790551 0 3.8344023e-10 0.0019224114 6.2021521e-05 15:28:28
031-0305W-2024-02-22-03.40um-spot01-87 3.5244 5.64123e+08 3.34998e+03 0.20109469 0.0040300198 7.3012572e-06 5.093558e-08 1.3226677e-07 1.138189e-06 0.028829867 0.00024218292 -0.81595808 0.0055283447 3.5256757e-08 3.7744299e-10 0.0016467463 6.1020397e-05 15:29:30
