Study Name	031-0305W
Sample Name	2024-02-22
Run Name	spot00
Operator	Angus+Elena
Date	2/22/2024
Time	13:15
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	6
dt	50.000001E-12
time stamp (ms)	1:21:37 PM
	
Time	Amplitude
0.000000E+0	-2.518062E-3
5.000000E-11	-2.500932E-3
1.000000E-10	-2.449544E-3
1.500000E-10	-2.363896E-3
2.000000E-10	-2.303943E-3
2.500000E-10	-2.261120E-3
3.000000E-10	-2.218296E-3
3.500000E-10	-2.209731E-3
4.000000E-10	-2.261120E-3
4.500000E-10	-2.321073E-3
5.000000E-10	-2.355332E-3
5.500000E-10	-2.398155E-3
6.000000E-10	-2.492367E-3
6.500000E-10	-2.586579E-3
7.000000E-10	-2.655097E-3
7.500000E-10	-2.689356E-3
8.000000E-10	-2.655097E-3
8.500000E-10	-2.552320E-3
9.000000E-10	-2.475238E-3
9.500000E-10	-2.389591E-3
1.000000E-9	-2.201167E-3
1.050000E-9	-1.927095E-3
1.100000E-9	-1.721542E-3
1.150000E-9	-1.584506E-3
1.200000E-9	-1.456035E-3
1.250000E-9	-1.327564E-3
1.300000E-9	-1.216223E-3
1.350000E-9	-1.122011E-3
1.400000E-9	-1.079187E-3
1.450000E-9	-1.104881E-3
1.500000E-9	-1.130575E-3
1.550000E-9	-1.181964E-3
1.600000E-9	-1.284740E-3
1.650000E-9	-1.421776E-3
1.700000E-9	-1.524553E-3
1.750000E-9	-1.644459E-3
1.800000E-9	-1.781495E-3
1.850000E-9	-1.909966E-3
1.900000E-9	-2.038437E-3
1.950000E-9	-2.175472E-3
2.000000E-9	-2.278249E-3
2.050000E-9	-2.355332E-3
2.100000E-9	-2.440979E-3
2.150000E-9	-2.535191E-3
2.200000E-9	-2.629403E-3
2.250000E-9	-2.672227E-3
2.300000E-9	-2.663662E-3
2.350000E-9	-2.680791E-3
2.400000E-9	-2.732180E-3
2.450000E-9	-2.757874E-3
2.500000E-9	-2.732180E-3
2.550000E-9	-2.715050E-3
2.600000E-9	-2.697921E-3
2.650000E-9	-2.629403E-3
2.700000E-9	-2.578015E-3
2.750000E-9	-2.578015E-3
2.800000E-9	-2.560885E-3
2.850000E-9	-2.535191E-3
2.900000E-9	-2.535191E-3
2.950000E-9	-2.552320E-3
3.000000E-9	-2.578015E-3
3.050000E-9	-2.612274E-3
3.100000E-9	-2.629403E-3
3.150000E-9	-2.646532E-3
3.200000E-9	-2.689356E-3
3.250000E-9	-2.740745E-3
3.300000E-9	-2.766439E-3
3.350000E-9	-2.783568E-3
3.400000E-9	-2.792133E-3
3.450000E-9	-2.757874E-3
3.500000E-9	-2.723615E-3
3.550000E-9	-2.706486E-3
3.600000E-9	-2.655097E-3
3.650000E-9	-2.569450E-3
3.700000E-9	-2.500932E-3
3.750000E-9	-2.432414E-3
3.800000E-9	-2.355332E-3
3.850000E-9	-2.329637E-3
3.900000E-9	-2.312508E-3
3.950000E-9	-2.278249E-3
4.000000E-9	-2.286814E-3
4.050000E-9	-2.312508E-3
4.100000E-9	-2.312508E-3
4.150000E-9	-2.303943E-3
4.200000E-9	-2.303943E-3
4.250000E-9	-2.295379E-3
4.300000E-9	-2.278249E-3
4.350000E-9	-2.252555E-3
4.400000E-9	-2.166908E-3
4.450000E-9	-2.064131E-3
4.500000E-9	-2.004178E-3
4.550000E-9	-1.978484E-3
4.600000E-9	-1.978484E-3
4.650000E-9	-2.004178E-3
4.700000E-9	-2.038437E-3
4.750000E-9	-2.115519E-3
4.800000E-9	-2.295379E-3
4.850000E-9	-2.483803E-3
4.900000E-9	-2.603709E-3
4.950000E-9	-2.715050E-3
5.000000E-9	-2.877780E-3
5.050000E-9	-3.014816E-3
5.100000E-9	-3.100463E-3
5.150000E-9	-3.186110E-3
5.200000E-9	-3.237499E-3
5.250000E-9	-3.220369E-3
5.300000E-9	-3.160416E-3
5.350000E-9	-3.091898E-3
5.400000E-9	-2.989122E-3
5.450000E-9	-2.877780E-3
5.500000E-9	-2.792133E-3
5.550000E-9	-2.706486E-3
5.600000E-9	-2.620838E-3
5.650000E-9	-2.535191E-3
5.700000E-9	-2.432414E-3
5.750000E-9	-2.355332E-3
5.800000E-9	-2.329637E-3
5.850000E-9	-2.295379E-3
5.900000E-9	-2.175472E-3
5.950000E-9	-1.987048E-3
6.000000E-9	-1.695847E-3
6.050000E-9	-1.190528E-3
6.100000E-9	-3.854438E-4
6.150000E-9	7.022769E-4
6.200000E-9	2.141151E-3
6.250000E-9	4.016827E-3
6.300000E-9	6.303610E-3
6.350000E-9	8.932982E-3
6.400000E-9	1.192207E-2
6.450000E-9	1.520236E-2
6.500000E-9	1.860256E-2
6.550000E-9	2.196850E-2
6.600000E-9	2.519740E-2
6.650000E-9	2.823788E-2
6.700000E-9	3.096147E-2
6.750000E-9	3.329964E-2
6.800000E-9	3.527809E-2
6.850000E-9	3.690539E-2
6.900000E-9	3.816441E-2
6.950000E-9	3.908940E-2
7.000000E-9	3.986879E-2
7.050000E-9	4.057109E-2
7.100000E-9	4.117063E-2
7.150000E-9	4.169307E-2
7.200000E-9	4.219839E-2
7.250000E-9	4.259237E-2
7.300000E-9	4.278936E-2
7.350000E-9	4.277223E-2
7.400000E-9	4.249816E-2
7.450000E-9	4.188150E-2
7.500000E-9	4.089655E-2
7.550000E-9	3.953476E-2
7.600000E-9	3.782182E-2
7.650000E-9	3.585193E-2
7.700000E-9	3.374500E-2
7.750000E-9	3.154387E-2
7.800000E-9	2.934273E-2
7.850000E-9	2.728720E-2
7.900000E-9	2.550573E-2
7.950000E-9	2.404973E-2
8.000000E-9	2.293632E-2
8.050000E-9	2.213980E-2
8.100000E-9	2.166874E-2
8.150000E-9	2.149744E-2
8.200000E-9	2.154883E-2
8.250000E-9	2.176295E-2
8.300000E-9	2.213980E-2
8.350000E-9	2.259373E-2
8.400000E-9	2.304766E-2
8.450000E-9	2.352728E-2
8.500000E-9	2.407542E-2
8.550000E-9	2.464070E-2
8.600000E-9	2.524879E-2
8.650000E-9	2.594254E-2
8.700000E-9	2.668767E-2
8.750000E-9	2.746706E-2
8.800000E-9	2.829784E-2
8.850000E-9	2.915431E-2
8.900000E-9	2.995083E-2
8.950000E-9	3.066170E-2
9.000000E-9	3.123554E-2
9.050000E-9	3.157813E-2
9.100000E-9	3.168947E-2
9.150000E-9	3.160382E-2
9.200000E-9	3.129549E-2
9.250000E-9	3.074735E-2
9.300000E-9	2.995939E-2
9.350000E-9	2.897445E-2
9.400000E-9	2.780965E-2
9.450000E-9	2.657633E-2
9.500000E-9	2.535157E-2
9.550000E-9	2.413538E-2
9.600000E-9	2.292775E-2
9.650000E-9	2.179721E-2
9.700000E-9	2.078657E-2
9.750000E-9	1.992153E-2
9.800000E-9	1.921922E-2
9.850000E-9	1.867108E-2
9.900000E-9	1.825141E-2
9.950000E-9	1.796021E-2
1.000000E-8	1.780604E-2
1.005000E-8	1.777178E-2
1.010000E-8	1.784030E-2
1.015000E-8	1.802873E-2
1.020000E-8	1.831136E-2
1.025000E-8	1.867964E-2
1.030000E-8	1.915070E-2
1.035000E-8	1.974167E-2
1.040000E-8	2.045254E-2
1.045000E-8	2.124906E-2
1.050000E-8	2.210554E-2
1.055000E-8	2.296201E-2
1.060000E-8	2.376709E-2
1.065000E-8	2.451223E-2
1.070000E-8	2.518884E-2
1.075000E-8	2.575411E-2
1.080000E-8	2.615665E-2
1.085000E-8	2.637077E-2
1.090000E-8	2.643073E-2
1.095000E-8	2.636221E-2
1.100000E-8	2.613952E-2
1.105000E-8	2.575411E-2
1.110000E-8	2.526592E-2
1.115000E-8	2.467496E-2
1.120000E-8	2.398978E-2
1.125000E-8	2.324465E-2
1.130000E-8	2.247382E-2
1.135000E-8	2.166017E-2
1.140000E-8	2.076944E-2
1.145000E-8	1.986158E-2
1.150000E-8	1.900510E-2
1.155000E-8	1.818289E-2
1.160000E-8	1.736924E-2
1.165000E-8	1.662411E-2
1.170000E-8	1.599888E-2
1.175000E-8	1.549357E-2
1.180000E-8	1.509102E-2
1.185000E-8	1.481695E-2
1.190000E-8	1.468848E-2
1.195000E-8	1.467992E-2
1.200000E-8	1.477413E-2
1.205000E-8	1.498825E-2
1.210000E-8	1.532227E-2
1.215000E-8	1.575051E-2
1.220000E-8	1.629009E-2
1.225000E-8	1.692388E-2
1.230000E-8	1.761762E-2
1.235000E-8	1.839701E-2
1.240000E-8	1.928774E-2
1.245000E-8	2.021273E-2
1.250000E-8	2.111203E-2
1.255000E-8	2.199420E-2
1.260000E-8	2.284210E-2
1.265000E-8	2.357011E-2
1.270000E-8	2.414394E-2
1.275000E-8	2.453792E-2
