Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	361
dt	50.000001E-12
time stamp (ms)	5:00:37 PM
	
Time	Amplitude
0.000000E+0	1.327654E-3
5.000000E-11	1.344786E-3
1.000000E-10	1.473269E-3
1.500000E-10	1.498966E-3
2.000000E-10	1.327654E-3
2.500000E-10	1.182040E-3
3.000000E-10	1.190605E-3
3.500000E-10	1.096384E-3
4.000000E-10	7.880235E-4
4.500000E-10	5.053597E-4
5.000000E-10	3.169172E-4
5.500000E-10	5.995006E-5
6.000000E-10	-2.484105E-4
6.500000E-10	-4.025907E-4
7.000000E-10	-4.539842E-4
7.500000E-10	-5.310743E-4
8.000000E-10	-5.739021E-4
8.500000E-10	-4.968120E-4
9.000000E-10	-3.083695E-4
9.500000E-10	-4.283679E-5
1.000000E-9	2.740893E-4
1.050000E-9	6.852367E-4
1.100000E-9	1.173474E-3
1.150000E-9	1.636015E-3
1.200000E-9	1.970072E-3
1.250000E-9	2.218474E-3
1.300000E-9	2.329826E-3
1.350000E-9	2.269867E-3
1.400000E-9	2.141384E-3
1.450000E-9	2.012900E-3
1.500000E-9	1.815892E-3
1.550000E-9	1.498966E-3
1.600000E-9	1.156343E-3
1.650000E-9	8.908104E-4
1.700000E-9	7.537612E-4
1.750000E-9	7.023678E-4
1.800000E-9	5.995810E-4
1.850000E-9	4.282696E-4
1.900000E-9	3.254827E-4
1.950000E-9	2.912205E-4
2.000000E-9	8.564677E-5
2.050000E-9	-2.398449E-4
2.100000E-9	-4.968120E-4
2.150000E-9	-7.537791E-4
2.200000E-9	-1.182058E-3
2.250000E-9	-1.670295E-3
2.300000E-9	-2.004352E-3
2.350000E-9	-2.295582E-3
2.400000E-9	-2.561114E-3
2.450000E-9	-2.638205E-3
2.500000E-9	-2.501155E-3
2.550000E-9	-2.287016E-3
2.600000E-9	-2.012918E-3
2.650000E-9	-1.618902E-3
2.700000E-9	-1.182058E-3
2.750000E-9	-7.109513E-4
2.800000E-9	-2.312793E-4
2.850000E-9	1.884336E-4
2.900000E-9	5.053597E-4
2.950000E-9	7.280645E-4
3.000000E-9	8.565481E-4
3.050000E-9	9.165071E-4
3.100000E-9	9.764661E-4
3.150000E-9	9.422038E-4
3.200000E-9	7.708924E-4
3.250000E-9	6.424088E-4
3.300000E-9	6.595400E-4
3.350000E-9	6.252777E-4
3.400000E-9	5.824498E-4
3.450000E-9	7.280645E-4
3.500000E-9	9.593349E-4
3.550000E-9	1.010728E-3
3.600000E-9	1.036425E-3
3.650000E-9	1.241999E-3
3.700000E-9	1.464704E-3
3.750000E-9	1.576056E-3
3.800000E-9	1.695974E-3
3.850000E-9	1.892982E-3
3.900000E-9	2.021466E-3
3.950000E-9	2.004334E-3
4.000000E-9	1.918679E-3
4.050000E-9	1.798761E-3
4.100000E-9	1.584622E-3
4.150000E-9	1.259130E-3
4.200000E-9	9.250726E-4
4.250000E-9	5.910154E-4
4.300000E-9	2.055647E-4
4.350000E-9	-1.113613E-4
4.400000E-9	-2.741072E-4
4.450000E-9	-3.511973E-4
4.500000E-9	-3.854596E-4
4.550000E-9	-2.741072E-4
