Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	373
dt	50.000001E-12
time stamp (ms)	5:02:59 PM
	
Time	Amplitude
0.000000E+0	8.308602E-4
5.000000E-11	7.965979E-4
1.000000E-10	8.394258E-4
1.500000E-10	8.651225E-4
2.000000E-10	7.880324E-4
2.500000E-10	6.595488E-4
3.000000E-10	5.481964E-4
3.500000E-10	5.053686E-4
4.000000E-10	4.539751E-4
4.500000E-10	3.426227E-4
5.000000E-10	2.398359E-4
5.500000E-10	1.884425E-4
6.000000E-10	1.456146E-4
6.500000E-10	1.284835E-4
7.000000E-10	2.141392E-4
7.500000E-10	3.597539E-4
8.000000E-10	5.053686E-4
8.500000E-10	6.424177E-4
9.000000E-10	8.222946E-4
9.500000E-10	9.936061E-4
1.000000E-9	1.053565E-3
1.050000E-9	9.593438E-4
1.100000E-9	8.394258E-4
1.150000E-9	7.195078E-4
1.200000E-9	4.882374E-4
1.250000E-9	1.456146E-4
1.300000E-9	-9.422136E-5
1.350000E-9	-2.141393E-4
1.400000E-9	-3.511885E-4
1.450000E-9	-4.625409E-4
1.500000E-9	-4.197130E-4
1.550000E-9	-3.169262E-4
1.600000E-9	-2.569672E-4
1.650000E-9	-1.713115E-4
1.700000E-9	3.426219E-5
1.750000E-9	2.569670E-4
1.800000E-9	3.511883E-4
1.850000E-9	3.683194E-4
1.900000E-9	4.368440E-4
1.950000E-9	5.310653E-4
2.000000E-9	5.224997E-4
2.050000E-9	4.025817E-4
2.100000E-9	3.083604E-4
2.150000E-9	2.740982E-4
2.200000E-9	2.312703E-4
2.250000E-9	1.970080E-4
2.300000E-9	1.713113E-4
2.350000E-9	1.541802E-4
2.400000E-9	1.113523E-4
2.450000E-9	5.995890E-5
2.500000E-9	3.426219E-5
2.550000E-9	6.852447E-5
2.600000E-9	1.199179E-4
2.650000E-9	1.199179E-4
2.700000E-9	8.565561E-5
2.750000E-9	1.027868E-4
2.800000E-9	1.541802E-4
2.850000E-9	1.713113E-4
2.900000E-9	2.141392E-4
2.950000E-9	2.826637E-4
3.000000E-9	2.740982E-4
3.050000E-9	1.884425E-4
3.100000E-9	1.627457E-4
3.150000E-9	1.541802E-4
3.200000E-9	3.426219E-5
3.250000E-9	-8.565579E-5
3.300000E-9	-6.852465E-5
3.350000E-9	8.565483E-6
3.400000E-9	4.282776E-5
3.450000E-9	1.199179E-4
3.500000E-9	2.912293E-4
3.550000E-9	4.539751E-4
3.600000E-9	5.481964E-4
3.650000E-9	6.595488E-4
3.700000E-9	8.051635E-4
3.750000E-9	8.993848E-4
3.800000E-9	8.736881E-4
3.850000E-9	7.623357E-4
3.900000E-9	6.938111E-4
3.950000E-9	7.280734E-4
4.000000E-9	6.852455E-4
4.050000E-9	5.139341E-4
4.100000E-9	4.368440E-4
4.150000E-9	4.882374E-4
4.200000E-9	3.940161E-4
4.250000E-9	2.227047E-4
4.300000E-9	2.398359E-4
4.350000E-9	3.597539E-4
4.400000E-9	2.826637E-4
4.450000E-9	1.113523E-4
4.500000E-9	9.422118E-5
4.550000E-9	1.456146E-4
4.600000E-9	1.456146E-4
4.650000E-9	1.370490E-4
