Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	528
dt	50.000001E-12
time stamp (ms)	5:33:28 PM
	
Time	Amplitude
0.000000E+0	9.679183E-4
5.000000E-11	5.310742E-4
1.000000E-10	5.996784E-5
1.500000E-10	-4.111385E-4
2.000000E-10	-7.194990E-4
2.500000E-10	-9.422039E-4
3.000000E-10	-1.130646E-3
3.500000E-10	-1.113515E-3
4.000000E-10	-9.079416E-4
4.500000E-10	-7.623269E-4
5.000000E-10	-6.938023E-4
5.500000E-10	-4.882287E-4
6.000000E-10	-1.627370E-4
6.500000E-10	1.199268E-4
7.000000E-10	3.255005E-4
7.500000E-10	5.139431E-4
8.000000E-10	7.195167E-4
8.500000E-10	9.336560E-4
9.000000E-10	1.053574E-3
9.500000E-10	1.053574E-3
1.000000E-9	1.002181E-3
1.050000E-9	9.336560E-4
1.100000E-9	8.051724E-4
1.150000E-9	7.023856E-4
1.200000E-9	6.338610E-4
1.250000E-9	5.139431E-4
1.300000E-9	4.025906E-4
1.350000E-9	4.282874E-4
1.400000E-9	4.882463E-4
1.450000E-9	4.454185E-4
1.500000E-9	4.368529E-4
1.550000E-9	5.482053E-4
1.600000E-9	6.338610E-4
1.650000E-9	6.424266E-4
1.700000E-9	6.338610E-4
1.750000E-9	5.824676E-4
1.800000E-9	4.968119E-4
1.850000E-9	4.711152E-4
1.900000E-9	4.368529E-4
1.950000E-9	3.597628E-4
2.000000E-9	3.426317E-4
2.050000E-9	3.426317E-4
2.100000E-9	2.141481E-4
2.150000E-9	9.423012E-5
2.200000E-9	1.456235E-4
2.250000E-9	2.141481E-4
2.300000E-9	1.541891E-4
2.350000E-9	1.113613E-4
2.400000E-9	1.456235E-4
2.450000E-9	1.370580E-4
2.500000E-9	1.199268E-4
2.550000E-9	1.541891E-4
2.600000E-9	1.627547E-4
2.650000E-9	7.709898E-5
2.700000E-9	-2.568786E-5
2.750000E-9	-5.138457E-5
2.800000E-9	-4.281900E-5
2.850000E-9	-1.027780E-4
2.900000E-9	-3.083517E-4
2.950000E-9	-5.053598E-4
3.000000E-9	-4.796631E-4
3.050000E-9	-3.426140E-4
3.100000E-9	-3.254828E-4
3.150000E-9	-3.083517E-4
3.200000E-9	-1.284747E-4
3.250000E-9	8.566455E-5
3.300000E-9	2.312792E-4
3.350000E-9	3.511972E-4
3.400000E-9	4.454185E-4
3.450000E-9	4.625496E-4
3.500000E-9	3.940251E-4
3.550000E-9	2.312792E-4
3.600000E-9	-8.556723E-6
3.650000E-9	-2.312615E-4
3.700000E-9	-4.025730E-4
3.750000E-9	-6.167122E-4
3.800000E-9	-8.308515E-4
3.850000E-9	-8.736793E-4
3.900000E-9	-7.280646E-4
3.950000E-9	-5.310565E-4
4.000000E-9	-3.854418E-4
4.050000E-9	-1.884337E-4
4.100000E-9	1.199268E-4
4.150000E-9	4.454185E-4
4.200000E-9	6.852545E-4
4.250000E-9	8.051724E-4
4.300000E-9	8.565659E-4
4.350000E-9	8.394347E-4
4.400000E-9	7.709102E-4
4.450000E-9	6.681233E-4
4.500000E-9	5.995988E-4
4.550000E-9	5.482053E-4
