Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	403
dt	50.000001E-12
time stamp (ms)	5:08:52 PM
	
Time	Amplitude
0.000000E+0	9.507694E-4
5.000000E-11	7.623268E-4
1.000000E-10	5.567531E-4
1.500000E-10	4.710974E-4
2.000000E-10	4.197040E-4
2.500000E-10	2.912205E-4
3.000000E-10	1.713025E-4
3.500000E-10	7.708120E-5
4.000000E-10	2.568778E-5
4.500000E-10	-8.574505E-6
5.000000E-10	-8.934876E-9
5.500000E-10	8.564677E-5
6.000000E-10	1.027779E-4
6.500000E-10	-5.996793E-5
7.000000E-10	-2.655416E-4
7.500000E-10	-3.426317E-4
8.000000E-10	-3.597629E-4
8.500000E-10	-4.882464E-4
9.000000E-10	-7.195168E-4
9.500000E-10	-8.480004E-4
1.000000E-9	-8.651315E-4
1.050000E-9	-8.480004E-4
1.100000E-9	-7.709103E-4
1.150000E-9	-4.968120E-4
1.200000E-9	-1.970170E-4
1.250000E-9	-5.996793E-5
1.300000E-9	1.712221E-5
1.350000E-9	2.141303E-4
1.400000E-9	3.597450E-4
1.450000E-9	2.398270E-4
1.500000E-9	-2.570565E-5
1.550000E-9	-1.199269E-4
1.600000E-9	-9.423021E-5
1.650000E-9	-1.370581E-4
1.700000E-9	-1.370581E-4
1.750000E-9	1.199090E-4
1.800000E-9	4.111384E-4
1.850000E-9	5.310564E-4
1.900000E-9	6.681055E-4
1.950000E-9	9.850316E-4
2.000000E-9	1.293392E-3
2.050000E-9	1.439007E-3
2.100000E-9	1.507531E-3
2.150000E-9	1.558925E-3
2.200000E-9	1.464704E-3
2.250000E-9	1.250564E-3
2.300000E-9	1.122081E-3
2.350000E-9	1.156343E-3
2.400000E-9	1.070687E-3
2.450000E-9	8.479825E-4
2.500000E-9	7.109334E-4
2.550000E-9	6.766711E-4
2.600000E-9	5.738843E-4
2.650000E-9	4.197040E-4
2.700000E-9	2.483926E-4
2.750000E-9	-1.714008E-5
2.800000E-9	-2.912383E-4
2.850000E-9	-4.539842E-4
2.900000E-9	-4.368530E-4
2.950000E-9	-2.569760E-4
3.000000E-9	-7.709907E-5
3.050000E-9	-5.996793E-5
3.100000E-9	-8.574505E-6
3.150000E-9	3.340483E-4
3.200000E-9	6.766711E-4
3.250000E-9	7.965891E-4
3.300000E-9	8.736792E-4
3.350000E-9	1.019294E-3
3.400000E-9	1.087818E-3
3.450000E-9	1.104950E-3
3.500000E-9	1.147777E-3
3.550000E-9	1.173474E-3
3.600000E-9	1.096384E-3
3.650000E-9	8.993759E-4
3.700000E-9	7.366301E-4
3.750000E-9	7.537612E-4
3.800000E-9	7.965891E-4
3.850000E-9	6.509744E-4
3.900000E-9	4.625319E-4
3.950000E-9	5.053597E-4
4.000000E-9	5.738843E-4
4.050000E-9	4.710974E-4
4.100000E-9	4.882286E-4
4.150000E-9	7.623268E-4
4.200000E-9	9.593349E-4
4.250000E-9	9.507694E-4
4.300000E-9	1.036425E-3
4.350000E-9	1.276261E-3
4.400000E-9	1.370482E-3
4.450000E-9	1.216302E-3
4.500000E-9	1.010728E-3
4.550000E-9	8.394169E-4
