Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	631
dt	50.000001E-12
time stamp (ms)	5:53:39 PM
	
Time	Amplitude
0.000000E+0	1.884336E-4
5.000000E-11	-2.569760E-4
1.000000E-10	-7.023857E-4
1.500000E-10	-8.822627E-4
2.000000E-10	-8.051725E-4
2.500000E-10	-7.880414E-4
3.000000E-10	-8.993938E-4
3.500000E-10	-7.794758E-4
4.000000E-10	-3.511973E-4
4.500000E-10	5.995006E-5
5.000000E-10	2.740893E-4
5.500000E-10	4.796630E-4
6.000000E-10	6.766711E-4
6.500000E-10	6.081465E-4
7.000000E-10	3.854417E-4
7.500000E-10	2.483926E-4
8.000000E-10	1.284746E-4
8.500000E-10	-8.566464E-5
9.000000E-10	-2.055826E-4
9.500000E-10	-2.227138E-4
1.000000E-9	-2.998039E-4
1.050000E-9	-2.826728E-4
1.100000E-9	1.712221E-5
1.150000E-9	4.197040E-4
1.200000E-9	7.280645E-4
1.250000E-9	9.507694E-4
1.300000E-9	1.062122E-3
1.350000E-9	1.096384E-3
1.400000E-9	1.147777E-3
1.450000E-9	1.130646E-3
1.500000E-9	9.079415E-4
1.550000E-9	6.681055E-4
1.600000E-9	5.224908E-4
1.650000E-9	3.597450E-4
1.700000E-9	1.627369E-4
1.750000E-9	1.370402E-4
1.800000E-9	2.312615E-4
1.850000E-9	2.912205E-4
1.900000E-9	3.511794E-4
1.950000E-9	5.653187E-4
2.000000E-9	8.222858E-4
2.050000E-9	9.250726E-4
2.100000E-9	9.079415E-4
2.150000E-9	8.651137E-4
2.200000E-9	7.451957E-4
2.250000E-9	5.567531E-4
2.300000E-9	4.111384E-4
2.350000E-9	3.426139E-4
2.400000E-9	1.284746E-4
2.450000E-9	-2.826728E-4
2.500000E-9	-5.910333E-4
2.550000E-9	-6.766890E-4
2.600000E-9	-6.938201E-4
2.650000E-9	-8.137381E-4
2.700000E-9	-9.079594E-4
2.750000E-9	-8.993938E-4
2.800000E-9	-8.993938E-4
2.850000E-9	-9.336561E-4
2.900000E-9	-8.565660E-4
2.950000E-9	-5.910333E-4
3.000000E-9	-3.940252E-4
3.050000E-9	-3.768940E-4
3.100000E-9	-3.169350E-4
3.150000E-9	-1.027958E-4
3.200000E-9	1.456058E-4
3.250000E-9	2.826549E-4
3.300000E-9	3.768762E-4
3.350000E-9	4.796630E-4
3.400000E-9	5.481876E-4
3.450000E-9	5.481876E-4
3.500000E-9	5.481876E-4
3.550000E-9	6.938022E-4
3.600000E-9	8.137202E-4
3.650000E-9	7.537612E-4
3.700000E-9	6.252777E-4
3.750000E-9	6.595400E-4
3.800000E-9	7.366301E-4
3.850000E-9	6.338433E-4
3.900000E-9	4.710974E-4
3.950000E-9	4.111384E-4
4.000000E-9	3.768762E-4
4.050000E-9	3.083516E-4
4.100000E-9	1.884336E-4
4.150000E-9	1.027779E-4
4.200000E-9	-8.934876E-9
4.250000E-9	-1.541892E-4
4.300000E-9	-3.511973E-4
4.350000E-9	-3.854596E-4
4.400000E-9	-2.484105E-4
4.450000E-9	-1.456236E-4
4.500000E-9	-1.199269E-4
4.550000E-9	-8.574505E-6
