Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	275
dt	50.000001E-12
time stamp (ms)	4:43:44 PM
	
Time	Amplitude
0.000000E+0	4.539841E-4
5.000000E-11	4.796808E-4
1.000000E-10	5.139431E-4
1.500000E-10	4.454185E-4
2.000000E-10	2.912382E-4
2.500000E-10	1.027957E-4
3.000000E-10	-9.421242E-5
3.500000E-10	-3.340484E-4
4.000000E-10	-6.509745E-4
4.500000E-10	-9.507694E-4
5.000000E-10	-1.113515E-3
5.500000E-10	-1.156343E-3
6.000000E-10	-1.139212E-3
6.500000E-10	-1.044991E-3
7.000000E-10	-8.822449E-4
7.500000E-10	-7.366302E-4
8.000000E-10	-5.396221E-4
8.500000E-10	-2.141304E-4
9.000000E-10	1.199268E-4
9.500000E-10	3.169349E-4
1.000000E-9	4.968119E-4
1.050000E-9	7.023856E-4
1.100000E-9	8.394347E-4
1.150000E-9	8.822626E-4
1.200000E-9	8.651314E-4
1.250000E-9	7.452135E-4
1.300000E-9	4.968119E-4
1.350000E-9	2.141481E-4
1.400000E-9	-5.138457E-5
1.450000E-9	-3.083517E-4
1.500000E-9	-5.224909E-4
1.550000E-9	-6.852368E-4
1.600000E-9	-8.222859E-4
1.650000E-9	-8.479826E-4
1.700000E-9	-7.023679E-4
1.750000E-9	-4.625319E-4
1.800000E-9	-1.627370E-4
1.850000E-9	2.227137E-4
1.900000E-9	5.653365E-4
1.950000E-9	7.794757E-4
2.000000E-9	9.679183E-4
2.050000E-9	1.147795E-3
2.100000E-9	1.207754E-3
2.150000E-9	1.104967E-3
2.200000E-9	9.336560E-4
2.250000E-9	6.938200E-4
2.300000E-9	4.282874E-4
2.350000E-9	2.055825E-4
2.400000E-9	8.847564E-9
2.450000E-9	-1.884337E-4
2.500000E-9	-2.912205E-4
2.550000E-9	-3.426140E-4
2.600000E-9	-3.340484E-4
2.650000E-9	-1.627370E-4
2.700000E-9	1.456235E-4
2.750000E-9	4.025906E-4
2.800000E-9	5.739020E-4
2.850000E-9	7.109512E-4
2.900000E-9	8.051724E-4
2.950000E-9	8.480003E-4
3.000000E-9	8.651314E-4
3.050000E-9	7.966069E-4
3.100000E-9	5.739020E-4
3.150000E-9	3.169349E-4
3.200000E-9	1.370580E-4
3.250000E-9	8.847564E-9
3.300000E-9	-1.027780E-4
3.350000E-9	-1.199091E-4
3.400000E-9	-7.708128E-5
3.450000E-9	-2.568786E-5
3.500000E-9	9.423012E-5
3.550000E-9	3.169349E-4
3.600000E-9	5.139431E-4
3.650000E-9	6.081643E-4
3.700000E-9	7.023856E-4
3.750000E-9	8.651314E-4
3.800000E-9	9.936150E-4
3.850000E-9	1.010746E-3
3.900000E-9	1.010746E-3
3.950000E-9	1.002181E-3
4.000000E-9	8.736970E-4
4.050000E-9	6.252955E-4
4.100000E-9	3.768939E-4
4.150000E-9	1.798858E-4
4.200000E-9	-1.027780E-4
4.250000E-9	-5.310565E-4
4.300000E-9	-9.422039E-4
4.350000E-9	-1.216302E-3
4.400000E-9	-1.387614E-3
4.450000E-9	-1.464704E-3
4.500000E-9	-1.421876E-3
4.550000E-9	-1.216302E-3
