Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	552
dt	50.000001E-12
time stamp (ms)	5:38:11 PM
	
Time	Amplitude
0.000000E+0	-1.627370E-4
5.000000E-11	-1.370403E-4
1.000000E-10	-1.027780E-4
1.500000E-10	-3.425343E-5
2.000000E-10	1.284924E-4
2.500000E-10	3.426317E-4
3.000000E-10	5.824676E-4
3.500000E-10	7.880413E-4
4.000000E-10	9.593527E-4
4.500000E-10	1.139230E-3
5.000000E-10	1.259148E-3
5.500000E-10	1.259148E-3
6.000000E-10	1.199189E-3
6.500000E-10	1.122099E-3
7.000000E-10	9.593527E-4
7.500000E-10	7.023856E-4
8.000000E-10	4.454185E-4
8.500000E-10	2.312792E-4
9.000000E-10	8.574418E-6
9.500000E-10	-1.969993E-4
1.000000E-9	-3.083517E-4
1.050000E-9	-3.426140E-4
1.100000E-9	-3.854418E-4
1.150000E-9	-3.768762E-4
1.200000E-9	-2.312615E-4
1.250000E-9	8.847564E-9
1.300000E-9	1.970170E-4
1.350000E-9	3.940251E-4
1.400000E-9	6.252955E-4
1.450000E-9	8.051724E-4
1.500000E-9	8.908281E-4
1.550000E-9	9.422216E-4
1.600000E-9	9.079593E-4
1.650000E-9	7.452135E-4
1.700000E-9	5.653365E-4
1.750000E-9	4.197218E-4
1.800000E-9	2.569760E-4
1.850000E-9	7.709898E-5
1.900000E-9	-9.421242E-5
1.950000E-9	-2.055648E-4
2.000000E-9	-2.141304E-4
2.050000E-9	-1.541714E-4
2.100000E-9	-1.027780E-4
2.150000E-9	-1.712229E-5
2.200000E-9	1.199268E-4
2.250000E-9	2.484104E-4
2.300000E-9	3.169349E-4
2.350000E-9	3.854595E-4
2.400000E-9	4.968119E-4
2.450000E-9	5.739020E-4
2.500000E-9	5.910332E-4
2.550000E-9	6.252955E-4
2.600000E-9	7.109512E-4
2.650000E-9	7.537790E-4
2.700000E-9	7.195167E-4
2.750000E-9	6.509922E-4
2.800000E-9	5.310742E-4
2.850000E-9	3.169349E-4
2.900000E-9	5.996784E-5
2.950000E-9	-1.798681E-4
3.000000E-9	-4.368352E-4
3.050000E-9	-6.852368E-4
3.100000E-9	-8.908105E-4
3.150000E-9	-1.027860E-3
3.200000E-9	-1.044991E-3
3.250000E-9	-9.764662E-4
3.300000E-9	-9.250727E-4
3.350000E-9	-8.822449E-4
3.400000E-9	-7.109335E-4
3.450000E-9	-5.653188E-4
3.500000E-9	-5.481876E-4
3.550000E-9	-5.310565E-4
3.600000E-9	-4.282697E-4
3.650000E-9	-3.426140E-4
3.700000E-9	-2.997861E-4
3.750000E-9	-2.055648E-4
3.800000E-9	-8.564685E-5
3.850000E-9	3.427113E-5
3.900000E-9	1.884514E-4
3.950000E-9	3.340661E-4
4.000000E-9	4.711152E-4
4.050000E-9	6.595578E-4
4.100000E-9	8.822626E-4
4.150000E-9	1.010746E-3
4.200000E-9	1.053574E-3
4.250000E-9	1.122099E-3
4.300000E-9	1.199189E-3
4.350000E-9	1.190623E-3
4.400000E-9	1.130664E-3
4.450000E-9	1.062140E-3
4.500000E-9	9.336560E-4
4.550000E-9	7.537790E-4
