Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	371
dt	50.000001E-12
time stamp (ms)	5:02:35 PM
	
Time	Amplitude
0.000000E+0	1.216302E-3
5.000000E-11	1.456138E-3
1.000000E-10	1.601753E-3
1.500000E-10	1.678843E-3
2.000000E-10	1.781630E-3
2.500000E-10	1.815892E-3
3.000000E-10	1.644581E-3
3.500000E-10	1.413310E-3
4.000000E-10	1.250564E-3
4.500000E-10	8.908104E-4
5.000000E-10	2.997860E-4
5.500000E-10	-2.141482E-4
6.000000E-10	-5.482054E-4
6.500000E-10	-8.736971E-4
7.000000E-10	-1.139230E-3
7.500000E-10	-1.096402E-3
8.000000E-10	-8.223037E-4
8.500000E-10	-5.396399E-4
9.000000E-10	-2.055826E-4
9.500000E-10	2.312615E-4
1.000000E-9	7.194990E-4
1.050000E-9	1.122081E-3
1.100000E-9	1.344786E-3
1.150000E-9	1.387613E-3
1.200000E-9	1.310523E-3
1.250000E-9	1.164909E-3
1.300000E-9	8.822448E-4
1.350000E-9	5.224908E-4
1.400000E-9	2.226959E-4
1.450000E-9	-2.570565E-5
1.500000E-9	-2.655416E-4
1.550000E-9	-3.511973E-4
1.600000E-9	-1.713203E-4
1.650000E-9	1.027779E-4
1.700000E-9	2.569582E-4
1.750000E-9	3.683106E-4
1.800000E-9	5.738843E-4
1.850000E-9	8.051547E-4
1.900000E-9	9.336382E-4
1.950000E-9	9.422038E-4
2.000000E-9	9.935972E-4
2.050000E-9	1.113515E-3
2.100000E-9	1.173474E-3
2.150000E-9	1.173474E-3
2.200000E-9	1.284827E-3
2.250000E-9	1.430441E-3
2.300000E-9	1.456138E-3
2.350000E-9	1.464704E-3
2.400000E-9	1.533228E-3
2.450000E-9	1.447572E-3
2.500000E-9	1.113515E-3
2.550000E-9	7.194990E-4
2.600000E-9	4.025729E-4
2.650000E-9	6.851563E-5
2.700000E-9	-3.083695E-4
2.750000E-9	-6.595578E-4
2.800000E-9	-8.651315E-4
2.850000E-9	-9.422217E-4
2.900000E-9	-1.010746E-3
2.950000E-9	-1.062140E-3
3.000000E-9	-9.593528E-4
3.050000E-9	-7.623447E-4
3.100000E-9	-6.338611E-4
3.150000E-9	-4.625497E-4
3.200000E-9	-1.713203E-4
3.250000E-9	2.568778E-5
3.300000E-9	9.421234E-5
3.350000E-9	2.141303E-4
3.400000E-9	4.025729E-4
3.450000E-9	5.310564E-4
3.500000E-9	6.081465E-4
3.550000E-9	6.509744E-4
3.600000E-9	5.824498E-4
3.650000E-9	3.854417E-4
3.700000E-9	9.421234E-5
3.750000E-9	-2.826728E-4
3.800000E-9	-6.081644E-4
3.850000E-9	-8.051725E-4
3.900000E-9	-9.593528E-4
3.950000E-9	-1.045008E-3
4.000000E-9	-9.679184E-4
4.050000E-9	-8.137381E-4
4.100000E-9	-7.109513E-4
4.150000E-9	-5.225087E-4
4.200000E-9	-1.456236E-4
4.250000E-9	1.798680E-4
4.300000E-9	2.483926E-4
4.350000E-9	2.398270E-4
4.400000E-9	2.826549E-4
4.450000E-9	1.884336E-4
4.500000E-9	-8.566464E-5
4.550000E-9	-3.426317E-4
