Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	658
dt	50.000001E-12
time stamp (ms)	5:58:56 PM
	
Time	Amplitude
0.000000E+0	2.740893E-4
5.000000E-11	2.398270E-4
1.000000E-10	2.569582E-4
1.500000E-10	2.912205E-4
2.000000E-10	2.826549E-4
2.500000E-10	2.312615E-4
3.000000E-10	1.627369E-4
3.500000E-10	6.851563E-5
4.000000E-10	2.568778E-5
4.500000E-10	-8.934876E-9
5.000000E-10	-5.996793E-5
5.500000E-10	-3.427122E-5
6.000000E-10	1.456058E-4
6.500000E-10	2.826549E-4
7.000000E-10	3.854417E-4
7.500000E-10	5.738843E-4
8.000000E-10	8.051547E-4
8.500000E-10	9.079415E-4
9.000000E-10	9.165071E-4
9.500000E-10	8.736792E-4
1.000000E-9	8.222858E-4
1.050000E-9	7.794580E-4
1.100000E-9	6.595400E-4
1.150000E-9	4.368351E-4
1.200000E-9	2.226959E-4
1.250000E-9	6.851563E-5
1.300000E-9	-1.370581E-4
1.350000E-9	-3.768940E-4
1.400000E-9	-5.910333E-4
1.450000E-9	-8.651315E-4
1.500000E-9	-1.147795E-3
1.550000E-9	-1.319107E-3
1.600000E-9	-1.293410E-3
1.650000E-9	-1.173492E-3
1.700000E-9	-1.010746E-3
1.750000E-9	-8.137381E-4
1.800000E-9	-5.310743E-4
1.850000E-9	-2.227138E-4
1.900000E-9	1.027779E-4
1.950000E-9	4.539663E-4
2.000000E-9	8.651137E-4
2.050000E-9	1.139212E-3
2.100000E-9	1.190605E-3
2.150000E-9	1.139212E-3
2.200000E-9	1.079253E-3
2.250000E-9	8.993759E-4
2.300000E-9	6.081465E-4
2.350000E-9	4.197040E-4
2.400000E-9	3.426139E-4
2.450000E-9	2.398270E-4
2.500000E-9	1.027779E-4
2.550000E-9	8.564677E-5
2.600000E-9	2.055647E-4
2.650000E-9	3.854417E-4
2.700000E-9	5.738843E-4
2.750000E-9	7.708924E-4
2.800000E-9	9.935972E-4
2.850000E-9	1.190605E-3
2.900000E-9	1.284827E-3
2.950000E-9	1.276261E-3
3.000000E-9	1.233433E-3
3.050000E-9	1.104950E-3
3.100000E-9	8.308514E-4
3.150000E-9	5.824498E-4
3.200000E-9	4.882286E-4
3.250000E-9	3.940073E-4
3.300000E-9	1.713025E-4
3.350000E-9	1.712221E-5
3.400000E-9	1.027779E-4
3.450000E-9	2.655237E-4
3.500000E-9	2.912205E-4
3.550000E-9	1.370402E-4
3.600000E-9	-1.714008E-5
3.650000E-9	-1.199269E-4
3.700000E-9	-2.655416E-4
3.750000E-9	-4.796809E-4
3.800000E-9	-5.910333E-4
3.850000E-9	-5.910333E-4
3.900000E-9	-6.509923E-4
3.950000E-9	-7.280824E-4
4.000000E-9	-6.081644E-4
4.050000E-9	-2.912383E-4
4.100000E-9	-8.934876E-9
4.150000E-9	2.055647E-4
4.200000E-9	3.854417E-4
4.250000E-9	5.310564E-4
4.300000E-9	6.252777E-4
4.350000E-9	6.338433E-4
4.400000E-9	5.567531E-4
4.450000E-9	4.882286E-4
4.500000E-9	4.282696E-4
4.550000E-9	3.254827E-4
4.600000E-9	2.740893E-4
