Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	467
dt	50.000001E-12
time stamp (ms)	5:21:27 PM
	
Time	Amplitude
0.000000E+0	1.970080E-4
5.000000E-11	1.199179E-4
1.000000E-10	8.565483E-6
1.500000E-10	-3.426237E-5
2.000000E-10	-8.731149E-11
2.500000E-10	1.027868E-4
3.000000E-10	1.970080E-4
3.500000E-10	2.655326E-4
4.000000E-10	3.169260E-4
4.500000E-10	3.768850E-4
5.000000E-10	4.111473E-4
5.500000E-10	4.454096E-4
6.000000E-10	4.968030E-4
6.500000E-10	4.796718E-4
7.000000E-10	3.940161E-4
7.500000E-10	3.683194E-4
8.000000E-10	3.854506E-4
8.500000E-10	3.683194E-4
9.000000E-10	3.940161E-4
9.500000E-10	4.796718E-4
1.000000E-9	4.711063E-4
1.050000E-9	3.683194E-4
1.100000E-9	3.854506E-4
1.150000E-9	4.539751E-4
1.200000E-9	3.683194E-4
1.250000E-9	1.884425E-4
1.300000E-9	5.995890E-5
1.350000E-9	-1.713123E-5
1.400000E-9	-4.282794E-5
1.450000E-9	8.565483E-6
1.500000E-9	5.995890E-5
1.550000E-9	4.282776E-5
1.600000E-9	4.282776E-5
1.650000E-9	1.113523E-4
1.700000E-9	2.569670E-4
1.750000E-9	4.796718E-4
1.800000E-9	7.109422E-4
1.850000E-9	7.623357E-4
1.900000E-9	6.852455E-4
1.950000E-9	6.509832E-4
2.000000E-9	6.595488E-4
2.050000E-9	5.567620E-4
2.100000E-9	3.340571E-4
2.150000E-9	6.852447E-5
2.200000E-9	-2.312705E-4
2.250000E-9	-5.396310E-4
2.300000E-9	-7.452047E-4
2.350000E-9	-7.880325E-4
2.400000E-9	-7.709014E-4
2.450000E-9	-7.880325E-4
2.500000E-9	-7.366391E-4
2.550000E-9	-5.224999E-4
2.600000E-9	-2.227049E-4
2.650000E-9	6.852447E-5
2.700000E-9	3.340571E-4
2.750000E-9	5.567620E-4
2.800000E-9	6.681144E-4
2.850000E-9	7.023767E-4
2.900000E-9	7.709012E-4
2.950000E-9	8.394258E-4
3.000000E-9	7.709012E-4
3.050000E-9	5.824587E-4
3.100000E-9	4.282784E-4
3.150000E-9	3.426227E-4
3.200000E-9	2.398359E-4
3.250000E-9	1.027868E-4
3.300000E-9	5.139333E-5
3.350000E-9	8.565561E-5
3.400000E-9	9.422118E-5
3.450000E-9	8.565561E-5
3.500000E-9	1.541802E-4
3.550000E-9	2.912293E-4
3.600000E-9	3.340571E-4
3.650000E-9	2.912293E-4
3.700000E-9	2.826637E-4
3.750000E-9	2.912293E-4
3.800000E-9	2.655326E-4
3.850000E-9	2.826637E-4
3.900000E-9	3.511883E-4
3.950000E-9	3.940161E-4
4.000000E-9	4.111473E-4
4.050000E-9	4.625407E-4
4.100000E-9	5.567620E-4
4.150000E-9	6.424177E-4
4.200000E-9	7.023767E-4
4.250000E-9	7.109422E-4
4.300000E-9	6.509832E-4
4.350000E-9	5.738931E-4
4.400000E-9	4.968030E-4
4.450000E-9	4.111473E-4
4.500000E-9	3.511883E-4
4.550000E-9	2.826637E-4
4.600000E-9	1.284835E-4
