Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	43
dt	50.000001E-12
time stamp (ms)	3:58:13 PM
	
Time	Amplitude
0.000000E+0	6.081643E-4
5.000000E-11	3.255005E-4
1.000000E-10	1.113613E-4
1.500000E-10	8.847564E-9
2.000000E-10	-8.564685E-5
2.500000E-10	-1.798681E-4
3.000000E-10	-1.713026E-4
3.500000E-10	-3.425343E-5
4.000000E-10	9.423012E-5
4.500000E-10	1.627547E-4
5.000000E-10	2.655415E-4
5.500000E-10	4.111562E-4
6.000000E-10	4.625496E-4
6.500000E-10	4.025906E-4
7.000000E-10	3.426317E-4
7.500000E-10	2.912382E-4
8.000000E-10	1.627547E-4
8.500000E-10	8.847564E-9
9.000000E-10	-1.284747E-4
9.500000E-10	-2.398271E-4
1.000000E-9	-3.340484E-4
1.050000E-9	-4.282697E-4
1.100000E-9	-4.539664E-4
1.150000E-9	-3.340484E-4
1.200000E-9	-1.884337E-4
1.250000E-9	-1.113436E-4
1.300000E-9	3.427113E-5
1.350000E-9	3.426317E-4
1.400000E-9	6.167299E-4
1.450000E-9	7.794757E-4
1.500000E-9	9.336560E-4
1.550000E-9	1.070705E-3
1.600000E-9	1.070705E-3
1.650000E-9	9.593527E-4
1.700000E-9	8.394347E-4
1.750000E-9	7.109512E-4
1.800000E-9	5.482053E-4
1.850000E-9	3.169349E-4
1.900000E-9	8.566455E-5
1.950000E-9	-1.712229E-5
2.000000E-9	-3.425343E-5
2.050000E-9	-6.851571E-5
2.100000E-9	-5.995014E-5
2.150000E-9	8.847564E-9
2.200000E-9	2.570556E-5
2.250000E-9	5.996784E-5
2.300000E-9	1.627547E-4
2.350000E-9	2.484104E-4
2.400000E-9	2.569760E-4
2.450000E-9	2.398448E-4
2.500000E-9	2.655415E-4
2.550000E-9	3.255005E-4
2.600000E-9	3.940251E-4
2.650000E-9	4.968119E-4
2.700000E-9	5.910332E-4
2.750000E-9	6.424266E-4
2.800000E-9	7.452135E-4
2.850000E-9	9.507871E-4
2.900000E-9	1.096402E-3
2.950000E-9	1.122099E-3
3.000000E-9	1.147795E-3
3.050000E-9	1.233451E-3
3.100000E-9	1.250582E-3
3.150000E-9	1.250582E-3
3.200000E-9	1.293410E-3
3.250000E-9	1.276279E-3
3.300000E-9	1.190623E-3
3.350000E-9	1.199189E-3
3.400000E-9	1.224885E-3
3.450000E-9	1.087836E-3
3.500000E-9	9.250904E-4
3.550000E-9	8.137380E-4
3.600000E-9	6.424266E-4
3.650000E-9	4.711152E-4
3.700000E-9	4.282874E-4
3.750000E-9	3.511972E-4
3.800000E-9	9.423012E-5
3.850000E-9	-1.284747E-4
3.900000E-9	-1.969993E-4
3.950000E-9	-3.083517E-4
4.000000E-9	-4.882287E-4
4.050000E-9	-5.995811E-4
4.100000E-9	-6.252778E-4
4.150000E-9	-6.167122E-4
4.200000E-9	-5.738844E-4
4.250000E-9	-4.796631E-4
4.300000E-9	-3.940074E-4
4.350000E-9	-3.254828E-4
4.400000E-9	-3.083517E-4
4.450000E-9	-2.997861E-4
4.500000E-9	-2.312615E-4
4.550000E-9	-1.627370E-4
