Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	1
dt	50.000001E-12
time stamp (ms)	3:49:49 PM
	
Time	Amplitude
0.000000E+0	8.137291E-4
5.000000E-11	7.280734E-4
1.000000E-10	7.195078E-4
1.500000E-10	7.280734E-4
2.000000E-10	6.681144E-4
2.500000E-10	5.653275E-4
3.000000E-10	5.053686E-4
3.500000E-10	4.282784E-4
4.000000E-10	2.912293E-4
4.500000E-10	2.398359E-4
5.000000E-10	3.340571E-4
5.500000E-10	4.025817E-4
6.000000E-10	4.197129E-4
6.500000E-10	5.567620E-4
7.000000E-10	7.537701E-4
7.500000E-10	7.965979E-4
8.000000E-10	7.794668E-4
8.500000E-10	8.137291E-4
9.000000E-10	8.137291E-4
9.500000E-10	7.452045E-4
1.000000E-9	6.338521E-4
1.050000E-9	4.625407E-4
1.100000E-9	2.912293E-4
1.150000E-9	1.970080E-4
1.200000E-9	1.113523E-4
1.250000E-9	5.139333E-5
1.300000E-9	9.422118E-5
1.350000E-9	1.798769E-4
1.400000E-9	2.740982E-4
1.450000E-9	4.454096E-4
1.500000E-9	6.595488E-4
1.550000E-9	7.280734E-4
1.600000E-9	7.280734E-4
1.650000E-9	7.709012E-4
1.700000E-9	8.137291E-4
1.750000E-9	8.565569E-4
1.800000E-9	9.422126E-4
1.850000E-9	9.593438E-4
1.900000E-9	8.908192E-4
1.950000E-9	8.822536E-4
2.000000E-9	9.250815E-4
2.050000E-9	9.250815E-4
2.100000E-9	9.593438E-4
2.150000E-9	1.044999E-3
2.200000E-9	1.044999E-3
2.250000E-9	1.019303E-3
2.300000E-9	1.079262E-3
2.350000E-9	1.147786E-3
2.400000E-9	1.139221E-3
2.450000E-9	1.070696E-3
2.500000E-9	9.336471E-4
2.550000E-9	8.137291E-4
2.600000E-9	7.709012E-4
2.650000E-9	7.537701E-4
2.700000E-9	6.681144E-4
2.750000E-9	5.481964E-4
2.800000E-9	4.025817E-4
2.850000E-9	2.484014E-4
2.900000E-9	1.627457E-4
2.950000E-9	1.113523E-4
3.000000E-9	2.569662E-5
3.050000E-9	-3.426237E-5
3.100000E-9	-3.426237E-5
3.150000E-9	-6.852465E-5
3.200000E-9	-1.456148E-4
3.250000E-9	-1.456148E-4
3.300000E-9	-1.113525E-4
3.350000E-9	-1.370492E-4
3.400000E-9	-1.970082E-4
3.450000E-9	-1.284836E-4
3.500000E-9	6.852447E-5
3.550000E-9	2.398359E-4
3.600000E-9	3.083604E-4
3.650000E-9	3.683194E-4
3.700000E-9	4.968030E-4
3.750000E-9	6.424177E-4
3.800000E-9	6.681144E-4
3.850000E-9	6.081554E-4
3.900000E-9	5.481964E-4
3.950000E-9	4.625407E-4
4.000000E-9	3.083604E-4
4.050000E-9	1.884425E-4
4.100000E-9	1.713113E-4
4.150000E-9	1.370490E-4
4.200000E-9	6.852447E-5
4.250000E-9	6.852447E-5
4.300000E-9	1.370490E-4
4.350000E-9	2.227047E-4
4.400000E-9	3.169260E-4
4.450000E-9	4.368440E-4
4.500000E-9	5.481964E-4
4.550000E-9	6.167210E-4
4.600000E-9	6.167210E-4
4.650000E-9	5.910243E-4
