Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	71
dt	50.000001E-12
time stamp (ms)	4:03:43 PM
	
Time	Amplitude
0.000000E+0	-3.426237E-5
5.000000E-11	-8.565657E-6
1.000000E-10	4.282776E-5
1.500000E-10	1.713113E-4
2.000000E-10	2.655326E-4
2.500000E-10	2.740982E-4
3.000000E-10	3.340571E-4
3.500000E-10	4.796718E-4
4.000000E-10	5.567620E-4
4.500000E-10	5.053686E-4
5.000000E-10	4.368440E-4
5.500000E-10	4.368440E-4
6.000000E-10	4.282784E-4
6.500000E-10	3.854506E-4
7.000000E-10	3.683194E-4
7.500000E-10	4.025817E-4
8.000000E-10	4.282784E-4
8.500000E-10	4.111473E-4
9.000000E-10	4.539751E-4
9.500000E-10	5.824587E-4
1.000000E-9	6.681144E-4
1.050000E-9	6.509832E-4
1.100000E-9	6.081554E-4
1.150000E-9	5.824587E-4
1.200000E-9	5.567620E-4
1.250000E-9	4.796718E-4
1.300000E-9	3.683194E-4
1.350000E-9	2.912293E-4
1.400000E-9	2.227047E-4
1.450000E-9	6.852447E-5
1.500000E-9	-7.709022E-5
1.550000E-9	-1.027869E-4
1.600000E-9	-1.713115E-4
1.650000E-9	-3.426229E-4
1.700000E-9	-4.197130E-4
1.750000E-9	-3.854507E-4
1.800000E-9	-4.539753E-4
1.850000E-9	-5.139343E-4
1.900000E-9	-3.940163E-4
1.950000E-9	-2.484016E-4
2.000000E-9	-2.227049E-4
2.050000E-9	-2.055738E-4
2.100000E-9	-1.284836E-4
2.150000E-9	-3.426237E-5
2.200000E-9	5.995890E-5
2.250000E-9	1.541802E-4
2.300000E-9	2.227047E-4
2.350000E-9	2.398359E-4
2.400000E-9	2.312703E-4
2.450000E-9	2.141392E-4
2.500000E-9	2.141392E-4
2.550000E-9	1.798769E-4
2.600000E-9	1.199179E-4
2.650000E-9	1.199179E-4
2.700000E-9	1.884425E-4
2.750000E-9	2.655326E-4
2.800000E-9	3.597539E-4
2.850000E-9	4.625407E-4
2.900000E-9	5.310653E-4
2.950000E-9	6.252865E-4
3.000000E-9	8.222946E-4
3.050000E-9	9.764749E-4
3.100000E-9	9.422126E-4
3.150000E-9	8.993848E-4
3.200000E-9	9.593438E-4
3.250000E-9	9.764749E-4
3.300000E-9	9.079504E-4
3.350000E-9	8.308602E-4
3.400000E-9	7.794668E-4
3.450000E-9	7.109422E-4
3.500000E-9	6.252865E-4
3.550000E-9	5.653275E-4
3.600000E-9	5.567620E-4
3.650000E-9	5.653275E-4
3.700000E-9	5.567620E-4
3.750000E-9	5.481964E-4
3.800000E-9	5.481964E-4
3.850000E-9	5.567620E-4
3.900000E-9	5.481964E-4
3.950000E-9	5.396308E-4
4.000000E-9	5.481964E-4
4.050000E-9	5.653275E-4
4.100000E-9	5.910243E-4
4.150000E-9	6.167210E-4
4.200000E-9	6.252865E-4
4.250000E-9	6.081554E-4
4.300000E-9	6.167210E-4
4.350000E-9	6.509832E-4
4.400000E-9	5.567620E-4
4.450000E-9	3.597539E-4
4.500000E-9	3.169260E-4
4.550000E-9	4.282784E-4
4.600000E-9	4.197129E-4
