Study Name	Beam_042_10_RT_lecroy
Sample Name	2025-09-10
Run Name	spot00
Operator	Elena
Date	9/10/2025
Time	15:49
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	229
dt	50.000001E-12
time stamp (ms)	4:34:43 PM
	
Time	Amplitude
0.000000E+0	3.768939E-4
5.000000E-11	6.424266E-4
1.000000E-10	8.651314E-4
1.500000E-10	1.045008E-3
2.000000E-10	1.199189E-3
2.500000E-10	1.310541E-3
3.000000E-10	1.336238E-3
3.500000E-10	1.284844E-3
4.000000E-10	1.207754E-3
4.500000E-10	1.062140E-3
5.000000E-10	8.651314E-4
5.500000E-10	7.109512E-4
6.000000E-10	5.995988E-4
6.500000E-10	4.368529E-4
7.000000E-10	2.398448E-4
7.500000E-10	7.709898E-5
8.000000E-10	-2.568786E-5
8.500000E-10	-1.284747E-4
9.000000E-10	-2.141304E-4
9.500000E-10	-2.483927E-4
1.000000E-9	-2.055648E-4
1.050000E-9	-1.027780E-4
1.100000E-9	5.140227E-5
1.150000E-9	2.398448E-4
1.200000E-9	4.025906E-4
1.250000E-9	5.396398E-4
1.300000E-9	6.938200E-4
1.350000E-9	8.223036E-4
1.400000E-9	8.651314E-4
1.450000E-9	8.565659E-4
1.500000E-9	7.794757E-4
1.550000E-9	5.824676E-4
1.600000E-9	3.854595E-4
1.650000E-9	2.826727E-4
1.700000E-9	1.113613E-4
1.750000E-9	-1.713026E-4
1.800000E-9	-2.912205E-4
1.850000E-9	-2.398271E-4
1.900000E-9	-1.884337E-4
1.950000E-9	-7.708128E-5
2.000000E-9	1.884514E-4
2.050000E-9	5.225086E-4
2.100000E-9	8.908281E-4
2.150000E-9	1.319107E-3
2.200000E-9	1.636033E-3
2.250000E-9	1.773082E-3
2.300000E-9	1.867303E-3
2.350000E-9	1.875869E-3
2.400000E-9	1.670295E-3
2.450000E-9	1.284844E-3
2.500000E-9	9.250904E-4
2.550000E-9	6.081643E-4
2.600000E-9	2.398448E-4
2.650000E-9	-1.798681E-4
2.700000E-9	-4.796631E-4
2.750000E-9	-5.567532E-4
2.800000E-9	-5.139254E-4
2.850000E-9	-4.282697E-4
2.900000E-9	-1.713026E-4
2.950000E-9	2.484104E-4
3.000000E-9	6.681233E-4
3.050000E-9	1.079271E-3
3.100000E-9	1.490418E-3
3.150000E-9	1.798779E-3
3.200000E-9	1.901565E-3
3.250000E-9	1.815910E-3
3.300000E-9	1.610336E-3
3.350000E-9	1.327672E-3
3.400000E-9	9.764838E-4
3.450000E-9	5.139431E-4
3.500000E-9	2.570556E-5
3.550000E-9	-3.940074E-4
3.600000E-9	-7.366302E-4
3.650000E-9	-1.002163E-3
3.700000E-9	-1.156343E-3
3.750000E-9	-1.164909E-3
3.800000E-9	-1.053556E-3
3.850000E-9	-8.565482E-4
3.900000E-9	-6.424089E-4
3.950000E-9	-3.683107E-4
4.000000E-9	-2.568786E-5
4.050000E-9	2.741071E-4
4.100000E-9	4.796808E-4
4.150000E-9	6.681233E-4
4.200000E-9	8.993937E-4
4.250000E-9	1.104967E-3
4.300000E-9	1.233451E-3
4.350000E-9	1.259148E-3
4.400000E-9	1.199189E-3
4.450000E-9	1.113533E-3
4.500000E-9	9.593527E-4
4.550000E-9	7.537790E-4
4.600000E-9	5.739020E-4
