Study Name	031-0404W
Sample Name	2024-02-21
Run Name	spot00
Operator	Angus+Elena
Date	2/21/2024
Time	14:22
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	81
dt	50.000001E-12
time stamp (ms)	3:45:05 PM
	
Time	Amplitude
0.000000E+0	-4.761987E-3
5.000000E-11	-4.642080E-3
1.000000E-10	-4.607821E-3
1.500000E-10	-4.624951E-3
2.000000E-10	-4.590692E-3
2.500000E-10	-4.556433E-3
3.000000E-10	-4.607821E-3
3.500000E-10	-4.624951E-3
4.000000E-10	-4.659210E-3
4.500000E-10	-4.727728E-3
5.000000E-10	-4.796246E-3
5.500000E-10	-4.779116E-3
6.000000E-10	-4.727728E-3
6.500000E-10	-4.761987E-3
7.000000E-10	-4.830505E-3
7.500000E-10	-4.847634E-3
8.000000E-10	-4.830505E-3
8.500000E-10	-4.796246E-3
9.000000E-10	-4.796246E-3
9.500000E-10	-4.830505E-3
1.000000E-9	-4.830505E-3
1.050000E-9	-4.779116E-3
1.100000E-9	-4.779116E-3
1.150000E-9	-4.796246E-3
1.200000E-9	-4.744857E-3
1.250000E-9	-4.676339E-3
1.300000E-9	-4.693469E-3
1.350000E-9	-4.744857E-3
1.400000E-9	-4.676339E-3
1.450000E-9	-4.590692E-3
1.500000E-9	-4.693469E-3
1.550000E-9	-4.847634E-3
1.600000E-9	-4.881893E-3
1.650000E-9	-4.950411E-3
1.700000E-9	-5.173095E-3
1.750000E-9	-5.327260E-3
1.800000E-9	-5.327260E-3
1.850000E-9	-5.344390E-3
1.900000E-9	-5.395778E-3
1.950000E-9	-5.395778E-3
2.000000E-9	-5.293001E-3
2.050000E-9	-5.190224E-3
2.100000E-9	-5.121706E-3
2.150000E-9	-5.018929E-3
2.200000E-9	-4.864764E-3
2.250000E-9	-4.744857E-3
2.300000E-9	-4.693469E-3
2.350000E-9	-4.710598E-3
2.400000E-9	-4.710598E-3
2.450000E-9	-4.676339E-3
2.500000E-9	-4.659210E-3
2.550000E-9	-4.710598E-3
2.600000E-9	-4.813375E-3
2.650000E-9	-4.881893E-3
2.700000E-9	-4.933282E-3
2.750000E-9	-4.967541E-3
2.800000E-9	-4.950411E-3
2.850000E-9	-4.984670E-3
2.900000E-9	-5.070318E-3
2.950000E-9	-5.087447E-3
3.000000E-9	-5.001800E-3
3.050000E-9	-4.916152E-3
3.100000E-9	-4.933282E-3
3.150000E-9	-4.950411E-3
3.200000E-9	-4.933282E-3
3.250000E-9	-4.916152E-3
3.300000E-9	-4.899023E-3
3.350000E-9	-4.916152E-3
3.400000E-9	-4.933282E-3
3.450000E-9	-4.967541E-3
3.500000E-9	-4.967541E-3
3.550000E-9	-5.018929E-3
3.600000E-9	-5.053188E-3
3.650000E-9	-5.036059E-3
3.700000E-9	-5.001800E-3
3.750000E-9	-5.018929E-3
3.800000E-9	-5.036059E-3
3.850000E-9	-4.984670E-3
3.900000E-9	-4.967541E-3
3.950000E-9	-5.070318E-3
4.000000E-9	-5.138836E-3
4.050000E-9	-5.104577E-3
4.100000E-9	-5.053188E-3
4.150000E-9	-4.984670E-3
4.200000E-9	-4.899023E-3
4.250000E-9	-4.796246E-3
4.300000E-9	-4.744857E-3
4.350000E-9	-4.693469E-3
4.400000E-9	-4.573562E-3
4.450000E-9	-4.505044E-3
4.500000E-9	-4.505044E-3
4.550000E-9	-4.470785E-3
4.600000E-9	-4.419397E-3
4.650000E-9	-4.436526E-3
4.700000E-9	-4.487915E-3
4.750000E-9	-4.522174E-3
4.800000E-9	-4.573562E-3
4.850000E-9	-4.659210E-3
4.900000E-9	-4.710598E-3
4.950000E-9	-4.710598E-3
5.000000E-9	-4.779116E-3
5.050000E-9	-4.916152E-3
5.100000E-9	-5.053188E-3
5.150000E-9	-5.173095E-3
5.200000E-9	-5.275872E-3
5.250000E-9	-5.464296E-3
5.300000E-9	-5.686980E-3
5.350000E-9	-5.909663E-3
5.400000E-9	-6.183735E-3
5.450000E-9	-6.543455E-3
5.500000E-9	-6.954563E-3
5.550000E-9	-7.605484E-3
5.600000E-9	-8.753160E-3
5.650000E-9	-1.051750E-2
5.700000E-9	-1.312118E-2
5.750000E-9	-1.702671E-2
5.800000E-9	-2.255954E-2
5.850000E-9	-2.989096E-2
5.900000E-9	-3.938071E-2
5.950000E-9	-5.131997E-2
6.000000E-9	-6.553745E-2
6.050000E-9	-8.172483E-2
6.100000E-9	-9.964229E-2
6.150000E-9	-1.186560E-1
6.200000E-9	-1.375841E-1
6.250000E-9	-1.553645E-1
6.300000E-9	-1.714320E-1
6.350000E-9	-1.853583E-1
6.400000E-9	-1.968008E-1
6.450000E-9	-2.056910E-1
6.500000E-9	-2.121831E-1
6.550000E-9	-2.166710E-1
6.600000E-9	-2.197201E-1
6.650000E-9	-2.217756E-1
6.700000E-9	-2.231288E-1
6.750000E-9	-2.242765E-1
6.800000E-9	-2.255441E-1
6.850000E-9	-2.269316E-1
6.900000E-9	-2.283876E-1
6.950000E-9	-2.297751E-1
7.000000E-9	-2.307172E-1
7.050000E-9	-2.307343E-1
7.100000E-9	-2.295695E-1
7.150000E-9	-2.270515E-1
7.200000E-9	-2.229747E-1
7.250000E-9	-2.173733E-1
7.300000E-9	-2.105387E-1
7.350000E-9	-2.027619E-1
7.400000E-9	-1.943170E-1
7.450000E-9	-1.857009E-1
7.500000E-9	-1.774445E-1
7.550000E-9	-1.698561E-1
7.600000E-9	-1.631585E-1
7.650000E-9	-1.576770E-1
7.700000E-9	-1.536173E-1
7.750000E-9	-1.507738E-1
7.800000E-9	-1.489067E-1
7.850000E-9	-1.479989E-1
7.900000E-9	-1.479303E-1
7.950000E-9	-1.484271E-1
8.000000E-9	-1.493178E-1
8.050000E-9	-1.504655E-1
8.100000E-9	-1.518359E-1
8.150000E-9	-1.534632E-1
8.200000E-9	-1.554502E-1
8.250000E-9	-1.577627E-1
8.300000E-9	-1.604006E-1
8.350000E-9	-1.633298E-1
8.400000E-9	-1.666186E-1
8.450000E-9	-1.701987E-1
8.500000E-9	-1.738644E-1
8.550000E-9	-1.773931E-1
8.600000E-9	-1.807333E-1
8.650000E-9	-1.837139E-1
8.700000E-9	-1.860777E-1
8.750000E-9	-1.876708E-1
8.800000E-9	-1.884074E-1
8.850000E-9	-1.882189E-1
8.900000E-9	-1.870541E-1
8.950000E-9	-1.849643E-1
9.000000E-9	-1.820180E-1
9.050000E-9	-1.783523E-1
9.100000E-9	-1.741042E-1
9.150000E-9	-1.694450E-1
9.200000E-9	-1.645460E-1
9.250000E-9	-1.594756E-1
9.300000E-9	-1.543882E-1
9.350000E-9	-1.495063E-1
9.400000E-9	-1.449498E-1
9.450000E-9	-1.407360E-1
9.500000E-9	-1.368818E-1
9.550000E-9	-1.335244E-1
9.600000E-9	-1.307495E-1
9.650000E-9	-1.285398E-1
9.700000E-9	-1.269296E-1
9.750000E-9	-1.259361E-1
9.800000E-9	-1.256106E-1
9.850000E-9	-1.259018E-1
9.900000E-9	-1.268782E-1
9.950000E-9	-1.285569E-1
1.000000E-8	-1.308351E-1
1.005000E-8	-1.336272E-1
1.010000E-8	-1.369503E-1
1.015000E-8	-1.407017E-1
1.020000E-8	-1.446586E-1
1.025000E-8	-1.486327E-1
1.030000E-8	-1.525553E-1
1.035000E-8	-1.562210E-1
1.040000E-8	-1.594242E-1
1.045000E-8	-1.621307E-1
1.050000E-8	-1.643233E-1
1.055000E-8	-1.658992E-1
1.060000E-8	-1.667385E-1
1.065000E-8	-1.668413E-1
1.070000E-8	-1.663274E-1
1.075000E-8	-1.652140E-1
1.080000E-8	-1.634839E-1
1.085000E-8	-1.611201E-1
1.090000E-8	-1.582594E-1
1.095000E-8	-1.550562E-1
1.100000E-8	-1.514762E-1
