run_name grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2] Time[hh:mm:ss]
031-0404W-2024-02-21-03.40um-spot00-56 3.5218 5.53601e+08 2.98958e+03 0.42583846 0.00089385896 6.628599e-06 2.3017971e-08 4.5255777e-10 NaN 0.07542636 0.00055891619 -0.33443361 0.0048843976 0 3.2248542e-10 -0.0035250248 0.00012627782 15:19:28
031-0404W-2024-02-21-03.40um-spot00-57 3.5218 5.53626e+08 3.03991e+03 0.43157132 0.00091248368 6.6575796e-06 2.3116461e-08 1.6081508e-12 NaN 0.076781047 0.0005701091 -0.68244656 0.0048840032 3.409021e-08 3.194398e-10 -0.0033240317 0.00012700854 15:20:30
031-0404W-2024-02-21-03.40um-spot00-58 3.5218 5.53636e+08 2.97879e+03 0.43075333 0.00090236199 6.6411367e-06 2.2892562e-08 1.199906e-12 NaN 0.075879553 0.00056117463 -0.69955219 0.0048641584 0 3.2159482e-10 -0.0036843506 0.00012615644 15:21:31
031-0404W-2024-02-21-03.40um-spot00-59 3.5218 5.53593e+08 3.01379e+03 0.42657324 0.0009007907 6.6519324e-06 2.3083953e-08 1.0848064e-12 NaN 0.074888065 0.00055910973 -0.70414567 0.0049098732 0 3.2492821e-10 -0.0036719352 0.00012557254 15:22:33
031-0404W-2024-02-21-03.40um-spot00-60 3.5218 5.53676e+08 3.02029e+03 0.42429974 0.00089675964 6.6265945e-06 2.3175086e-08 4.1012259e-10 NaN 0.075121247 0.00056089039 -0.34722016 0.0049206345 3.4301603e-08 3.2496957e-10 -0.003638495 0.00012675624 15:23:34
031-0404W-2024-02-21-03.40um-spot00-61 3.5218 5.53667e+08 2.99195e+03 0.42743996 0.00090024234 6.6284163e-06 2.3007226e-08 1.2758968e-12 NaN 0.075632496 0.00056177685 -0.68068318 0.0048869586 0 3.2205844e-10 -0.0035049215 0.00012629093 15:24:35
031-0404W-2024-02-21-03.40um-spot00-62 3.5218 5.53700e+08 2.98231e+03 0.42822173 0.00089316005 6.6331353e-06 2.2787783e-08 1.5567664e-12 NaN 0.075343864 0.00055555769 -0.7081578 0.0048493236 0 3.2109799e-10 -0.0035089819 0.00012513927 15:25:37
031-0404W-2024-02-21-03.40um-spot00-63 3.5218 5.53725e+08 3.01562e+03 0.4326527 0.00091436557 6.6311623e-06 2.3088509e-08 1.3207321e-12 NaN 0.076346186 0.00056972502 -0.69326367 0.0049089922 3.4457585e-08 3.2417509e-10 -0.0036374812 0.00012817781 15:26:38
031-0404W-2024-02-21-03.40um-spot00-64 3.5218 5.53698e+08 3.00379e+03 0.42967702 0.00091422493 6.6250698e-06 2.3240737e-08 1.2195365e-12 NaN 0.075804843 0.00056930443 -0.6928072 0.0049405709 0 3.2695536e-10 -0.0036362482 0.00012836888 15:27:40
031-0404W-2024-02-21-03.40um-spot00-65 3.5218 5.53715e+08 2.98015e+03 0.42666515 0.00089478833 6.6263834e-06 2.2995911e-08 2.6132355e-14 NaN 0.075049683 0.00055773271 -0.34744494 0.0048983203 0 3.251843e-10 -0.0036035395 0.00012648615 15:28:41
031-0404W-2024-02-21-03.40um-spot00-66 3.5218 5.53728e+08 3.00483e+03 0.43088718 0.00091139161 6.630802e-06 2.3107482e-08 1.1217905e-12 NaN 0.075938819 0.00056717705 -0.6908021 0.0049137276 3.4356116e-08 3.2508173e-10 -0.0036708769 0.00012777344 15:29:43
031-0404W-2024-02-21-03.40um-spot00-67 3.5218 5.53725e+08 2.99386e+03 0.44035432 0.00091742485 6.6280408e-06 2.2930936e-08 2.3658273e-14 NaN 0.077872738 0.00057735049 -0.15759193 0.0048811225 0 3.2233975e-10 -0.0036894621 0.00013051089 15:30:45
031-0404W-2024-02-21-03.40um-spot00-68 3.5218 5.53706e+08 3.01290e+03 0.43188859 0.00090292321 6.6297801e-06 2.2926526e-08 2.6125261e-14 NaN 0.076460339 0.00056526279 -0.34682171 0.0048720891 0 3.211e-10 -0.003362069 0.00012751884 15:31:45
031-0404W-2024-02-21-03.40um-spot00-69 3.5218 5.53760e+08 2.98325e+03 0.42022551 0.00088282192 6.6235468e-06 2.303418e-08 3.0180626e-10 NaN 0.073798339 0.0005489019 -0.35970582 0.0049019905 3.4386659e-08 3.2695097e-10 -0.0035445692 0.00012488994 15:32:47
031-0404W-2024-02-21-03.40um-spot00-70 3.5218 5.53735e+08 3.00654e+03 0.43666833 0.00092439165 6.6483278e-06 2.3138636e-08 1.5843921e-12 NaN 0.076873339 0.00057419258 -0.69576484 0.0049134912 0 3.2488251e-10 -0.0032975557 0.00012898689 15:33:48
031-0404W-2024-02-21-03.40um-spot00-71 3.5218 5.53758e+08 3.02673e+03 0.43286779 0.00091343009 6.6198459e-06 2.31338e-08 2.7382378e-09 NaN 0.076262735 0.00057084543 -0.34807669 0.0049335679 0 3.266263e-10 -0.0037664787 0.00012934256 15:34:50
031-0404W-2024-02-21-03.40um-spot00-72 3.5218 5.53729e+08 3.02233e+03 0.42432036 0.00089395472 6.6323305e-06 2.3017198e-08 1.1475876e-12 NaN 0.074578886 0.00055602053 -0.69605638 0.0049044651 3.4238717e-08 3.2469112e-10 -0.0035472417 0.00012527746 15:35:52
031-0404W-2024-02-21-03.40um-spot00-73 3.5218 5.53735e+08 2.99681e+03 0.43499929 0.00091637122 6.6408156e-06 2.3020823e-08 1.2289926e-12 NaN 0.076710777 0.00057028311 -0.70050236 0.0048897753 0 3.2293734e-10 -0.0037833548 0.00012812595 15:36:53
031-0404W-2024-02-21-03.40um-spot00-74 3.5218 5.53736e+08 3.00409e+03 0.43325523 0.00091437936 6.6239783e-06 2.3051899e-08 1.1991755e-12 NaN 0.076682365 0.00057123501 -0.68860198 0.004900646 0 3.2275999e-10 -0.0037554147 0.00012842776 15:37:54
031-0404W-2024-02-21-03.40um-spot00-75 3.5218 5.53731e+08 3.01117e+03 0.43417078 0.0009140394 6.6305445e-06 2.299916e-08 1.3500511e-12 NaN 0.076530229 0.00056991132 -0.69764483 0.004898288 3.4546562e-08 3.2321904e-10 -0.0036054461 0.00012815341 15:38:55
031-0404W-2024-02-21-03.40um-spot00-76 3.5218 5.53786e+08 3.01933e+03 0.42846065 0.000904061 6.6219325e-06 2.3133437e-08 2.6742397e-09 NaN 0.075550758 0.00056525088 -0.35023575 0.0049310402 0 3.2610554e-10 -0.003664034 0.00012794405 15:39:57
031-0404W-2024-02-21-03.40um-spot00-77 3.5218 5.53757e+08 3.01633e+03 0.41750129 0.00087920587 6.6179043e-06 2.3085652e-08 2.7499863e-10 NaN 0.073584999 0.00054958319 -0.36090987 0.0049214184 0 3.2599153e-10 -0.0035026556 0.00012456688 15:40:58
031-0404W-2024-02-21-03.40um-spot00-78 3.5218 5.53759e+08 3.02525e+03 0.42607921 0.00089785447 6.6375214e-06 2.3025662e-08 1.4549014e-12 NaN 0.075033836 0.0005580243 -0.6968816 0.0048923549 3.4294273e-08 3.2391396e-10 -0.0034618109 0.00012564835 15:42:00
031-0404W-2024-02-21-03.40um-spot00-79 3.5218 5.53743e+08 3.00871e+03 0.42778825 0.00089876205 6.6178876e-06 2.3031317e-08 2.6495885e-09 NaN 0.075254062 0.00056082657 -0.34774006 0.0049122098 0 3.2609121e-10 -0.0034455942 0.00012733316 15:43:01
031-0404W-2024-02-21-03.40um-spot00-80 3.5218 5.53707e+08 2.94898e+03 0.43031026 0.00090557104 6.6322411e-06 2.2991656e-08 1.0549174e-12 NaN 0.075742126 0.00056311048 -0.68812422 0.0048914349 0 3.2387847e-10 -0.003647571 0.00012690827 15:44:02
031-0404W-2024-02-21-03.40um-spot00-81 3.5218 5.53743e+08 2.94993e+03 0.43249282 0.00091230649 6.6306557e-06 2.3044732e-08 1.1504389e-12 NaN 0.075992869 0.00056723711 -0.6962324 0.0049104463 3.4301249e-08 3.2536309e-10 -0.0037050515 0.00012790701 15:45:05
031-0404W-2024-02-21-03.40um-spot00-82 3.5218 5.53732e+08 2.99474e+03 0.42871919 0.00089804906 6.624885e-06 2.2968113e-08 2.5871518e-14 NaN 0.075551997 0.00056057096 -0.34929425 0.0048902037 0 3.2405086e-10 -0.0034360994 0.0001269981 15:46:05
031-0404W-2024-02-21-03.40um-spot00-83 3.5218 5.53733e+08 3.00715e+03 0.42370675 0.00088224566 6.6167681e-06 2.2825392e-08 3.9057521e-10 NaN 0.074593668 0.00055175298 -0.3487951 0.0048750395 0 3.2263982e-10 -0.0037638658 0.00012503527 15:47:07
031-0404W-2024-02-21-03.40um-spot00-84 3.5218 5.53747e+08 2.98608e+03 0.4277583 0.00089834169 6.613316e-06 2.3019471e-08 2.5439183e-14 NaN 0.075232596 0.00056101834 -0.35250911 0.0049148235 3.4447168e-08 3.2623702e-10 -0.0033456151 0.00012743618 15:48:08
031-0404W-2024-02-21-03.40um-spot00-85 3.5218 5.53731e+08 3.02095e+03 0.42940536 0.00090472375 6.6342985e-06 2.3019887e-08 1.5954076e-12 NaN 0.075749513 0.00056404582 -0.68964948 0.004898544 0 3.2295815e-10 -0.0033396424 0.00012671892 15:49:10
031-0404W-2024-02-21-03.40um-spot00-86 3.5218 5.53747e+08 3.01378e+03 0.42992727 0.00090917604 6.6397062e-06 2.3194602e-08 6.4378633e-10 NaN 0.0755311 0.00056787317 -0.51525351 0.0049402346 0 3.2767348e-10 -0.003700455 0.00012802162 15:50:11
