Study Name	0404W
Sample Name	2024-01-11
Run Name	spot00
Operator	Elena
Date	1/11/2024
Time	16:35
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	85
dt	50.000001E-12
time stamp (ms)	6:01:58 PM
	
Time	Amplitude
0.000000E+0	-9.763858E-4
5.000000E-11	-1.002080E-3
1.000000E-10	-1.027774E-3
1.500000E-10	-1.070598E-3
2.000000E-10	-1.139116E-3
2.500000E-10	-1.207633E-3
3.000000E-10	-1.250457E-3
3.500000E-10	-1.293281E-3
4.000000E-10	-1.344669E-3
4.500000E-10	-1.378928E-3
5.000000E-10	-1.353234E-3
5.500000E-10	-1.293281E-3
6.000000E-10	-1.224763E-3
6.500000E-10	-1.181939E-3
7.000000E-10	-1.130551E-3
7.500000E-10	-1.053468E-3
8.000000E-10	-9.763858E-4
8.500000E-10	-9.335621E-4
9.000000E-10	-8.993032E-4
9.500000E-10	-8.650443E-4
1.000000E-9	-8.479148E-4
1.050000E-9	-8.564796E-4
1.100000E-9	-8.564796E-4
1.150000E-9	-8.393501E-4
1.200000E-9	-8.821738E-4
1.250000E-9	-9.421269E-4
1.300000E-9	-9.421269E-4
1.350000E-9	-8.993032E-4
1.400000E-9	-9.078680E-4
1.450000E-9	-9.421269E-4
1.500000E-9	-9.421269E-4
1.550000E-9	-9.249974E-4
1.600000E-9	-9.421269E-4
1.650000E-9	-9.935152E-4
1.700000E-9	-1.044904E-3
1.750000E-9	-1.070598E-3
1.800000E-9	-1.053468E-3
1.850000E-9	-1.019209E-3
1.900000E-9	-9.763858E-4
1.950000E-9	-9.421269E-4
2.000000E-9	-9.249974E-4
2.050000E-9	-8.907385E-4
2.100000E-9	-8.393501E-4
2.150000E-9	-8.050912E-4
2.200000E-9	-7.965265E-4
2.250000E-9	-8.050912E-4
2.300000E-9	-8.393501E-4
2.350000E-9	-8.821738E-4
2.400000E-9	-9.164327E-4
2.450000E-9	-9.249974E-4
2.500000E-9	-9.421269E-4
2.550000E-9	-9.506916E-4
2.600000E-9	-9.506916E-4
2.650000E-9	-9.763858E-4
2.700000E-9	-9.763858E-4
2.750000E-9	-9.592563E-4
2.800000E-9	-9.506916E-4
2.850000E-9	-9.763858E-4
2.900000E-9	-9.678211E-4
2.950000E-9	-9.421269E-4
3.000000E-9	-9.763858E-4
3.050000E-9	-1.053468E-3
3.100000E-9	-1.096292E-3
3.150000E-9	-1.121986E-3
3.200000E-9	-1.156245E-3
3.250000E-9	-1.190504E-3
3.300000E-9	-1.233328E-3
3.350000E-9	-1.276151E-3
3.400000E-9	-1.293281E-3
3.450000E-9	-1.318975E-3
3.500000E-9	-1.378928E-3
3.550000E-9	-1.430316E-3
3.600000E-9	-1.438881E-3
3.650000E-9	-1.464575E-3
3.700000E-9	-1.464575E-3
3.750000E-9	-1.378928E-3
3.800000E-9	-1.318975E-3
3.850000E-9	-1.301846E-3
3.900000E-9	-1.224763E-3
3.950000E-9	-1.044904E-3
4.000000E-9	-8.993032E-4
4.050000E-9	-7.879617E-4
4.100000E-9	-6.509261E-4
4.150000E-9	-5.224551E-4
4.200000E-9	-4.539373E-4
4.250000E-9	-4.025489E-4
4.300000E-9	-3.597252E-4
4.350000E-9	-3.768547E-4
4.400000E-9	-4.368078E-4
4.450000E-9	-5.053257E-4
4.500000E-9	-5.995377E-4
4.550000E-9	-6.937497E-4
4.600000E-9	-7.879617E-4
