Study Name	0404W
Sample Name	2024-01-11
Run Name	spot00
Operator	Elena
Date	1/11/2024
Time	16:35
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	105
dt	50.000001E-12
time stamp (ms)	6:22:30 PM
	
Time	Amplitude
0.000000E+0	1.755763E-3
5.000000E-11	1.841410E-3
1.000000E-10	1.978446E-3
1.500000E-10	2.115482E-3
2.000000E-10	2.269647E-3
2.500000E-10	2.432377E-3
3.000000E-10	2.560848E-3
3.500000E-10	2.680754E-3
4.000000E-10	2.766401E-3
4.500000E-10	2.809225E-3
5.000000E-10	2.792095E-3
5.500000E-10	2.783531E-3
6.000000E-10	2.809225E-3
6.500000E-10	2.817790E-3
7.000000E-10	2.809225E-3
7.500000E-10	2.817790E-3
8.000000E-10	2.852048E-3
8.500000E-10	2.903437E-3
9.000000E-10	2.937696E-3
9.500000E-10	2.971955E-3
1.000000E-9	2.989084E-3
1.050000E-9	2.997649E-3
1.100000E-9	2.989084E-3
1.150000E-9	2.963390E-3
1.200000E-9	2.937696E-3
1.250000E-9	2.903437E-3
1.300000E-9	2.852048E-3
1.350000E-9	2.817790E-3
1.400000E-9	2.792095E-3
1.450000E-9	2.766401E-3
1.500000E-9	2.749272E-3
1.550000E-9	2.766401E-3
1.600000E-9	2.774966E-3
1.650000E-9	2.723577E-3
1.700000E-9	2.680754E-3
1.750000E-9	2.689319E-3
1.800000E-9	2.646495E-3
1.850000E-9	2.595107E-3
1.900000E-9	2.603671E-3
1.950000E-9	2.560848E-3
2.000000E-9	2.475200E-3
2.050000E-9	2.415247E-3
2.100000E-9	2.432377E-3
2.150000E-9	2.432377E-3
2.200000E-9	2.398118E-3
2.250000E-9	2.372424E-3
2.300000E-9	2.406682E-3
2.350000E-9	2.458071E-3
2.400000E-9	2.483765E-3
2.450000E-9	2.526589E-3
2.500000E-9	2.629365E-3
2.550000E-9	2.723577E-3
2.600000E-9	2.774966E-3
2.650000E-9	2.800660E-3
2.700000E-9	2.843484E-3
2.750000E-9	2.920566E-3
2.800000E-9	2.989084E-3
2.850000E-9	3.031908E-3
2.900000E-9	3.049037E-3
2.950000E-9	3.049037E-3
3.000000E-9	2.989084E-3
3.050000E-9	2.860613E-3
3.100000E-9	2.740707E-3
3.150000E-9	2.646495E-3
3.200000E-9	2.535153E-3
3.250000E-9	2.475200E-3
3.300000E-9	2.492330E-3
3.350000E-9	2.526589E-3
3.400000E-9	2.543718E-3
3.450000E-9	2.629365E-3
3.500000E-9	2.766401E-3
3.550000E-9	2.903437E-3
3.600000E-9	3.091861E-3
3.650000E-9	3.263155E-3
3.700000E-9	3.331673E-3
3.750000E-9	3.314544E-3
3.800000E-9	3.263155E-3
3.850000E-9	3.143249E-3
3.900000E-9	2.980519E-3
3.950000E-9	2.817790E-3
4.000000E-9	2.655060E-3
4.050000E-9	2.449506E-3
4.100000E-9	2.269647E-3
4.150000E-9	2.158305E-3
4.200000E-9	2.089787E-3
4.250000E-9	2.029834E-3
4.300000E-9	2.055529E-3
4.350000E-9	2.166870E-3
4.400000E-9	2.261082E-3
4.450000E-9	2.278212E-3
4.500000E-9	2.321035E-3
4.550000E-9	2.389553E-3
4.600000E-9	2.415247E-3
4.650000E-9	2.449506E-3
4.700000E-9	2.535153E-3
4.750000E-9	2.603671E-3
4.800000E-9	2.680754E-3
4.850000E-9	2.792095E-3
