Study Name	0404W
Sample Name	2024-01-11
Run Name	spot00
Operator	Elena
Date	1/11/2024
Time	16:35
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	111
dt	50.000001E-12
time stamp (ms)	6:28:38 PM
	
Time	Amplitude
0.000000E+0	2.406682E-3
5.000000E-11	2.286776E-3
1.000000E-10	2.132611E-3
1.500000E-10	2.046964E-3
2.000000E-10	2.012705E-3
2.500000E-10	1.935622E-3
3.000000E-10	1.841410E-3
3.500000E-10	1.824281E-3
4.000000E-10	1.884234E-3
4.500000E-10	1.927058E-3
5.000000E-10	1.935622E-3
5.500000E-10	1.995575E-3
6.000000E-10	2.124046E-3
6.500000E-10	2.295341E-3
7.000000E-10	2.492330E-3
7.500000E-10	2.680754E-3
8.000000E-10	2.852048E-3
8.500000E-10	3.023343E-3
9.000000E-10	3.168943E-3
9.500000E-10	3.246026E-3
1.000000E-9	3.280285E-3
1.050000E-9	3.297414E-3
1.100000E-9	3.288850E-3
1.150000E-9	3.228897E-3
1.200000E-9	3.186073E-3
1.250000E-9	3.160379E-3
1.300000E-9	3.126120E-3
1.350000E-9	3.040472E-3
1.400000E-9	2.954825E-3
1.450000E-9	2.860613E-3
1.500000E-9	2.757836E-3
1.550000E-9	2.655060E-3
1.600000E-9	2.560848E-3
1.650000E-9	2.458071E-3
1.700000E-9	2.346729E-3
1.750000E-9	2.261082E-3
1.800000E-9	2.252517E-3
1.850000E-9	2.269647E-3
1.900000E-9	2.321035E-3
1.950000E-9	2.449506E-3
2.000000E-9	2.646495E-3
2.050000E-9	2.860613E-3
2.100000E-9	3.057602E-3
2.150000E-9	3.254591E-3
2.200000E-9	3.391626E-3
2.250000E-9	3.485838E-3
2.300000E-9	3.537227E-3
2.350000E-9	3.537227E-3
2.400000E-9	3.485838E-3
2.450000E-9	3.451580E-3
2.500000E-9	3.400191E-3
2.550000E-9	3.263155E-3
2.600000E-9	3.134685E-3
2.650000E-9	3.100426E-3
2.700000E-9	3.091861E-3
2.750000E-9	3.091861E-3
2.800000E-9	3.143249E-3
2.850000E-9	3.211767E-3
2.900000E-9	3.254591E-3
2.950000E-9	3.263155E-3
3.000000E-9	3.288850E-3
3.050000E-9	3.280285E-3
3.100000E-9	3.211767E-3
3.150000E-9	3.083296E-3
3.200000E-9	2.929131E-3
3.250000E-9	2.766401E-3
3.300000E-9	2.620801E-3
3.350000E-9	2.449506E-3
3.400000E-9	2.261082E-3
3.450000E-9	2.124046E-3
3.500000E-9	2.072658E-3
3.550000E-9	2.072658E-3
3.600000E-9	2.141176E-3
3.650000E-9	2.269647E-3
3.700000E-9	2.458071E-3
3.750000E-9	2.646495E-3
3.800000E-9	2.843484E-3
3.850000E-9	3.031908E-3
3.900000E-9	3.168943E-3
3.950000E-9	3.220332E-3
4.000000E-9	3.177508E-3
4.050000E-9	3.066167E-3
4.100000E-9	2.912002E-3
4.150000E-9	2.723577E-3
4.200000E-9	2.560848E-3
4.250000E-9	2.432377E-3
4.300000E-9	2.286776E-3
4.350000E-9	2.149741E-3
4.400000E-9	2.098352E-3
4.450000E-9	2.158305E-3
4.500000E-9	2.261082E-3
4.550000E-9	2.406682E-3
4.600000E-9	2.663624E-3
4.650000E-9	2.912002E-3
4.700000E-9	3.049037E-3
4.750000E-9	3.177508E-3
4.800000E-9	3.323109E-3
4.850000E-9	3.400191E-3
