Study Name	Beam_cont_045-04_RT_lecroy
Sample Name	2025-03-19
Run Name	spot00
Operator	Elena
Date	3/19/2025
Time	13:51
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	70
dt	100.000001E-12
time stamp (ms)	2:04:31 PM
	
Time	Amplitude
0.000000E+0	2.706758E-4
1.000000E-10	2.227086E-4
2.000000E-10	7.538067E-5
3.000000E-10	-1.610292E-4
4.000000E-10	-3.186358E-4
5.000000E-10	-4.111440E-4
6.000000E-10	-4.522588E-4
7.000000E-10	-3.597505E-4
8.000000E-10	-2.775210E-4
9.000000E-10	-2.089964E-4
1.000000E-9	-1.027833E-4
1.100000E-9	-6.852099E-5
1.200000E-9	-1.987177E-4
1.300000E-9	-3.974391E-4
1.400000E-9	-5.893080E-4
1.500000E-9	-5.824555E-4
1.600000E-9	-4.830948E-4
1.700000E-9	-2.706686E-4
1.800000E-9	-4.796361E-5
1.900000E-9	9.936428E-5
2.000000E-9	1.027905E-4
2.100000E-9	-2.055377E-5
2.200000E-9	-6.852099E-5
2.300000E-9	-1.576030E-4
2.400000E-9	-1.713079E-4
2.500000E-9	-2.329800E-4
2.600000E-9	-2.809472E-4
2.700000E-9	-3.220620E-4
2.800000E-9	-4.728161E-4
2.900000E-9	-5.687506E-4
3.000000E-9	-5.550457E-4
3.100000E-9	-5.824555E-4
3.200000E-9	-5.310620E-4
3.300000E-9	-5.276358E-4
3.400000E-9	-4.282751E-4
3.500000E-9	-3.563243E-4
3.600000E-9	-2.295538E-4
3.700000E-9	-1.062095E-4
3.800000E-9	-6.852099E-5
3.900000E-9	-4.111115E-5
4.000000E-9	-1.027833E-4
4.100000E-9	-2.261276E-4
4.200000E-9	-4.693899E-4
4.300000E-9	-7.674719E-4
4.400000E-9	-9.627670E-4
4.500000E-9	-1.000456E-3
4.600000E-9	-8.976687E-4
4.700000E-9	-6.098653E-4
4.800000E-9	-2.089964E-4
4.900000E-9	2.158561E-4
5.000000E-9	5.310693E-4
5.100000E-9	5.619053E-4
5.200000E-9	3.905938E-4
5.300000E-9	3.083968E-5
5.400000E-9	-3.015046E-4
5.500000E-9	-5.927342E-4
5.600000E-9	-6.955211E-4
5.700000E-9	-7.263572E-4
5.800000E-9	-6.132916E-4
5.900000E-9	-4.488325E-4
6.000000E-9	-2.295538E-4
6.100000E-9	-1.130620E-4
6.200000E-9	-9.250460E-5
6.300000E-9	-2.501112E-4
6.400000E-9	-5.584719E-4
6.500000E-9	-8.634064E-4
6.600000E-9	-1.099816E-3
6.700000E-9	-1.158062E-3
6.800000E-9	-9.353572E-4
6.900000E-9	-4.933735E-4
7.000000E-9	6.852821E-5
7.100000E-9	4.659709E-4
7.200000E-9	6.407086E-4
7.300000E-9	5.482004E-4
7.400000E-9	1.473315E-4
7.500000E-9	-2.089964E-4
7.600000E-9	-3.666030E-4
7.700000E-9	-3.254882E-4
7.800000E-9	2.398722E-5
7.900000E-9	3.597578E-4
8.000000E-9	5.995939E-4
8.100000E-9	6.612660E-4
8.200000E-9	5.516266E-4
8.300000E-9	3.871676E-4
8.400000E-9	2.432659E-4
8.500000E-9	2.124299E-4
8.600000E-9	1.952987E-4
8.700000E-9	1.713151E-4
8.800000E-9	2.158561E-4
8.900000E-9	2.741020E-4
9.000000E-9	3.460528E-4
9.100000E-9	3.666102E-4
9.200000E-9	3.974463E-4
9.300000E-9	3.323479E-4
9.400000E-9	1.130692E-4
9.500000E-9	-4.453738E-5
9.600000E-9	-5.824230E-5
9.700000E-9	3.429843E-6
9.800000E-9	2.295610E-4
9.900000E-9	4.180037E-4
1.000000E-8	4.693971E-4
1.010000E-8	2.878069E-4
1.020000E-8	-6.509476E-5
1.030000E-8	-3.391932E-4
1.040000E-8	-5.310620E-4
1.050000E-8	-4.522588E-4
1.060000E-8	-2.021440E-4
1.070000E-8	1.062167E-4
1.080000E-8	2.158561E-4
1.090000E-8	1.302004E-4
1.100000E-8	-2.192751E-4
1.110000E-8	-6.098653E-4
1.120000E-8	-8.051604E-4
1.130000E-8	-7.332096E-4
1.140000E-8	-3.220620E-4
1.150000E-8	2.055774E-4
1.160000E-8	6.544135E-4
1.170000E-8	8.291513E-4
1.180000E-8	6.030201E-4
1.190000E-8	2.364135E-4
1.200000E-8	-1.987177E-4
1.210000E-8	-5.516194E-4
1.220000E-8	-7.263572E-4
1.230000E-8	-7.023735E-4
1.240000E-8	-5.413407E-4
1.250000E-8	-3.152095E-4
1.260000E-8	-9.250460E-5
1.270000E-8	-4.796361E-5
1.280000E-8	-4.796361E-5
1.290000E-8	-1.233407E-4
1.300000E-8	-1.541767E-4
1.310000E-8	-1.678817E-4
1.320000E-8	-3.422617E-6
1.330000E-8	1.507577E-4
1.340000E-8	2.158561E-4
1.350000E-8	2.295610E-4
1.360000E-8	6.167575E-5
1.370000E-8	-1.507505E-4
1.380000E-8	-2.912259E-4
1.390000E-8	-4.659637E-4
1.400000E-8	-4.282751E-4
1.410000E-8	-3.426194E-4
1.420000E-8	-1.404718E-4
1.430000E-8	4.797083E-5
1.440000E-8	3.083643E-4
1.450000E-8	4.282824E-4
1.460000E-8	3.905938E-4
1.470000E-8	1.439053E-4
1.480000E-8	-2.364063E-4
1.490000E-8	-6.818162E-4
1.500000E-8	-1.003882E-3
1.510000E-8	-1.212882E-3
1.520000E-8	-1.223161E-3
1.530000E-8	-1.058701E-3
1.540000E-8	-7.057998E-4
1.550000E-8	-3.871604E-4
1.560000E-8	-4.796361E-5
1.570000E-8	2.090036E-4
1.580000E-8	3.083643E-4
1.590000E-8	3.700365E-4
1.600000E-8	3.323479E-4
1.610000E-8	2.021512E-4
1.620000E-8	5.482329E-5
1.630000E-8	-9.250460E-5
1.640000E-8	-2.158489E-4
1.650000E-8	-3.323407E-4
1.660000E-8	-3.871604E-4
1.670000E-8	-3.289145E-4
1.680000E-8	-2.364063E-4
1.690000E-8	-1.952915E-4
1.700000E-8	-7.194722E-5
1.710000E-8	2.741345E-5
1.720000E-8	1.713476E-5
1.730000E-8	-1.712754E-5
1.740000E-8	-9.593083E-5
1.750000E-8	-1.507505E-4
1.760000E-8	-2.398325E-4
1.770000E-8	-2.569636E-4
1.780000E-8	-2.706686E-4
1.790000E-8	-2.706686E-4
1.800000E-8	-2.569636E-4
1.810000E-8	-1.747341E-4
1.820000E-8	-6.509476E-5
1.830000E-8	-1.027508E-5
1.840000E-8	-1.370131E-5
1.850000E-8	-1.370456E-4
1.860000E-8	-3.700292E-4
1.870000E-8	-5.242096E-4
1.880000E-8	-5.002260E-4
1.890000E-8	-3.117833E-4
1.900000E-8	-3.425869E-5
1.910000E-8	2.090036E-4
1.920000E-8	3.803151E-4
1.930000E-8	4.591184E-4
1.940000E-8	4.659709E-4
1.950000E-8	4.659709E-4
1.960000E-8	4.419873E-4
1.970000E-8	3.974463E-4
1.980000E-8	2.843807E-4
1.990000E-8	1.781676E-4
2.000000E-8	1.404790E-4
2.010000E-8	2.090036E-4
2.020000E-8	4.385611E-4
2.030000E-8	5.756103E-4
2.040000E-8	5.653316E-4
2.050000E-8	4.180037E-4
2.060000E-8	1.130692E-4
2.070000E-8	-1.952915E-4
2.080000E-8	-3.974391E-4
2.090000E-8	-4.522588E-4
2.100000E-8	-2.466849E-4
2.110000E-8	3.612968E-9
2.120000E-8	2.706758E-4
2.130000E-8	4.008725E-4
2.140000E-8	5.002332E-4
2.150000E-8	5.379217E-4
2.160000E-8	4.282824E-4
2.170000E-8	3.049381E-4
2.180000E-8	1.541840E-4
2.190000E-8	7.538067E-5
2.200000E-8	-2.055377E-5
2.210000E-8	1.713476E-5
2.220000E-8	2.056099E-5
2.230000E-8	1.130692E-4
2.240000E-8	2.672496E-4
2.250000E-8	6.749709E-4
2.260000E-8	1.555512E-3
2.270000E-8	3.234365E-3
2.280000E-8	5.831447E-3
2.290000E-8	9.494087E-3
2.300000E-8	1.383855E-2
2.310000E-8	1.821384E-2
2.320000E-8	2.191760E-2
2.330000E-8	2.462089E-2
2.340000E-8	2.633401E-2
2.350000E-8	2.731734E-2
2.360000E-8	2.791350E-2
2.370000E-8	2.828696E-2
2.380000E-8	2.831437E-2
2.390000E-8	2.764625E-2
2.400000E-8	2.627576E-2
2.410000E-8	2.428170E-2
2.420000E-8	2.195871E-2
2.430000E-8	1.975907E-2
2.440000E-8	1.807337E-2
2.450000E-8	1.704892E-2
2.460000E-8	1.674742E-2
2.470000E-8	1.691873E-2
2.480000E-8	1.747720E-2
2.490000E-8	1.823097E-2
2.500000E-8	1.908410E-2
2.510000E-8	1.993724E-2
2.520000E-8	2.078351E-2
2.530000E-8	2.149960E-2
2.540000E-8	2.202381E-2
2.550000E-8	2.225337E-2
2.560000E-8	2.209576E-2
2.570000E-8	2.149617E-2
2.580000E-8	2.047858E-2
2.590000E-8	1.920060E-2
2.600000E-8	1.789178E-2
2.610000E-8	1.666861E-2
2.620000E-8	1.570584E-2
2.630000E-8	1.500004E-2
2.640000E-8	1.460260E-2
2.650000E-8	1.457861E-2
2.660000E-8	1.492809E-2
2.670000E-8	1.563732E-2
2.680000E-8	1.671658E-2
2.690000E-8	1.806309E-2
2.700000E-8	1.938904E-2
2.710000E-8	2.058822E-2
2.720000E-8	2.112614E-2
2.730000E-8	2.117753E-2
2.740000E-8	2.055053E-2
2.750000E-8	1.939589E-2
2.760000E-8	1.798771E-2
2.770000E-8	1.655212E-2
2.780000E-8	1.516450E-2
2.790000E-8	1.400301E-2
2.800000E-8	1.289976E-2
2.810000E-8	1.208774E-2
2.820000E-8	1.165946E-2
2.830000E-8	1.178281E-2
2.840000E-8	1.267363E-2
2.850000E-8	1.410579E-2
2.860000E-8	1.592512E-2
2.870000E-8	1.769648E-2
2.880000E-8	1.887510E-2
2.890000E-8	1.929310E-2
2.900000E-8	1.890937E-2
2.910000E-8	1.803225E-2
2.920000E-8	1.693586E-2
