Study Name	Beam_cont_045-04_RT_lecroy
Sample Name	2025-03-19
Run Name	spot00
Operator	Elena
Date	3/19/2025
Time	13:51
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	68
dt	100.000001E-12
time stamp (ms)	2:04:08 PM
	
Time	Amplitude
0.000000E+0	-7.537345E-5
1.000000E-10	-1.027833E-4
2.000000E-10	-2.124226E-4
3.000000E-10	-3.940128E-4
4.000000E-10	-5.858817E-4
5.000000E-10	-6.715375E-4
6.000000E-10	-5.276358E-4
7.000000E-10	-2.466849E-4
8.000000E-10	1.164954E-4
9.000000E-10	4.659709E-4
1.000000E-9	6.955283E-4
1.100000E-9	6.235775E-4
1.200000E-9	3.117905E-4
1.300000E-9	-1.678817E-4
1.400000E-9	-5.618981E-4
1.500000E-9	-8.085867E-4
1.600000E-9	-8.291441E-4
1.700000E-9	-6.269965E-4
1.800000E-9	-3.152095E-4
1.900000E-9	1.370853E-5
2.000000E-9	1.541840E-4
2.100000E-9	1.884463E-4
2.200000E-9	5.482329E-5
2.300000E-9	-9.593083E-5
2.400000E-9	-1.027833E-4
2.500000E-9	-1.096357E-4
2.600000E-9	1.370528E-4
2.700000E-9	3.837414E-4
2.800000E-9	5.824627E-4
2.900000E-9	6.235775E-4
3.000000E-9	5.310693E-4
3.100000E-9	1.952987E-4
3.200000E-9	-1.576030E-4
3.300000E-9	-4.796686E-4
3.400000E-9	-7.057998E-4
3.500000E-9	-7.195047E-4
3.600000E-9	-6.441276E-4
3.700000E-9	-4.488325E-4
3.800000E-9	-3.289145E-4
3.900000E-9	-2.364063E-4
4.000000E-9	-2.124226E-4
4.100000E-9	-2.877997E-4
4.200000E-9	-4.728161E-4
4.300000E-9	-6.132916E-4
4.400000E-9	-7.092260E-4
4.500000E-9	-7.503408E-4
4.600000E-9	-7.366358E-4
4.700000E-9	-7.057998E-4
4.800000E-9	-6.920949E-4
4.900000E-9	-6.441276E-4
5.000000E-9	-5.344883E-4
5.100000E-9	-4.077178E-4
5.200000E-9	-2.432587E-4
5.300000E-9	-1.713079E-4
5.400000E-9	-1.233407E-4
5.500000E-9	-2.158489E-4
5.600000E-9	-4.385538E-4
5.700000E-9	-5.927342E-4
5.800000E-9	-6.715375E-4
5.900000E-9	-6.646850E-4
6.000000E-9	-5.858817E-4
6.100000E-9	-4.042915E-4
6.200000E-9	-2.055702E-4
6.300000E-9	1.302004E-4
6.400000E-9	3.666102E-4
6.500000E-9	4.865283E-4
6.600000E-9	5.379217E-4
6.700000E-9	4.419873E-4
6.800000E-9	1.781676E-4
6.900000E-9	-8.907837E-5
7.000000E-9	-3.597505E-4
7.100000E-9	-4.967997E-4
7.200000E-9	-4.899473E-4
7.300000E-9	-4.830948E-4
7.400000E-9	-3.768817E-4
7.500000E-9	-2.021440E-4
7.600000E-9	-5.481607E-5
7.700000E-9	-1.576030E-4
7.800000E-9	-3.837341E-4
7.900000E-9	-7.948818E-4
8.000000E-9	-1.113521E-3
8.100000E-9	-1.164915E-3
8.200000E-9	-9.901769E-4
8.300000E-9	-5.756030E-4
8.400000E-9	-1.336194E-4
8.500000E-9	2.055774E-4
8.600000E-9	3.529053E-4
8.700000E-9	3.392004E-4
8.800000E-9	3.357742E-4
8.900000E-9	2.672496E-4
9.000000E-9	1.576102E-4
9.100000E-9	-4.453738E-5
9.200000E-9	-3.666030E-4
9.300000E-9	-7.434883E-4
9.400000E-9	-1.024439E-3
9.500000E-9	-1.164915E-3
9.600000E-9	-1.055275E-3
9.700000E-9	-7.983080E-4
9.800000E-9	-3.734555E-4
9.900000E-9	4.797083E-5
1.000000E-8	3.186430E-4
1.010000E-8	4.762496E-4
1.020000E-8	3.837414E-4
1.030000E-8	1.850200E-4
1.040000E-8	-1.027508E-5
1.050000E-8	-3.152095E-4
1.060000E-8	-5.173571E-4
1.070000E-8	-6.407014E-4
1.080000E-8	-6.098653E-4
1.090000E-8	-5.276358E-4
1.100000E-8	-4.522588E-4
1.110000E-8	-2.946522E-4
1.120000E-8	-1.541767E-4
1.130000E-8	7.195444E-5
1.140000E-8	2.398397E-4
1.150000E-8	3.392004E-4
1.160000E-8	3.460528E-4
1.170000E-8	2.706758E-4
1.180000E-8	7.195444E-5
1.190000E-8	-9.250460E-5
1.200000E-8	-2.329800E-4
1.210000E-8	-2.775210E-4
1.220000E-8	-2.569636E-4
1.230000E-8	-1.404718E-4
1.240000E-8	-1.712754E-5
1.250000E-8	3.426591E-5
1.260000E-8	-3.768492E-5
1.270000E-8	-1.267669E-4
1.280000E-8	-1.576030E-4
1.290000E-8	-2.638161E-4
1.300000E-8	-3.871604E-4
1.310000E-8	-5.516194E-4
1.320000E-8	-7.983080E-4
1.330000E-8	-1.058701E-3
1.340000E-8	-1.212882E-3
1.350000E-8	-1.226587E-3
1.360000E-8	-1.044997E-3
1.370000E-8	-8.188654E-4
1.380000E-8	-6.235703E-4
1.390000E-8	-5.276358E-4
1.400000E-8	-5.790293E-4
1.410000E-8	-7.160785E-4
1.420000E-8	-8.873900E-4
1.430000E-8	-9.147998E-4
1.440000E-8	-7.297834E-4
1.450000E-8	-4.693899E-4
1.460000E-8	-8.222591E-5
1.470000E-8	2.775282E-4
1.480000E-8	3.974463E-4
1.490000E-8	3.940201E-4
1.500000E-8	3.049381E-4
1.510000E-8	4.111837E-5
1.520000E-8	-1.815866E-4
1.530000E-8	-3.049309E-4
1.540000E-8	-4.214227E-4
1.550000E-8	-4.933735E-4
1.560000E-8	-5.002260E-4
1.570000E-8	-4.179964E-4
1.580000E-8	-3.117833E-4
1.590000E-8	-2.192751E-4
1.600000E-8	-2.501112E-4
1.610000E-8	-2.672423E-4
1.620000E-8	-2.364063E-4
1.630000E-8	-2.329800E-4
1.640000E-8	-1.267669E-4
1.650000E-8	4.111837E-5
1.660000E-8	2.227086E-4
1.670000E-8	2.912332E-4
1.680000E-8	1.747413E-4
1.690000E-8	9.251182E-5
1.700000E-8	-1.712754E-5
1.710000E-8	1.370853E-5
1.720000E-8	7.538067E-5
1.730000E-8	2.158561E-4
1.740000E-8	2.021512E-4
1.750000E-8	1.027905E-4
1.760000E-8	-9.250460E-5
1.770000E-8	-2.672423E-4
1.780000E-8	-4.077178E-4
1.790000E-8	-5.002260E-4
1.800000E-8	-5.105047E-4
1.810000E-8	-4.111440E-4
1.820000E-8	-1.404718E-4
1.830000E-8	7.538067E-5
1.840000E-8	2.775282E-4
1.850000E-8	3.392004E-4
1.860000E-8	2.912332E-4
1.870000E-8	8.223313E-5
1.880000E-8	-1.678817E-4
1.890000E-8	-3.254882E-4
1.900000E-8	-3.152095E-4
1.910000E-8	-1.610292E-4
1.920000E-8	1.576102E-4
1.930000E-8	3.768889E-4
1.940000E-8	4.625447E-4
1.950000E-8	2.603971E-4
1.960000E-8	-6.852099E-5
1.970000E-8	-2.980784E-4
1.980000E-8	-4.145702E-4
1.990000E-8	-3.940128E-4
2.000000E-8	-2.364063E-4
2.010000E-8	-1.473243E-4
2.020000E-8	-2.158489E-4
2.030000E-8	-3.426194E-4
2.040000E-8	-4.659637E-4
2.050000E-8	-4.830948E-4
2.060000E-8	-3.049309E-4
2.070000E-8	-2.055377E-5
2.080000E-8	1.610364E-4
2.090000E-8	3.666102E-4
2.100000E-8	3.837414E-4
2.110000E-8	2.569709E-4
2.120000E-8	-4.796361E-5
2.130000E-8	-4.214227E-4
2.140000E-8	-6.989473E-4
2.150000E-8	-7.469145E-4
2.160000E-8	-5.893080E-4
2.170000E-8	-3.186358E-4
2.180000E-8	-1.370131E-5
2.190000E-8	2.192823E-4
2.200000E-8	2.295610E-4
2.210000E-8	6.510198E-5
2.220000E-8	-2.227013E-4
2.230000E-8	-3.631768E-4
2.240000E-8	-2.021440E-4
2.250000E-8	3.734627E-4
2.260000E-8	1.497266E-3
2.270000E-8	3.347430E-3
2.280000E-8	6.019890E-3
2.290000E-8	9.456398E-3
2.300000E-8	1.339999E-2
2.310000E-8	1.757656E-2
2.320000E-8	2.131458E-2
2.330000E-8	2.427142E-2
2.340000E-8	2.625178E-2
2.350000E-8	2.745096E-2
2.360000E-8	2.812250E-2
2.370000E-8	2.855078E-2
2.380000E-8	2.873579E-2
2.390000E-8	2.849596E-2
2.400000E-8	2.754689E-2
2.410000E-8	2.591601E-2
2.420000E-8	2.367183E-2
2.430000E-8	2.134542E-2
2.440000E-8	1.932051E-2
2.450000E-8	1.803225E-2
2.460000E-8	1.750461E-2
2.470000E-8	1.761083E-2
2.480000E-8	1.806651E-2
2.490000E-8	1.873120E-2
2.500000E-8	1.938904E-2
2.510000E-8	2.011197E-2
2.520000E-8	2.090686E-2
2.530000E-8	2.175999E-2
2.540000E-8	2.256858E-2
2.550000E-8	2.300371E-2
2.560000E-8	2.295232E-2
2.570000E-8	2.230476E-2
2.580000E-8	2.109188E-2
2.590000E-8	1.964601E-2
2.600000E-8	1.805966E-2
2.610000E-8	1.678510E-2
2.620000E-8	1.585317E-2
2.630000E-8	1.523302E-2
2.640000E-8	1.503773E-2
2.650000E-8	1.513024E-2
2.660000E-8	1.542489E-2
2.670000E-8	1.612384E-2
2.680000E-8	1.702837E-2
2.690000E-8	1.802540E-2
2.700000E-8	1.897447E-2
2.710000E-8	1.969740E-2
2.720000E-8	2.014624E-2
2.730000E-8	2.027986E-2
2.740000E-8	2.009484E-2
2.750000E-8	1.962545E-2
2.760000E-8	1.885112E-2
2.770000E-8	1.763481E-2
2.780000E-8	1.614440E-2
2.790000E-8	1.453407E-2
2.800000E-8	1.307450E-2
2.810000E-8	1.195755E-2
2.820000E-8	1.138879E-2
2.830000E-8	1.157723E-2
2.840000E-8	1.261538E-2
2.850000E-8	1.429424E-2
2.860000E-8	1.630886E-2
2.870000E-8	1.803225E-2
2.880000E-8	1.917661E-2
2.890000E-8	1.955007E-2
2.900000E-8	1.916976E-2
2.910000E-8	1.829607E-2
