Study Name	044_15
Sample Name	2024-10-02
Run Name	spot_00
Operator	Elena
Date	10/2/2024
Time	19:46
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	428
dt	100.000001E-12
time stamp (ms)	9:07:20 PM
	
Time	Amplitude
0.000000E+0	3.768786E-4
1.000000E-10	5.310589E-4
2.000000E-10	3.083540E-4
3.000000E-10	-8.572068E-6
4.000000E-10	-5.139992E-5
5.000000E-10	2.569606E-4
6.000000E-10	3.854442E-4
7.000000E-10	5.481900E-4
8.000000E-10	6.509768E-4
9.000000E-10	3.511819E-4
1.000000E-9	1.284771E-4
1.100000E-9	-6.853106E-5
1.200000E-9	-4.282850E-4
1.300000E-9	-3.940227E-4
1.400000E-9	-5.996549E-5
1.500000E-9	-1.627523E-4
1.600000E-9	-2.655392E-4
1.700000E-9	-2.826703E-4
1.800000E-9	-4.796784E-4
1.900000E-9	-4.539817E-4
2.000000E-9	-4.368506E-4
2.100000E-9	-4.882440E-4
2.200000E-9	-3.083670E-4
2.300000E-9	-1.798835E-4
2.400000E-9	1.712464E-5
2.500000E-9	7.708363E-5
2.600000E-9	4.025753E-4
2.700000E-9	2.912229E-4
2.800000E-9	3.254852E-4
2.900000E-9	2.912229E-4
3.000000E-9	2.569021E-5
3.100000E-9	-2.398425E-4
3.200000E-9	-1.713179E-4
3.300000E-9	-6.853106E-5
3.400000E-9	2.312639E-4
3.500000E-9	5.310589E-4
3.600000E-9	4.967966E-4
3.700000E-9	3.083540E-4
3.800000E-9	-1.284900E-4
3.900000E-9	-4.111539E-4
4.000000E-9	-4.968096E-4
4.100000E-9	-2.227113E-4
4.200000E-9	4.197064E-4
4.300000E-9	7.965915E-4
4.400000E-9	1.053559E-3
4.500000E-9	7.794604E-4
4.600000E-9	2.997885E-4
4.700000E-9	-1.113589E-4
4.800000E-9	-6.681210E-4
4.900000E-9	-7.709078E-4
5.000000E-9	-5.567686E-4
5.100000E-9	-2.741047E-4
5.200000E-9	6.851806E-5
5.300000E-9	3.854442E-4
5.400000E-9	4.710999E-4
5.500000E-9	3.169196E-4
5.600000E-9	2.312639E-4
5.700000E-9	-1.884490E-4
5.800000E-9	-3.426293E-4
5.900000E-9	-4.711129E-4
6.000000E-9	-6.681210E-4
6.100000E-9	-4.968096E-4
6.200000E-9	-3.511949E-4
6.300000E-9	-4.111539E-4
6.400000E-9	-3.340637E-4
6.500000E-9	-9.422777E-5
6.600000E-9	-8.572068E-6
6.700000E-9	4.282135E-5
6.800000E-9	3.169196E-4
6.900000E-9	3.083540E-4
7.000000E-9	2.055672E-4
7.100000E-9	2.569021E-5
7.200000E-9	-2.998015E-4
7.300000E-9	-4.539817E-4
7.400000E-9	-2.055802E-4
7.500000E-9	-4.283435E-5
7.600000E-9	2.226983E-4
7.700000E-9	5.396244E-4
7.800000E-9	1.713049E-4
7.900000E-9	-2.227113E-4
8.000000E-9	-4.711129E-4
8.100000E-9	-7.023833E-4
8.200000E-9	-7.537767E-4
8.300000E-9	-5.567686E-4
8.400000E-9	-3.854572E-4
8.500000E-9	-2.141458E-4
8.600000E-9	-2.912359E-4
8.700000E-9	-4.368506E-4
8.800000E-9	-6.167275E-4
8.900000E-9	-4.454161E-4
9.000000E-9	-3.426878E-5
9.100000E-9	2.655262E-4
9.200000E-9	4.625343E-4
9.300000E-9	2.312639E-4
9.400000E-9	-5.996549E-5
9.500000E-9	-6.766865E-4
9.600000E-9	-1.327670E-3
9.700000E-9	-1.567506E-3
9.800000E-9	-1.301973E-3
9.900000E-9	-9.250881E-4
1.000000E-8	-2.398425E-4
1.010000E-8	2.569606E-4
1.020000E-8	5.738867E-4
1.030000E-8	6.681080E-4
1.040000E-8	5.139277E-4
1.050000E-8	2.398295E-4
1.060000E-8	-5.996549E-5
1.070000E-8	8.559073E-6
1.080000E-8	-1.713179E-4
1.090000E-8	-1.113589E-4
1.100000E-8	1.970016E-4
1.110000E-8	4.625343E-4
1.120000E-8	5.481900E-4
1.130000E-8	7.195014E-4
1.140000E-8	5.567556E-4
1.150000E-8	4.967966E-4
1.160000E-8	4.967966E-4
1.170000E-8	1.284771E-4
