Study Name	044_15
Sample Name	2024-10-02
Run Name	spot_00
Operator	Elena
Date	10/2/2024
Time	19:46
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	60
dt	100.000001E-12
time stamp (ms)	7:57:30 PM
	
Time	Amplitude
0.000000E+0	6.338550E-4
1.000000E-10	2.997978E-4
2.000000E-10	-1.712832E-5
3.000000E-10	-2.655299E-4
4.000000E-10	-1.713086E-4
5.000000E-10	8.568386E-6
6.000000E-10	2.997978E-4
7.000000E-10	7.195107E-4
8.000000E-10	8.822565E-4
9.000000E-10	7.023796E-4
1.000000E-9	2.826666E-4
1.100000E-9	-1.199152E-4
1.200000E-9	-3.426200E-4
1.300000E-9	-1.884397E-4
1.400000E-9	-1.113496E-4
1.500000E-9	5.139624E-5
1.600000E-9	4.796747E-4
1.700000E-9	5.139370E-4
1.800000E-9	6.509861E-4
1.900000E-9	7.280763E-4
2.000000E-9	5.910272E-4
2.100000E-9	2.741011E-4
2.200000E-9	1.456175E-4
2.300000E-9	-8.562754E-6
2.400000E-9	-1.627430E-4
2.500000E-9	5.139624E-5
2.600000E-9	2.141421E-4
2.700000E-9	1.713142E-4
2.800000E-9	4.197158E-4
2.900000E-9	7.195107E-4
3.000000E-9	8.137320E-4
3.100000E-9	8.736910E-4
3.200000E-9	7.966008E-4
3.300000E-9	5.567649E-4
3.400000E-9	4.968059E-4
3.500000E-9	3.426256E-4
3.600000E-9	1.113552E-4
3.700000E-9	3.426510E-5
3.800000E-9	-4.111446E-4
3.900000E-9	-7.195051E-4
4.000000E-9	-8.051608E-4
4.100000E-9	-7.366362E-4
4.200000E-9	-5.053658E-4
4.300000E-9	1.027897E-4
4.400000E-9	5.310682E-4
4.500000E-9	6.595517E-4
4.600000E-9	8.137320E-4
4.700000E-9	6.595517E-4
4.800000E-9	5.910272E-4
4.900000E-9	6.938140E-4
5.000000E-9	9.936090E-4
5.100000E-9	9.593467E-4
5.200000E-9	8.051664E-4
5.300000E-9	2.997978E-4
5.400000E-9	-1.370463E-4
5.500000E-9	-5.481937E-4
5.600000E-9	-5.481937E-4
5.700000E-9	-3.768823E-4
5.800000E-9	5.996181E-5
5.900000E-9	3.683223E-4
6.000000E-9	6.167239E-4
6.100000E-9	5.824616E-4
6.200000E-9	4.539780E-4
6.300000E-9	5.996181E-5
6.400000E-9	-2.227020E-4
6.500000E-9	-6.252838E-4
6.600000E-9	-1.096390E-3
6.700000E-9	-1.224874E-3
6.800000E-9	-1.173480E-3
6.900000E-9	-9.165132E-4
7.000000E-9	-2.740954E-4
7.100000E-9	3.940190E-4
7.200000E-9	8.908221E-4
7.300000E-9	1.301969E-3
7.400000E-9	1.233445E-3
7.500000E-9	6.938140E-4
7.600000E-9	6.852738E-5
7.700000E-9	-5.224970E-4
7.800000E-9	-1.096390E-3
7.900000E-9	-1.353357E-3
8.000000E-9	-1.361923E-3
8.100000E-9	-1.456144E-3
8.200000E-9	-1.199177E-3
8.300000E-9	-9.764722E-4
8.400000E-9	-6.595461E-4
8.500000E-9	-3.425946E-5
8.600000E-9	6.424206E-4
8.700000E-9	9.250844E-4
8.800000E-9	1.250576E-3
8.900000E-9	8.308631E-4
9.000000E-9	1.456175E-4
9.100000E-9	-4.796691E-4
9.200000E-9	-1.079259E-3
9.300000E-9	-1.396185E-3
9.400000E-9	-1.130652E-3
9.500000E-9	-8.222919E-4
9.600000E-9	-5.224970E-4
9.700000E-9	-1.970053E-4
9.800000E-9	7.709295E-5
9.900000E-9	5.139624E-5
1.000000E-8	5.996181E-5
1.010000E-8	1.456175E-4
1.020000E-8	2.655355E-4
1.030000E-8	4.111502E-4
1.040000E-8	4.796747E-4
1.050000E-8	3.854535E-4
1.060000E-8	4.282813E-4
1.070000E-8	5.053715E-4
1.080000E-8	6.681173E-4
1.090000E-8	9.936090E-4
1.100000E-8	1.104961E-3
1.110000E-8	1.070699E-3
1.120000E-8	9.593467E-4
1.130000E-8	6.766829E-4
1.140000E-8	2.569699E-4
1.150000E-8	5.139624E-5
1.160000E-8	-1.113496E-4
1.170000E-8	-2.997921E-4
1.180000E-8	-5.567592E-4
