Study Name	044_15
Sample Name	2024-10-02
Run Name	spot_00
Operator	Elena
Date	10/2/2024
Time	19:46
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	311
dt	100.000001E-12
time stamp (ms)	8:45:03 PM
	
Time	Amplitude
0.000000E+0	3.254880E-4
1.000000E-10	5.053650E-4
2.000000E-10	5.396272E-4
3.000000E-10	3.169224E-4
4.000000E-10	1.970044E-4
5.000000E-10	5.995531E-5
6.000000E-10	-1.713482E-5
7.000000E-10	-1.798807E-4
8.000000E-10	-1.370528E-4
9.000000E-10	-1.027905E-4
1.000000E-9	-9.422495E-5
1.100000E-9	-3.426596E-5
1.200000E-9	-8.565938E-5
1.300000E-9	-5.139710E-5
1.400000E-9	6.852088E-5
1.500000E-9	-1.798807E-4
1.600000E-9	-9.422495E-5
1.700000E-9	-6.852824E-5
1.800000E-9	-1.713482E-5
1.900000E-9	1.199143E-4
2.000000E-9	2.912257E-4
2.100000E-9	4.454060E-4
2.200000E-9	5.396272E-4
2.300000E-9	4.882338E-4
2.400000E-9	3.683158E-4
2.500000E-9	4.625371E-4
2.600000E-9	4.282748E-4
2.700000E-9	2.312667E-4
2.800000E-9	4.282417E-5
2.900000E-9	-1.713151E-4
3.000000E-9	-3.254953E-4
3.100000E-9	-3.940199E-4
3.200000E-9	-1.798807E-4
3.300000E-9	2.569303E-5
3.400000E-9	2.569634E-4
3.500000E-9	2.569634E-4
3.600000E-9	1.541766E-4
3.700000E-9	-5.996267E-5
3.800000E-9	-1.713151E-4
3.900000E-9	-4.283153E-5
4.000000E-9	8.561889E-6
4.100000E-9	2.227011E-4
4.200000E-9	3.683158E-4
4.300000E-9	5.310617E-4
4.400000E-9	6.852419E-4
4.500000E-9	6.424141E-4
4.600000E-9	7.537665E-4
4.700000E-9	8.222911E-4
4.800000E-9	7.794632E-4
4.900000E-9	6.509797E-4
5.000000E-9	6.252829E-4
5.100000E-9	4.111437E-4
5.200000E-9	1.627422E-4
5.300000E-9	-3.681635E-9
5.400000E-9	-1.113561E-4
5.500000E-9	-2.227085E-4
5.600000E-9	-1.970118E-4
5.700000E-9	-1.284872E-4
5.800000E-9	8.565202E-5
5.900000E-9	2.483979E-4
6.000000E-9	2.912257E-4
6.100000E-9	3.426191E-4
6.200000E-9	3.511847E-4
6.300000E-9	3.511847E-4
6.400000E-9	3.169224E-4
6.500000E-9	3.597503E-4
6.600000E-9	3.083568E-4
6.700000E-9	2.055700E-4
6.800000E-9	7.708645E-5
6.900000E-9	-7.709381E-5
7.000000E-9	5.995531E-5
7.100000E-9	9.421759E-5
7.200000E-9	2.912257E-4
7.300000E-9	4.368404E-4
7.400000E-9	4.539715E-4
7.500000E-9	3.511847E-4
7.600000E-9	2.569634E-4
7.700000E-9	1.027832E-4
7.800000E-9	9.421759E-5
7.900000E-9	2.141356E-4
8.000000E-9	3.940125E-4
8.100000E-9	6.595452E-4
8.200000E-9	7.280698E-4
8.300000E-9	7.195042E-4
8.400000E-9	5.053650E-4
8.500000E-9	4.197093E-4
8.600000E-9	3.254880E-4
8.700000E-9	1.798733E-4
8.800000E-9	-3.426596E-5
8.900000E-9	-2.398396E-4
9.000000E-9	-4.625445E-4
9.100000E-9	-6.681182E-4
9.200000E-9	-6.424214E-4
9.300000E-9	-4.368478E-4
9.400000E-9	-2.570039E-5
9.500000E-9	4.111437E-4
9.600000E-9	6.167174E-4
9.700000E-9	6.938075E-4
9.800000E-9	6.595452E-4
9.900000E-9	8.308566E-4
1.000000E-8	8.908156E-4
1.010000E-8	8.993812E-4
1.020000E-8	8.479878E-4
1.030000E-8	6.424141E-4
1.040000E-8	3.254880E-4
1.050000E-8	-1.798807E-4
1.060000E-8	-3.854543E-4
1.070000E-8	-3.940199E-4
1.080000E-8	-1.541839E-4
1.090000E-8	2.912257E-4
1.100000E-8	5.396272E-4
1.110000E-8	5.481928E-4
1.120000E-8	4.111437E-4
1.130000E-8	1.284799E-4
1.140000E-8	-1.970118E-4
1.150000E-8	-2.997986E-4
1.160000E-8	-2.398396E-4
1.170000E-8	-1.884462E-4
1.180000E-8	-1.199217E-4
