Study Name	044_15
Sample Name	2024-10-02
Run Name	spot_00
Operator	Elena
Date	10/2/2024
Time	19:46
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	5
dt	100.000001E-12
time stamp (ms)	7:47:17 PM
	
Time	Amplitude
0.000000E+0	3.683223E-4
1.000000E-10	4.882403E-4
2.000000E-10	3.083633E-4
3.000000E-10	8.568386E-6
4.000000E-10	-2.055709E-4
5.000000E-10	-3.940134E-4
6.000000E-10	-2.569643E-4
7.000000E-10	2.815796E-9
8.000000E-10	2.055765E-4
9.000000E-10	4.625436E-4
1.000000E-9	5.824616E-4
1.100000E-9	2.912322E-4
1.200000E-9	-2.569389E-5
1.300000E-9	-3.511856E-4
1.400000E-9	-5.139314E-4
1.500000E-9	-5.481937E-4
1.600000E-9	-4.539724E-4
1.700000E-9	-3.340544E-4
1.800000E-9	-4.282504E-5
1.900000E-9	1.541831E-4
2.000000E-9	1.713142E-4
2.100000E-9	1.113552E-4
2.200000E-9	1.199208E-4
2.300000E-9	-1.712832E-5
2.400000E-9	-1.541774E-4
2.500000E-9	-3.083577E-4
2.600000E-9	-4.968003E-4
2.700000E-9	-5.738904E-4
2.800000E-9	-4.711035E-4
2.900000E-9	-3.340544E-4
3.000000E-9	-6.852175E-5
3.100000E-9	2.141421E-4
3.200000E-9	3.254945E-4
3.300000E-9	4.711092E-4
3.400000E-9	4.454125E-4
3.500000E-9	4.368469E-4
3.600000E-9	4.454125E-4
3.700000E-9	4.197158E-4
3.800000E-9	5.053715E-4
3.900000E-9	6.766829E-4
4.000000E-9	9.079533E-4
4.100000E-9	9.079533E-4
4.200000E-9	9.165188E-4
4.300000E-9	6.938140E-4
4.400000E-9	3.083633E-4
4.500000E-9	-5.995618E-5
4.600000E-9	-3.254889E-4
4.700000E-9	-3.169233E-4
4.800000E-9	-2.227020E-4
4.900000E-9	5.996181E-5
5.000000E-9	-8.562754E-6
5.100000E-9	-1.627430E-4
5.200000E-9	-4.282757E-4
5.300000E-9	-8.308575E-4
5.400000E-9	-9.336443E-4
5.500000E-9	-7.452018E-4
5.600000E-9	-2.055709E-4
5.700000E-9	4.882403E-4
5.800000E-9	1.104961E-3
5.900000E-9	1.370494E-3
6.000000E-9	1.327666E-3
6.100000E-9	1.027871E-3
6.200000E-9	3.683223E-4
6.300000E-9	-6.852175E-5
6.400000E-9	-2.398331E-4
6.500000E-9	-3.426200E-4
6.600000E-9	-8.565289E-5
6.700000E-9	1.884454E-4
6.800000E-9	1.713142E-4
6.900000E-9	9.422409E-5
7.000000E-9	-9.421846E-5
7.100000E-9	-2.569643E-4
7.200000E-9	-3.683167E-4
7.300000E-9	-2.227020E-4
7.400000E-9	1.199208E-4
7.500000E-9	3.254945E-4
7.600000E-9	3.426256E-4
7.700000E-9	2.655355E-4
7.800000E-9	1.284864E-4
7.900000E-9	-1.284807E-4
8.000000E-9	-3.083577E-4
8.100000E-9	-3.854478E-4
8.200000E-9	-3.940134E-4
8.300000E-9	-4.711035E-4
8.400000E-9	-6.766772E-4
8.500000E-9	-7.623329E-4
8.600000E-9	-9.764722E-4
8.700000E-9	-9.079476E-4
8.800000E-9	-9.079476E-4
8.900000E-9	-6.852428E-4
9.000000E-9	-6.252838E-4
9.100000E-9	-5.053658E-4
9.200000E-9	-5.738904E-4
9.300000E-9	-5.910215E-4
9.400000E-9	-6.424149E-4
9.500000E-9	-7.537674E-4
9.600000E-9	-5.995871E-4
9.700000E-9	-3.854478E-4
9.800000E-9	-2.227020E-4
9.900000E-9	-7.708732E-5
1.000000E-8	-1.970053E-4
1.010000E-8	-2.740954E-4
1.020000E-8	-4.025790E-4
1.030000E-8	-2.483987E-4
1.040000E-8	-1.456119E-4
1.050000E-8	-1.027840E-4
1.060000E-8	1.798798E-4
1.070000E-8	3.426256E-4
1.080000E-8	5.053715E-4
1.090000E-8	6.424206E-4
1.100000E-8	7.280763E-4
1.110000E-8	9.079533E-4
1.120000E-8	1.010740E-3
1.130000E-8	8.051664E-4
1.140000E-8	6.338550E-4
1.150000E-8	2.569699E-4
1.160000E-8	-3.511856E-4
