Study Name	044_15
Sample Name	2024-10-02
Run Name	spot_00
Operator	Elena
Date	10/2/2024
Time	19:46
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	190
dt	100.000001E-12
time stamp (ms)	8:22:03 PM
	
Time	Amplitude
0.000000E+0	-6.766865E-4
1.000000E-10	-6.938177E-4
2.000000E-10	-2.655392E-4
3.000000E-10	1.712464E-5
4.000000E-10	2.997885E-4
5.000000E-10	5.139277E-4
6.000000E-10	5.995834E-4
7.000000E-10	5.310589E-4
8.000000E-10	5.310589E-4
9.000000E-10	3.340507E-4
1.000000E-9	1.027803E-4
1.100000E-9	-6.497430E-9
1.200000E-9	1.712464E-5
1.300000E-9	-1.798835E-4
1.400000E-9	-1.456212E-4
1.500000E-9	-2.569736E-4
1.600000E-9	-2.570321E-5
1.700000E-9	6.851806E-5
1.800000E-9	1.027803E-4
1.900000E-9	7.708363E-5
2.000000E-9	-1.027933E-4
2.100000E-9	-1.713179E-4
2.200000E-9	-1.970146E-4
2.300000E-9	-2.570321E-5
2.400000E-9	1.713049E-4
2.500000E-9	6.851806E-5
2.600000E-9	-1.713764E-5
2.700000E-9	-2.741047E-4
2.800000E-9	-5.738997E-4
2.900000E-9	-8.822602E-4
3.000000E-9	-1.182055E-3
3.100000E-9	-1.156358E-3
3.200000E-9	-7.709078E-4
3.300000E-9	-5.225063E-4
3.400000E-9	-3.426293E-4
3.500000E-9	-3.768916E-4
3.600000E-9	-4.282850E-4
3.700000E-9	-5.567686E-4
3.800000E-9	-3.254982E-4
3.900000E-9	-1.713179E-4
4.000000E-9	3.425578E-5
4.100000E-9	1.713049E-4
4.200000E-9	1.199115E-4
4.300000E-9	-1.113589E-4
4.400000E-9	-3.426293E-4
4.500000E-9	-7.023833E-4
4.600000E-9	-7.709078E-4
4.700000E-9	-7.023833E-4
4.800000E-9	-4.368506E-4
4.900000E-9	-1.713179E-4
5.000000E-9	-1.370556E-4
5.100000E-9	-9.422777E-5
5.200000E-9	-2.655392E-4
5.300000E-9	-3.768916E-4
5.400000E-9	-4.111539E-4
5.500000E-9	-4.282850E-4
5.600000E-9	-2.741047E-4
5.700000E-9	-1.541868E-4
5.800000E-9	-4.283435E-5
5.900000E-9	3.597474E-4
6.000000E-9	4.282720E-4
6.100000E-9	2.141328E-4
6.200000E-9	2.569606E-4
6.300000E-9	3.425578E-5
6.400000E-9	9.421477E-5
6.500000E-9	1.713049E-4
6.600000E-9	5.910178E-4
6.700000E-9	4.710999E-4
6.800000E-9	7.109358E-4
6.900000E-9	5.995834E-4
7.000000E-9	7.537637E-4
7.100000E-9	7.366325E-4
7.200000E-9	1.147780E-3
7.300000E-9	1.216304E-3
7.400000E-9	1.199173E-3
7.500000E-9	9.422062E-4
7.600000E-9	5.224933E-4
7.700000E-9	2.569606E-4
7.800000E-9	2.569021E-5
7.900000E-9	-4.283435E-5
8.000000E-9	1.970016E-4
8.100000E-9	3.254852E-4
8.200000E-9	2.398295E-4
8.300000E-9	1.713049E-4
8.400000E-9	-8.572068E-6
8.500000E-9	-1.370556E-4
8.600000E-9	-3.511949E-4
8.700000E-9	-3.340637E-4
8.800000E-9	-2.227113E-4
8.900000E-9	-1.284900E-4
9.000000E-9	5.995249E-5
9.100000E-9	2.483950E-4
9.200000E-9	2.055672E-4
9.300000E-9	1.884360E-4
9.400000E-9	7.708363E-5
9.500000E-9	6.851806E-5
9.600000E-9	1.798705E-4
9.700000E-9	2.655262E-4
9.800000E-9	3.511819E-4
9.900000E-9	9.421477E-5
1.000000E-8	-5.996549E-5
1.010000E-8	-3.597604E-4
1.020000E-8	-4.454161E-4
1.030000E-8	-7.709078E-4
1.040000E-8	-9.679159E-4
1.050000E-8	-8.479979E-4
1.060000E-8	-8.651291E-4
1.070000E-8	-7.195144E-4
1.080000E-8	-5.482030E-4
1.090000E-8	-1.884490E-4
1.100000E-8	1.627393E-4
1.110000E-8	2.912229E-4
1.120000E-8	2.398295E-4
1.130000E-8	1.541738E-4
1.140000E-8	-9.422777E-5
1.150000E-8	-3.683260E-4
1.160000E-8	-7.452111E-4
1.170000E-8	-7.709078E-4
