Study Name	031-0101W_left
Sample Name	2024-01-05
Run Name	spot00
Operator	Elena
Date	1/5/2024
Time	13:26
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	6
dt	50.000001E-12
time stamp (ms)	1:32:04 PM
	
Time	Amplitude
0.000000E+0	6.611971E-3
5.000000E-11	6.629101E-3
1.000000E-10	6.646230E-3
1.500000E-10	6.654795E-3
2.000000E-10	6.637666E-3
2.500000E-10	6.603407E-3
3.000000E-10	6.586277E-3
3.500000E-10	6.543454E-3
4.000000E-10	6.414983E-3
4.500000E-10	6.252253E-3
5.000000E-10	6.132347E-3
5.500000E-10	5.995311E-3
6.000000E-10	5.849710E-3
6.500000E-10	5.789757E-3
7.000000E-10	5.806887E-3
7.500000E-10	5.772628E-3
8.000000E-10	5.781193E-3
8.500000E-10	5.892534E-3
9.000000E-10	6.021005E-3
9.500000E-10	6.072393E-3
1.000000E-9	6.183735E-3
1.050000E-9	6.346465E-3
1.100000E-9	6.483500E-3
1.150000E-9	6.543454E-3
1.200000E-9	6.586277E-3
1.250000E-9	6.603407E-3
1.300000E-9	6.560583E-3
1.350000E-9	6.474936E-3
1.400000E-9	6.363594E-3
1.450000E-9	6.286512E-3
1.500000E-9	6.235123E-3
1.550000E-9	6.132347E-3
1.600000E-9	6.003876E-3
1.650000E-9	5.961052E-3
1.700000E-9	5.978181E-3
1.750000E-9	5.995311E-3
1.800000E-9	5.995311E-3
1.850000E-9	6.021005E-3
1.900000E-9	6.089523E-3
1.950000E-9	6.235123E-3
2.000000E-9	6.372159E-3
2.050000E-9	6.483500E-3
2.100000E-9	6.637666E-3
2.150000E-9	6.834654E-3
2.200000E-9	6.945996E-3
2.250000E-9	7.014514E-3
2.300000E-9	7.134420E-3
2.350000E-9	7.228632E-3
2.400000E-9	7.228632E-3
2.450000E-9	7.177244E-3
2.500000E-9	7.100161E-3
2.550000E-9	6.963125E-3
2.600000E-9	6.783266E-3
2.650000E-9	6.629101E-3
2.700000E-9	6.534889E-3
2.750000E-9	6.474936E-3
2.800000E-9	6.372159E-3
2.850000E-9	6.295076E-3
2.900000E-9	6.312206E-3
2.950000E-9	6.389288E-3
3.000000E-9	6.457806E-3
3.050000E-9	6.492065E-3
3.100000E-9	6.474936E-3
3.150000E-9	6.440677E-3
3.200000E-9	6.423547E-3
3.250000E-9	6.449242E-3
3.300000E-9	6.432112E-3
3.350000E-9	6.389288E-3
3.400000E-9	6.372159E-3
3.450000E-9	6.372159E-3
3.500000E-9	6.363594E-3
3.550000E-9	6.346465E-3
3.600000E-9	6.329335E-3
3.650000E-9	6.380724E-3
3.700000E-9	6.457806E-3
3.750000E-9	6.509195E-3
3.800000E-9	6.543454E-3
3.850000E-9	6.552018E-3
3.900000E-9	6.552018E-3
3.950000E-9	6.569148E-3
4.000000E-9	6.603407E-3
4.050000E-9	6.654795E-3
4.100000E-9	6.740442E-3
4.150000E-9	6.843219E-3
4.200000E-9	6.886043E-3
4.250000E-9	6.920302E-3
4.300000E-9	6.954561E-3
4.350000E-9	6.903172E-3
4.400000E-9	6.826090E-3
4.450000E-9	6.800395E-3
4.500000E-9	6.774701E-3
4.550000E-9	6.680489E-3
4.600000E-9	6.586277E-3
4.650000E-9	6.569148E-3
4.700000E-9	6.560583E-3
4.750000E-9	6.560583E-3
4.800000E-9	6.586277E-3
4.850000E-9	6.611971E-3
4.900000E-9	6.637666E-3
4.950000E-9	6.654795E-3
5.000000E-9	6.654795E-3
5.050000E-9	6.706183E-3
5.100000E-9	6.783266E-3
5.150000E-9	6.723313E-3
5.200000E-9	6.560583E-3
5.250000E-9	6.509195E-3
5.300000E-9	6.517759E-3
5.350000E-9	6.449242E-3
5.400000E-9	6.346465E-3
5.450000E-9	6.329335E-3
5.500000E-9	6.363594E-3
5.550000E-9	6.406418E-3
5.600000E-9	6.432112E-3
5.650000E-9	6.440677E-3
5.700000E-9	6.457806E-3
5.750000E-9	6.509195E-3
5.800000E-9	6.534889E-3
5.850000E-9	6.586277E-3
5.900000E-9	6.646230E-3
5.950000E-9	6.629101E-3
6.000000E-9	6.603407E-3
6.050000E-9	6.663360E-3
6.100000E-9	6.740442E-3
6.150000E-9	6.731878E-3
6.200000E-9	6.697619E-3
6.250000E-9	6.680489E-3
6.300000E-9	6.646230E-3
6.350000E-9	6.560583E-3
6.400000E-9	6.466371E-3
6.450000E-9	6.406418E-3
6.500000E-9	6.380724E-3
6.550000E-9	6.320771E-3
6.600000E-9	6.200864E-3
6.650000E-9	6.080958E-3
6.700000E-9	6.029570E-3
6.750000E-9	6.063829E-3
6.800000E-9	6.080958E-3
6.850000E-9	6.046699E-3
6.900000E-9	6.063829E-3
6.950000E-9	6.123782E-3
7.000000E-9	6.149476E-3
7.050000E-9	6.183735E-3
7.100000E-9	6.252253E-3
7.150000E-9	6.286512E-3
7.200000E-9	6.295076E-3
7.250000E-9	6.397853E-3
7.300000E-9	6.500630E-3
7.350000E-9	6.526324E-3
7.400000E-9	6.543454E-3
7.450000E-9	6.586277E-3
7.500000E-9	6.603407E-3
7.550000E-9	6.594842E-3
7.600000E-9	6.594842E-3
7.650000E-9	6.620536E-3
7.700000E-9	6.697619E-3
7.750000E-9	6.757572E-3
7.800000E-9	6.740442E-3
7.850000E-9	6.740442E-3
7.900000E-9	6.774701E-3
7.950000E-9	6.749007E-3
8.000000E-9	6.671925E-3
8.050000E-9	6.637666E-3
8.100000E-9	6.577712E-3
8.150000E-9	6.423547E-3
8.200000E-9	6.260817E-3
8.250000E-9	6.175170E-3
8.300000E-9	6.089523E-3
8.350000E-9	5.943922E-3
8.400000E-9	5.806887E-3
8.450000E-9	5.755498E-3
8.500000E-9	5.746934E-3
8.550000E-9	5.755498E-3
8.600000E-9	5.781193E-3
8.650000E-9	5.866840E-3
8.700000E-9	5.952487E-3
8.750000E-9	6.021005E-3
8.800000E-9	6.123782E-3
8.850000E-9	6.286512E-3
8.900000E-9	6.440677E-3
8.950000E-9	6.534889E-3
9.000000E-9	6.586277E-3
9.050000E-9	6.663360E-3
9.100000E-9	6.740442E-3
9.150000E-9	6.749007E-3
9.200000E-9	6.706183E-3
9.250000E-9	6.663360E-3
9.300000E-9	6.620536E-3
9.350000E-9	6.577712E-3
9.400000E-9	6.560583E-3
9.450000E-9	6.569148E-3
9.500000E-9	6.552018E-3
9.550000E-9	6.577712E-3
9.600000E-9	6.697619E-3
9.650000E-9	6.851784E-3
9.700000E-9	6.980255E-3
9.750000E-9	7.065902E-3
9.800000E-9	7.108726E-3
9.850000E-9	7.168679E-3
9.900000E-9	7.202938E-3
9.950000E-9	7.117290E-3
1.000000E-8	6.954561E-3
1.005000E-8	6.817525E-3
1.010000E-8	6.697619E-3
1.015000E-8	6.492065E-3
1.020000E-8	6.320771E-3
1.025000E-8	6.277947E-3
1.030000E-8	6.235123E-3
1.035000E-8	6.166605E-3
1.040000E-8	6.209429E-3
1.045000E-8	6.346465E-3
1.050000E-8	6.423547E-3
1.055000E-8	6.440677E-3
1.060000E-8	6.483500E-3
1.065000E-8	6.577712E-3
1.070000E-8	6.637666E-3
1.075000E-8	6.646230E-3
1.080000E-8	6.620536E-3
1.085000E-8	6.594842E-3
1.090000E-8	6.543454E-3
1.095000E-8	6.466371E-3
1.100000E-8	6.432112E-3
1.105000E-8	6.440677E-3
1.110000E-8	6.449242E-3
1.115000E-8	6.449242E-3
1.120000E-8	6.474936E-3
1.125000E-8	6.492065E-3
1.130000E-8	6.466371E-3
1.135000E-8	6.414983E-3
1.140000E-8	6.363594E-3
1.145000E-8	6.320771E-3
1.150000E-8	6.295076E-3
1.155000E-8	6.209429E-3
1.160000E-8	6.089523E-3
1.165000E-8	6.012440E-3
1.170000E-8	6.003876E-3
1.175000E-8	5.986746E-3
1.180000E-8	5.935358E-3
1.185000E-8	5.969617E-3
1.190000E-8	6.115217E-3
1.195000E-8	6.312206E-3
1.200000E-8	6.543454E-3
1.205000E-8	6.886043E-3
1.210000E-8	7.348538E-3
1.215000E-8	7.939505E-3
1.220000E-8	8.744589E-3
1.225000E-8	9.900828E-3
1.230000E-8	1.156239E-2
1.235000E-8	1.392625E-2
1.240000E-8	1.719798E-2
1.245000E-8	2.161738E-2
1.250000E-8	2.748422E-2
1.255000E-8	3.488414E-2
1.260000E-8	4.382572E-2
1.265000E-8	5.445455E-2
1.270000E-8	6.680489E-2
1.275000E-8	8.048277E-2
1.280000E-8	9.509419E-2
1.285000E-8	1.104079E-1
1.290000E-8	1.259872E-1
1.295000E-8	1.413009E-1
1.300000E-8	1.561179E-1
1.305000E-8	1.702497E-1
1.310000E-8	1.835165E-1
1.315000E-8	1.958839E-1
1.320000E-8	2.073949E-1
1.325000E-8	2.179724E-1
1.330000E-8	2.277190E-1
1.335000E-8	2.368576E-1
1.340000E-8	2.453624E-1
1.345000E-8	2.531306E-1
1.350000E-8	2.602222E-1
1.355000E-8	2.665772E-1
1.360000E-8	2.718274E-1
1.365000E-8	2.757415E-1
1.370000E-8	2.781396E-1
1.375000E-8	2.787220E-1
1.380000E-8	2.773345E-1
1.385000E-8	2.739857E-1
1.390000E-8	2.686670E-1
1.395000E-8	2.615069E-1
1.400000E-8	2.529250E-1
1.405000E-8	2.432726E-1
1.410000E-8	2.329264E-1
1.415000E-8	2.224432E-1
1.420000E-8	2.123025E-1
1.425000E-8	2.028299E-1
1.430000E-8	1.944194E-1
1.435000E-8	1.873963E-1
1.440000E-8	1.818121E-1
1.445000E-8	1.776753E-1
1.450000E-8	1.749517E-1
1.455000E-8	1.735043E-1
1.460000E-8	1.731018E-1
1.465000E-8	1.735642E-1
1.470000E-8	1.747547E-1
1.475000E-8	1.765619E-1
1.480000E-8	1.788744E-1
1.485000E-8	1.815980E-1
1.490000E-8	1.847155E-1
1.495000E-8	1.883127E-1
1.500000E-8	1.924323E-1
1.505000E-8	1.969802E-1
1.510000E-8	2.019135E-1
1.515000E-8	2.072579E-1
1.520000E-8	2.128764E-1
1.525000E-8	2.184777E-1
1.530000E-8	2.239591E-1
1.535000E-8	2.292093E-1
1.540000E-8	2.339028E-1
1.545000E-8	2.378425E-1
1.550000E-8	2.409173E-1
1.555000E-8	2.429643E-1
1.560000E-8	2.438379E-1
1.565000E-8	2.436152E-1
1.570000E-8	2.423562E-1
1.575000E-8	2.400094E-1
1.580000E-8	2.366606E-1
1.585000E-8	2.324639E-1
1.590000E-8	2.274621E-1
1.595000E-8	2.217922E-1
1.600000E-8	2.156685E-1
1.605000E-8	2.091507E-1
1.610000E-8	2.023246E-1
1.615000E-8	1.954728E-1
1.620000E-8	1.887067E-1
1.625000E-8	1.820776E-1
1.630000E-8	1.758253E-1
1.635000E-8	1.702069E-1
1.640000E-8	1.653335E-1
1.645000E-8	1.613253E-1
1.650000E-8	1.583276E-1
1.655000E-8	1.564348E-1
1.660000E-8	1.557239E-1
1.665000E-8	1.562464E-1
1.670000E-8	1.579593E-1
1.675000E-8	1.608199E-1
1.680000E-8	1.648710E-1
1.685000E-8	1.699585E-1
1.690000E-8	1.758082E-1
1.695000E-8	1.822746E-1
1.700000E-8	1.892720E-1
1.705000E-8	1.965349E-1
1.710000E-8	2.037977E-1
1.715000E-8	2.108551E-1
1.720000E-8	2.174756E-1
1.725000E-8	2.234281E-1
1.730000E-8	2.284556E-1
1.735000E-8	2.324125E-1
1.740000E-8	2.351704E-1
1.745000E-8	2.366007E-1
1.750000E-8	2.366092E-1
1.755000E-8	2.352046E-1
1.760000E-8	2.324211E-1
1.765000E-8	2.283100E-1
1.770000E-8	2.229742E-1
1.775000E-8	2.166277E-1
1.780000E-8	2.095532E-1
1.785000E-8	2.019820E-1
1.790000E-8	1.941110E-1
1.795000E-8	1.861887E-1
1.800000E-8	1.785404E-1
1.805000E-8	1.714402E-1
1.810000E-8	1.650937E-1
1.815000E-8	1.595695E-1
1.820000E-8	1.549959E-1
1.825000E-8	1.514844E-1
1.830000E-8	1.491034E-1
1.835000E-8	1.477844E-1
1.840000E-8	1.473990E-1
1.845000E-8	1.479557E-1
1.850000E-8	1.494888E-1
1.855000E-8	1.518869E-1
1.860000E-8	1.549531E-1
1.865000E-8	1.586616E-1
1.870000E-8	1.630296E-1
1.875000E-8	1.679458E-1
1.880000E-8	1.733501E-1
1.885000E-8	1.791998E-1
1.890000E-8	1.853408E-1
1.895000E-8	1.915416E-1
1.900000E-8	1.976825E-1
1.905000E-8	2.035408E-1
1.910000E-8	2.088509E-1
1.915000E-8	2.133902E-1
1.920000E-8	2.169703E-1
1.925000E-8	2.193684E-1
1.930000E-8	2.203705E-1
1.935000E-8	2.199251E-1
1.940000E-8	2.180323E-1
1.945000E-8	2.147777E-1
1.950000E-8	2.103326E-1
1.955000E-8	2.049882E-1
1.960000E-8	1.989929E-1
1.965000E-8	1.926807E-1
1.970000E-8	1.863514E-1
1.975000E-8	1.802961E-1
1.980000E-8	1.747804E-1
1.985000E-8	1.699842E-1
1.990000E-8	1.659245E-1
1.995000E-8	1.625757E-1
2.000000E-8	1.599206E-1
2.005000E-8	1.577880E-1
2.010000E-8	1.560237E-1
2.015000E-8	1.544563E-1
2.020000E-8	1.529918E-1
2.025000E-8	1.515615E-1
2.030000E-8	1.501654E-1
2.035000E-8	1.488122E-1
2.040000E-8	1.476217E-1
2.045000E-8	1.467909E-1
2.050000E-8	1.465597E-1
2.055000E-8	1.470907E-1
2.060000E-8	1.485038E-1
2.065000E-8	1.509791E-1
2.070000E-8	1.545505E-1
2.075000E-8	1.591669E-1
2.080000E-8	1.646998E-1
2.085000E-8	1.709777E-1
2.090000E-8	1.777267E-1
2.095000E-8	1.845871E-1
2.100000E-8	1.912419E-1
2.105000E-8	1.973571E-1
2.110000E-8	2.026501E-1
2.115000E-8	2.068639E-1
2.120000E-8	2.097417E-1
2.125000E-8	2.111292E-1
2.130000E-8	2.110521E-1
2.135000E-8	2.096646E-1
2.140000E-8	2.070609E-1
2.145000E-8	2.033353E-1
2.150000E-8	1.986760E-1
2.155000E-8	1.933145E-1
2.160000E-8	1.874734E-1
2.165000E-8	1.813582E-1
2.170000E-8	1.751059E-1
2.175000E-8	1.687680E-1
2.180000E-8	1.624130E-1
2.185000E-8	1.561436E-1
2.190000E-8	1.500798E-1
2.195000E-8	1.443585E-1
2.200000E-8	1.391083E-1
2.205000E-8	1.344320E-1
2.210000E-8	1.304665E-1
2.215000E-8	1.273747E-1
2.220000E-8	1.254133E-1
2.225000E-8	1.247453E-1
2.230000E-8	1.253876E-1
2.235000E-8	1.273147E-1
2.240000E-8	1.305607E-1
2.245000E-8	1.350915E-1
2.250000E-8	1.406757E-1
2.255000E-8	1.470821E-1
2.260000E-8	1.540966E-1
2.265000E-8	1.614195E-1
2.270000E-8	1.687509E-1
2.275000E-8	1.757825E-1
2.280000E-8	1.822746E-1
2.285000E-8	1.880815E-1
2.290000E-8	1.930404E-1
2.295000E-8	1.970316E-1
2.300000E-8	1.999693E-1
2.305000E-8	2.018107E-1
2.310000E-8	2.025302E-1
2.315000E-8	2.022561E-1
2.320000E-8	2.010485E-1
2.325000E-8	1.988388E-1
2.330000E-8	1.956955E-1
2.335000E-8	1.917557E-1
2.340000E-8	1.870280E-1
2.345000E-8	1.814781E-1
2.350000E-8	1.752172E-1
2.355000E-8	1.684768E-1
2.360000E-8	1.613681E-1
2.365000E-8	1.540367E-1
2.370000E-8	1.467481E-1
2.375000E-8	1.398278E-1
2.380000E-8	1.335070E-1
2.385000E-8	1.279399E-1
2.390000E-8	1.233492E-1
2.395000E-8	1.199490E-1
2.400000E-8	1.179278E-1
2.405000E-8	1.172854E-1
2.410000E-8	1.179535E-1
2.415000E-8	1.198720E-1
2.420000E-8	1.229381E-1
2.425000E-8	1.269207E-1
2.430000E-8	1.315971E-1
2.435000E-8	1.367359E-1
2.440000E-8	1.422173E-1
2.445000E-8	1.478529E-1
2.450000E-8	1.534200E-1
2.455000E-8	1.587301E-1
2.460000E-8	1.637405E-1
2.465000E-8	1.684597E-1
2.470000E-8	1.728277E-1
2.475000E-8	1.767161E-1
2.480000E-8	1.801591E-1
2.485000E-8	1.831225E-1
2.490000E-8	1.855463E-1
2.495000E-8	1.873877E-1
2.500000E-8	1.885954E-1
2.505000E-8	1.890835E-1
2.510000E-8	1.887324E-1
2.515000E-8	1.875333E-1
2.520000E-8	1.854435E-1
2.525000E-8	1.824116E-1
2.530000E-8	1.784547E-1
2.535000E-8	1.736756E-1
2.540000E-8	1.680657E-1
2.545000E-8	1.618049E-1
2.550000E-8	1.551244E-1
2.555000E-8	1.482383E-1
2.560000E-8	1.412410E-1
2.565000E-8	1.343635E-1
2.570000E-8	1.279228E-1
2.575000E-8	1.220817E-1
2.580000E-8	1.169685E-1
2.585000E-8	1.127461E-1
2.590000E-8	1.095600E-1
2.595000E-8	1.074874E-1
2.600000E-8	1.065966E-1
2.605000E-8	1.069221E-1
2.610000E-8	1.085922E-1
2.615000E-8	1.116156E-1
2.620000E-8	1.158808E-1
2.625000E-8	1.213108E-1
2.630000E-8	1.278372E-1
2.635000E-8	1.352285E-1
2.640000E-8	1.432108E-1
2.645000E-8	1.516128E-1
2.650000E-8	1.601690E-1
2.655000E-8	1.684340E-1
2.660000E-8	1.760566E-1
2.665000E-8	1.828142E-1
2.670000E-8	1.884241E-1
2.675000E-8	1.925779E-1
2.680000E-8	1.951645E-1
2.685000E-8	1.961323E-1
2.690000E-8	1.954728E-1
2.695000E-8	1.932546E-1
2.700000E-8	1.895803E-1
2.705000E-8	1.846042E-1
2.710000E-8	1.785661E-1
2.715000E-8	1.716971E-1
2.720000E-8	1.641687E-1
2.725000E-8	1.562635E-1
2.730000E-8	1.482983E-1
2.735000E-8	1.403674E-1
2.740000E-8	1.325991E-1
2.745000E-8	1.252677E-1
2.750000E-8	1.186301E-1
2.755000E-8	1.127204E-1
2.760000E-8	1.075987E-1
2.765000E-8	1.034876E-1
2.770000E-8	1.005842E-1
2.775000E-8	9.890550E-2
2.780000E-8	9.847726E-2
2.785000E-8	9.937656E-2
2.790000E-8	1.016976E-1
2.795000E-8	1.053290E-1
2.800000E-8	1.101253E-1
2.805000E-8	1.159921E-1
2.810000E-8	1.228011E-1
2.815000E-8	1.302096E-1
2.820000E-8	1.378750E-1
2.825000E-8	1.455833E-1
2.830000E-8	1.531288E-1
2.835000E-8	1.601776E-1
2.840000E-8	1.664213E-1
2.845000E-8	1.717485E-1
2.850000E-8	1.760566E-1
2.855000E-8	1.792341E-1
2.860000E-8	1.812382E-1
2.865000E-8	1.820947E-1
2.870000E-8	1.817950E-1
2.875000E-8	1.803989E-1
