Study Name	Tungsten_Calibration
Sample Name	2024-10-03
Run Name	baseline_2000
Operator	Elena
Date	10/3/2024
Time	10:19
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	2000
Files in Batch	6
Batch Number	5
dt	100.000001E-12
time stamp (ms)	10:20:06 AM
	
Time	Amplitude
0.000000E+0	1.745628E-3
1.000000E-10	1.601727E-3
2.000000E-10	1.406433E-3
3.000000E-10	1.259105E-3
4.000000E-10	1.116917E-3
5.000000E-10	1.072376E-3
6.000000E-10	1.046679E-3
7.000000E-10	1.026122E-3
8.000000E-10	1.019270E-3
9.000000E-10	9.695895E-4
1.000000E-9	9.079176E-4
1.100000E-9	9.747288E-4
1.200000E-9	1.149466E-3
1.300000E-9	1.414998E-3
1.400000E-9	1.600014E-3
1.500000E-9	1.656547E-3
1.600000E-9	1.502367E-3
1.700000E-9	1.267671E-3
1.800000E-9	9.593109E-4
1.900000E-9	7.503114E-4
2.000000E-9	7.485983E-4
2.100000E-9	9.593109E-4
2.200000E-9	1.176876E-3
2.300000E-9	1.039827E-3
2.400000E-9	5.001974E-4
2.500000E-9	-1.439320E-4
2.600000E-9	-6.630043E-4
2.700000E-9	-7.212501E-4
2.800000E-9	-2.689890E-4
2.900000E-9	4.659352E-4
3.000000E-9	1.192294E-3
3.100000E-9	1.582883E-3
3.200000E-9	1.469818E-3
3.300000E-9	1.063811E-3
3.400000E-9	5.892791E-4
3.500000E-9	2.929111E-4
3.600000E-9	3.528699E-4
3.700000E-9	7.485983E-4
3.800000E-9	1.032975E-3
3.900000E-9	1.305359E-3
4.000000E-9	1.337908E-3
4.100000E-9	1.099786E-3
4.200000E-9	6.612297E-4
4.300000E-9	2.038293E-4
4.400000E-9	-3.600606E-5
4.500000E-9	-9.425180E-5
4.600000E-9	-1.507844E-4
4.700000E-9	-2.210219E-4
4.800000E-9	-4.351607E-4
4.900000E-9	-5.379473E-4
5.000000E-9	-4.540049E-4
5.100000E-9	-1.627762E-4
5.200000E-9	4.505172E-4
5.300000E-9	1.158032E-3
5.400000E-9	1.649694E-3
5.500000E-9	1.731923E-3
5.600000E-9	1.469818E-3
5.700000E-9	8.993520E-4
5.800000E-9	4.590827E-4
5.900000E-9	1.078952E-4
6.000000E-9	5.650188E-5
6.100000E-9	2.175342E-4
6.200000E-9	4.796401E-4
6.300000E-9	7.485983E-4
6.400000E-9	9.798682E-4
6.500000E-9	1.228269E-3
6.600000E-9	1.387588E-3
6.700000E-9	1.498941E-3
6.800000E-9	1.468105E-3
6.900000E-9	1.216277E-3
7.000000E-9	9.387535E-4
7.100000E-9	9.147700E-4
7.200000E-9	1.022696E-3
7.300000E-9	1.312212E-3
7.400000E-9	1.543481E-3
7.500000E-9	1.596588E-3
7.600000E-9	1.272810E-3
7.700000E-9	7.897130E-4
7.800000E-9	3.802797E-4
7.900000E-9	2.535095E-4
8.000000E-9	3.785666E-4
8.100000E-9	5.961315E-4
8.200000E-9	6.920657E-4
8.300000E-9	5.361727E-4
8.400000E-9	2.500833E-4
8.500000E-9	4.279700E-5
8.600000E-9	6.335432E-5
8.700000E-9	5.395989E-4
8.800000E-9	1.173450E-3
8.900000E-9	1.687383E-3
9.000000E-9	1.798735E-3
9.100000E-9	1.517785E-3
9.200000E-9	8.787947E-4
9.300000E-9	2.894848E-4
