Study Name	031-0101W
Sample Name	2024-02-21
Run Name	spot00
Operator	Angus+Elena
Date	2/21/2024
Time	17:02
Sign	POS
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	49
dt	50.000001E-12
time stamp (ms)	5:52:48 PM
	
Time	Amplitude
0.000000E+0	-1.404616E-3
5.000000E-11	-1.413180E-3
1.000000E-10	-1.430310E-3
1.500000E-10	-1.456004E-3
2.000000E-10	-1.490263E-3
2.500000E-10	-1.558781E-3
3.000000E-10	-1.610169E-3
3.500000E-10	-1.644428E-3
4.000000E-10	-1.652993E-3
4.500000E-10	-1.635863E-3
5.000000E-10	-1.652993E-3
5.500000E-10	-1.738640E-3
6.000000E-10	-1.824287E-3
6.500000E-10	-1.824287E-3
7.000000E-10	-1.832852E-3
7.500000E-10	-1.901370E-3
8.000000E-10	-1.952758E-3
8.500000E-10	-1.969888E-3
9.000000E-10	-1.969888E-3
9.500000E-10	-1.927064E-3
1.000000E-9	-1.807158E-3
1.050000E-9	-1.635863E-3
1.100000E-9	-1.430310E-3
1.150000E-9	-1.199062E-3
1.200000E-9	-9.678143E-4
1.250000E-9	-7.194372E-4
1.300000E-9	-4.624953E-4
1.350000E-9	-2.740712E-4
1.400000E-9	-1.798592E-4
1.450000E-9	-1.027766E-4
1.500000E-9	-7.708244E-5
1.550000E-9	-1.798592E-4
1.600000E-9	-3.168949E-4
1.650000E-9	-4.453658E-4
1.700000E-9	-6.080957E-4
1.750000E-9	-8.222139E-4
1.800000E-9	-1.036332E-3
1.850000E-9	-1.233321E-3
1.900000E-9	-1.404616E-3
1.950000E-9	-1.490263E-3
2.000000E-9	-1.524522E-3
2.050000E-9	-1.550216E-3
2.100000E-9	-1.541651E-3
2.150000E-9	-1.464569E-3
2.200000E-9	-1.387486E-3
2.250000E-9	-1.327533E-3
2.300000E-9	-1.276145E-3
2.350000E-9	-1.259015E-3
2.400000E-9	-1.293274E-3
2.450000E-9	-1.310404E-3
2.500000E-9	-1.336098E-3
2.550000E-9	-1.413180E-3
2.600000E-9	-1.507392E-3
2.650000E-9	-1.584475E-3
2.700000E-9	-1.678687E-3
2.750000E-9	-1.781464E-3
2.800000E-9	-1.841417E-3
2.850000E-9	-1.849982E-3
2.900000E-9	-1.867111E-3
2.950000E-9	-1.884240E-3
3.000000E-9	-1.858546E-3
3.050000E-9	-1.815723E-3
3.100000E-9	-1.772899E-3
3.150000E-9	-1.772899E-3
3.200000E-9	-1.790028E-3
3.250000E-9	-1.772899E-3
3.300000E-9	-1.755769E-3
3.350000E-9	-1.755769E-3
3.400000E-9	-1.738640E-3
3.450000E-9	-1.712946E-3
3.500000E-9	-1.730075E-3
3.550000E-9	-1.730075E-3
3.600000E-9	-1.678687E-3
3.650000E-9	-1.627299E-3
3.700000E-9	-1.644428E-3
3.750000E-9	-1.661557E-3
3.800000E-9	-1.661557E-3
3.850000E-9	-1.652993E-3
3.900000E-9	-1.652993E-3
3.950000E-9	-1.652993E-3
4.000000E-9	-1.644428E-3
4.050000E-9	-1.644428E-3
4.100000E-9	-1.635863E-3
4.150000E-9	-1.652993E-3
4.200000E-9	-1.661557E-3
4.250000E-9	-1.644428E-3
4.300000E-9	-1.610169E-3
4.350000E-9	-1.567345E-3
4.400000E-9	-1.524522E-3
4.450000E-9	-1.490263E-3
4.500000E-9	-1.464569E-3
4.550000E-9	-1.438874E-3
4.600000E-9	-1.421745E-3
4.650000E-9	-1.421745E-3
4.700000E-9	-1.430310E-3
4.750000E-9	-1.456004E-3
4.800000E-9	-1.507392E-3
4.850000E-9	-1.558781E-3
4.900000E-9	-1.593040E-3
4.950000E-9	-1.635863E-3
5.000000E-9	-1.695816E-3
5.050000E-9	-1.721511E-3
5.100000E-9	-1.738640E-3
5.150000E-9	-1.730075E-3
5.200000E-9	-1.695816E-3
5.250000E-9	-1.635863E-3
5.300000E-9	-1.601604E-3
5.350000E-9	-1.575910E-3
5.400000E-9	-1.550216E-3
5.450000E-9	-1.524522E-3
5.500000E-9	-1.498828E-3
5.550000E-9	-1.473133E-3
5.600000E-9	-1.464569E-3
5.650000E-9	-1.456004E-3
5.700000E-9	-1.430310E-3
5.750000E-9	-1.378921E-3
5.800000E-9	-1.327533E-3
5.850000E-9	-1.216192E-3
5.900000E-9	-9.935085E-4
5.950000E-9	-6.423546E-4
6.000000E-9	-1.541650E-4
6.050000E-9	5.652723E-4
6.100000E-9	1.558781E-3
6.150000E-9	2.860620E-3
6.200000E-9	4.513613E-3
6.250000E-9	6.552018E-3
6.300000E-9	8.958707E-3
6.350000E-9	1.169086E-2
6.400000E-9	1.473134E-2
6.450000E-9	1.798593E-2
6.500000E-9	2.130905E-2
6.550000E-9	2.457221E-2
6.600000E-9	2.774116E-2
6.650000E-9	3.075594E-2
6.700000E-9	3.349666E-2
6.750000E-9	3.592904E-2
6.800000E-9	3.811305E-2
6.850000E-9	4.006581E-2
6.900000E-9	4.178732E-2
6.950000E-9	4.334610E-2
7.000000E-9	4.483636E-2
7.050000E-9	4.626667E-2
7.100000E-9	4.762846E-2
7.150000E-9	4.892174E-2
7.200000E-9	5.008654E-2
7.250000E-9	5.100297E-2
7.300000E-9	5.157680E-2
7.350000E-9	5.179949E-2
7.400000E-9	5.155967E-2
7.450000E-9	5.079741E-2
7.500000E-9	4.954696E-2
7.550000E-9	4.784258E-2
7.600000E-9	4.570140E-2
7.650000E-9	4.328614E-2
7.700000E-9	4.075955E-2
7.750000E-9	3.820726E-2
7.800000E-9	3.578344E-2
7.850000E-9	3.363369E-2
7.900000E-9	3.183510E-2
7.950000E-9	3.042192E-2
8.000000E-9	2.941985E-2
8.050000E-9	2.880319E-2
8.100000E-9	2.852912E-2
8.150000E-9	2.861476E-2
8.200000E-9	2.900874E-2
8.250000E-9	2.960827E-2
8.300000E-9	3.033627E-2
8.350000E-9	3.117562E-2
8.400000E-9	3.210061E-2
8.450000E-9	3.309412E-2
8.500000E-9	3.415614E-2
8.550000E-9	3.530382E-2
8.600000E-9	3.651144E-2
8.650000E-9	3.776189E-2
8.700000E-9	3.900378E-2
8.750000E-9	4.026279E-2
8.800000E-9	4.153037E-2
8.850000E-9	4.272087E-2
8.900000E-9	4.373151E-2
8.950000E-9	4.457085E-2
9.000000E-9	4.521321E-2
9.050000E-9	4.560719E-2
9.100000E-9	4.570996E-2
9.150000E-9	4.550441E-2
9.200000E-9	4.497340E-2
9.250000E-9	4.414262E-2
9.300000E-9	4.308059E-2
9.350000E-9	4.180445E-2
9.400000E-9	4.033988E-2
9.450000E-9	3.872971E-2
9.500000E-9	3.702533E-2
9.550000E-9	3.527812E-2
9.600000E-9	3.357374E-2
9.650000E-9	3.196357E-2
9.700000E-9	3.043049E-2
9.750000E-9	2.902587E-2
9.800000E-9	2.786963E-2
9.850000E-9	2.698746E-2
9.900000E-9	2.634511E-2
9.950000E-9	2.595970E-2
1.000000E-8	2.589974E-2
1.005000E-8	2.614812E-2
1.010000E-8	2.666200E-2
1.015000E-8	2.741570E-2
1.020000E-8	2.839208E-2
1.025000E-8	2.957401E-2
1.030000E-8	3.091867E-2
1.035000E-8	3.235755E-2
1.040000E-8	3.382212E-2
1.045000E-8	3.529525E-2
1.050000E-8	3.682834E-2
1.055000E-8	3.835286E-2
1.060000E-8	3.976604E-2
1.065000E-8	4.106788E-2
1.070000E-8	4.224981E-2
1.075000E-8	4.320906E-2
1.080000E-8	4.389424E-2
1.085000E-8	4.437387E-2
1.090000E-8	4.457942E-2
1.095000E-8	4.439099E-2
1.100000E-8	4.376577E-2
1.105000E-8	4.277226E-2
1.110000E-8	4.140190E-2
1.115000E-8	3.965470E-2
1.120000E-8	3.763342E-2
1.125000E-8	3.543229E-2
1.130000E-8	3.311125E-2
