run_name grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2] Time[hh:mm:ss]
031-0101W-2024-02-21-03.40um-spot00-15 3.5218 5.64985e+08 2.57240e+03 0.14538 0.0023517273 4.537559e-06 4.2547877e-08 2.3209486e-06 1.00704e-06 0.028660708 0.00020999679 -1.0855642 0.0048382911 3.9344458e-08 3.8393469e-10 -0.0049997484 0.00010674097 17:17:55
031-0101W-2024-02-21-03.40um-spot00-16 3.5218 5.64891e+08 2.63073e+03 0.13728751 0.00023616478 4.4582637e-06 9.6993748e-09 1.7570962e-09 NaN 0.029346234 0.00021069618 -0.53915473 0.0047513448 0 3.5958419e-10 -0.005 NaN 17:18:57
031-0101W-2024-02-21-03.40um-spot00-17 3.5218 5.64861e+08 2.49071e+03 0.14337476 0.0022446744 4.4461749e-06 4.1248466e-08 2.0370754e-06 9.8460827e-07 0.028816101 0.00020391957 -1.0605693 0.0046747243 0 3.7156938e-10 -0.0049994864 0.00010697274 17:19:59
031-0101W-2024-02-21-03.40um-spot00-18 3.5218 5.64965e+08 2.45433e+03 0.14722915 0.0023616661 4.5293471e-06 4.2235166e-08 2.4282071e-06 9.9739048e-07 0.028930164 0.00021131738 -1.0822168 0.0048235589 3.8737567e-08 3.8249633e-10 -0.0049998223 0.00010765803 17:21:00
031-0101W-2024-02-21-03.40um-spot00-19 3.5218 5.64983e+08 2.55291e+03 0.13777171 0.00023501906 4.4542306e-06 9.5900432e-09 2.5733047e-11 NaN 0.029151622 0.00020780544 -0.92233362 0.0047079933 0 3.6159234e-10 -0.005 NaN 17:22:02
031-0101W-2024-02-21-03.40um-spot00-20 3.5218 5.64854e+08 2.56897e+03 0.14695137 0.0023100749 4.5105848e-06 4.1368909e-08 2.2473356e-06 9.8140547e-07 0.029308484 0.00020897493 -1.0660224 0.0047089193 0 3.6898887e-10 -0.0049997442 0.0001063571 17:23:03
031-0101W-2024-02-21-03.40um-spot00-21 3.5218 5.64915e+08 2.71411e+03 0.14221379 0.00024135381 4.4565953e-06 9.5663092e-09 2.0565255e-09 NaN 0.03017813 0.00021577057 -0.54135731 0.0047313817 3.9945876e-08 3.5706793e-10 -0.005 NaN 17:24:05
031-0101W-2024-02-21-03.40um-spot00-22 3.5218 5.64832e+08 2.60365e+03 0.14316987 0.00025013222 4.4654374e-06 9.8184125e-09 1.1425893e-08 NaN 0.030630863 0.0002226377 -1.0688874 0.0048086137 0 3.6147452e-10 -0.005 NaN 17:25:07
031-0101W-2024-02-21-03.40um-spot00-23 3.5218 5.64986e+08 2.62663e+03 0.14039132 0.00024236173 4.4852953e-06 9.7795348e-09 7.9706716e-09 NaN 0.029685572 0.00021524353 -0.5556454 0.0047973646 0 3.6309203e-10 -0.005 NaN 17:26:08
031-0101W-2024-02-21-03.40um-spot00-24 3.5218 5.64861e+08 2.63850e+03 0.14069628 0.00024233284 4.4482424e-06 9.6945968e-09 5.4188649e-10 NaN 0.030110393 0.00021666673 -0.53394256 0.0047622719 3.9241826e-08 3.601275e-10 -0.005 NaN 17:27:09
031-0101W-2024-02-21-03.40um-spot00-25 3.5218 5.64877e+08 2.55598e+03 0.14342052 0.0022675985 4.4802238e-06 4.1629407e-08 2.1464597e-06 9.9051938e-07 0.028826721 0.00020576218 -1.0794964 0.0047132392 0 3.7133213e-10 -0.0049996643 0.00010610581 17:28:11
031-0101W-2024-02-21-03.40um-spot00-26 3.5218 5.64839e+08 2.57154e+03 0.14317173 0.0016831639 4.4778816e-06 1.8385593e-08 1.6705715e-08 7.9513814e-07 0.03044447 0.00022089531 -1.0704308 0.004790584 0 3.5915164e-10 -0.005 NaN 17:29:13
031-0101W-2024-02-21-03.40um-spot00-27 3.5218 5.64836e+08 2.53590e+03 0.14700777 0.0022735597 4.4737434e-06 4.0997975e-08 2.1053923e-06 9.6745868e-07 0.029890541 0.00021123681 -0.88938363 0.0046605686 3.9056145e-08 3.6123887e-10 -0.0049997901 0.00010789748 17:30:14
031-0101W-2024-02-21-03.40um-spot00-28 3.5218 5.64882e+08 2.52096e+03 0.1372141 0.00022733127 4.4149761e-06 9.2709097e-09 9.4637916e-11 NaN 0.029240366 0.00020302122 -0.54564351 0.0045949106 0 3.5142848e-10 -0.005 NaN 17:31:17
031-0101W-2024-02-21-03.40um-spot00-29 3.5218 5.64877e+08 2.49677e+03 0.1378684 0.00022708384 4.3993183e-06 9.1913894e-09 7.7693164e-11 NaN 0.029404083 0.00020398364 -0.5422664 0.0045909645 0 3.4934471e-10 -0.005 NaN 17:32:18
031-0101W-2024-02-21-03.40um-spot00-30 3.5218 5.65009e+08 2.57943e+03 0.13814055 0.00024193989 4.479353e-06 9.9115112e-09 4.1279386e-09 NaN 0.029687094 0.00021528482 -0.56367862 0.0047973867 3.917975e-08 3.6266849e-10 -0.005 NaN 17:33:19
031-0101W-2024-02-21-03.40um-spot00-31 3.5218 5.64896e+08 2.58127e+03 0.13856531 0.00023676688 4.4172456e-06 9.56527e-09 2.0470104e-09 NaN 0.029483114 0.00021169073 -0.52759853 0.0047530622 0 3.6241524e-10 -0.005 NaN 17:34:21
031-0101W-2024-02-21-03.40um-spot00-32 3.5218 5.64857e+08 2.58581e+03 0.14084133 0.00024102883 4.4694405e-06 9.6678765e-09 9.045551e-09 NaN 0.029844609 0.0002138593 -0.52830844 0.0047432342 0 3.6086358e-10 -0.005 NaN 17:35:23
031-0101W-2024-02-21-03.40um-spot00-33 3.5218 5.64887e+08 2.56857e+03 0.14092948 0.00023675095 4.4291266e-06 9.3816651e-09 5.3482454e-10 NaN 0.030165353 0.0002116088 -1.2204295 0.0046283059 3.8856562e-08 3.5081287e-10 -0.005 NaN 17:36:23
031-0101W-2024-02-21-03.40um-spot00-34 3.5218 5.65102e+08 2.60515e+03 0.1382433 0.0016585651 4.507657e-06 1.8823859e-08 4.7061014e-08 8.0958586e-07 0.029146895 0.00021417231 -1.2822473 0.0048360774 0 3.6955411e-10 -0.005 NaN 17:37:26
031-0101W-2024-02-21-03.40um-spot00-35 3.5218 5.65014e+08 2.57596e+03 0.13925034 0.00023250726 4.3864571e-06 9.2962403e-09 7.1696304e-10 NaN 0.029896499 0.0002109832 -0.54433729 0.0046698662 0 3.508405e-10 -0.005 NaN 17:38:27
031-0101W-2024-02-21-03.40um-spot00-36 3.5218 5.65047e+08 2.55689e+03 0.14541004 0.002231996 4.4478495e-06 4.0723487e-08 2.0695077e-06 9.6231606e-07 0.02957838 0.0002088593 -0.89768933 0.004656664 4.0344292e-08 3.5985043e-10 -0.0049997492 0.00010740648 17:39:28
031-0101W-2024-02-21-03.40um-spot00-37 3.5218 5.64983e+08 2.59168e+03 0.14418409 0.00024285482 4.4223664e-06 9.3951722e-09 4.3217516e-10 NaN 0.030821038 0.00021781156 -1.2343611 0.0046616121 0 3.521721e-10 -0.005 NaN 17:40:30
031-0101W-2024-02-21-03.40um-spot00-38 3.5218 5.65079e+08 2.61562e+03 0.13879693 0.00023384475 4.3880864e-06 9.3830383e-09 4.2412913e-11 NaN 0.029517144 0.00021025372 -0.55318381 0.0047139073 0 3.5929662e-10 -0.005 NaN 17:41:32
031-0101W-2024-02-21-03.40um-spot00-39 3.5218 5.64921e+08 2.57157e+03 0.14608842 0.0022855811 4.4461905e-06 4.1226221e-08 2.0603592e-06 9.8356858e-07 0.029351546 0.00020884948 -1.064442 0.004699872 3.8548685e-08 3.7006102e-10 -0.00499967 0.00010892025 17:42:33
031-0101W-2024-02-21-03.40um-spot00-40 3.5218 5.64970e+08 2.54954e+03 0.14308724 0.000241769 4.4912061e-06 9.5814751e-09 1.1702074e-08 NaN 0.030390996 0.00021425815 -0.55090057 0.0046649814 0 3.5363663e-10 -0.005 NaN 17:43:35
031-0101W-2024-02-21-03.40um-spot00-41 3.5218 5.64957e+08 2.68359e+03 0.14393969 0.00023809732 4.407538e-06 9.2027576e-09 2.3296424e-10 NaN 0.030658769 0.0002151583 -1.2604775 0.0046264659 0 3.470689e-10 -0.005 NaN 17:44:36
031-0101W-2024-02-21-03.40um-spot00-42 3.5218 5.64950e+08 2.54810e+03 0.14387139 0.0016796464 4.4737056e-06 1.8256377e-08 6.5985221e-08 7.8925029e-07 0.030444232 0.00021875875 -1.0836971 0.0047444555 3.8820245e-08 3.6074785e-10 -0.005 NaN 17:45:38
031-0101W-2024-02-21-03.40um-spot00-43 3.5218 5.64953e+08 2.49131e+03 0.14668012 0.0023987064 4.5606938e-06 4.2978507e-08 2.329285e-06 1.0164778e-06 0.028880792 0.00021286107 -1.0886976 0.0048666146 0 3.8721086e-10 -0.0049997991 0.00010755585 17:46:40
031-0101W-2024-02-21-03.40um-spot00-44 3.5218 5.64890e+08 2.58777e+03 0.14316397 0.00023962199 4.4181926e-06 9.3293564e-09 1.8069201e-09 NaN 0.030517378 0.00021426816 -1.0811625 0.0046445481 0 3.5132732e-10 -0.005 NaN 17:47:41
031-0101W-2024-02-21-03.40um-spot00-45 3.5218 5.64894e+08 2.58852e+03 0.14215813 0.00023719373 4.4315434e-06 9.3219386e-09 2.3081347e-09 NaN 0.030340079 0.00021125732 -1.0847375 0.0046058778 4.059933e-08 3.4935131e-10 -0.005 NaN 17:48:43
031-0101W-2024-02-21-03.40um-spot00-46 3.5218 5.64853e+08 2.62860e+03 0.14159231 0.00024218789 4.4919632e-06 9.7012186e-09 3.3648469e-10 NaN 0.030165457 0.00021553274 -0.53789029 0.0047280461 0 3.5596307e-10 -0.005 NaN 17:49:43
031-0101W-2024-02-21-03.40um-spot00-47 3.5218 5.64785e+08 2.48445e+03 0.14458804 0.002229664 4.4615055e-06 4.0613935e-08 2.0772991e-06 9.6827412e-07 0.029304097 0.000203639 -1.0626941 0.0045894666 0 3.5987641e-10 -0.0049995632 0.00010538252 17:50:45
031-0101W-2024-02-21-03.40um-spot00-48 3.5218 5.64755e+08 2.61317e+03 0.13886298 0.00024473731 4.470955e-06 9.9144821e-09 2.4742454e-09 NaN 0.0297048 0.00021691102 -1.2331573 0.0048163568 3.8830949e-08 3.6593066e-10 -0.005 NaN 17:51:47
031-0101W-2024-02-21-03.40um-spot00-49 3.5218 5.64880e+08 2.57951e+03 0.14149346 0.0023321207 4.5380083e-06 4.3368636e-08 2.3793374e-06 1.025092e-06 0.028121719 0.00020889968 -1.0983076 0.0049034997 0 3.8727947e-10 -0.0049997749 0.00010582572 17:52:48
031-0101W-2024-02-21-03.40um-spot00-50 3.5218 5.64795e+08 2.63228e+03 0.13745091 0.00024019346 4.4836815e-06 9.8522189e-09 1.9654732e-10 NaN 0.02922933 0.0002127539 -1.2479944 0.0047996405 0 3.6389772e-10 -0.005 NaN 17:53:50
031-0101W-2024-02-21-03.40um-spot00-51 3.5218 5.64792e+08 2.54749e+03 0.14136495 0.0002375407 4.4253165e-06 9.3777346e-09 1.3546944e-11 NaN 0.030249579 0.00021270822 -1.246513 0.0046368181 4.0667721e-08 3.5110911e-10 -0.005 NaN 17:54:52
031-0101W-2024-02-21-03.40um-spot00-52 3.5218 5.64819e+08 2.51936e+03 0.13959534 0.00023271953 4.4639743e-06 9.409305e-09 8.4955032e-10 NaN 0.02974474 0.00020699602 -0.54242095 0.0046050447 0 3.4972245e-10 -0.005 NaN 17:55:54
031-0101W-2024-02-21-03.40um-spot00-53 3.5218 5.64824e+08 2.62716e+03 0.14300699 0.0022475695 4.4399384e-06 4.1404068e-08 1.9856883e-06 9.8960415e-07 0.028729365 0.00020541661 -1.0750546 0.0047215543 0 3.7258921e-10 -0.0049993404 0.00010747133 17:56:55
031-0101W-2024-02-21-03.40um-spot00-54 3.5218 5.64707e+08 2.55494e+03 0.14695815 0.0022908801 4.4903759e-06 4.1308035e-08 2.1455426e-06 9.7352857e-07 0.029908571 0.00021220962 -0.86560208 0.0046804424 4.057494e-08 3.6238212e-10 -0.0049998134 0.00010775768 17:57:56
031-0101W-2024-02-21-03.40um-spot00-55 3.5218 5.64822e+08 2.58596e+03 0.1451565 0.0022984476 4.5094993e-06 4.1930205e-08 2.1541698e-06 9.8755886e-07 0.029343372 0.00021221861 -0.88988948 0.0047693281 0 3.6908263e-10 -0.0049998659 0.0001070209 17:58:58
031-0101W-2024-02-21-03.40um-spot00-56 3.5218 5.64871e+08 2.50324e+03 0.14081732 0.00022954736 4.4405615e-06 9.1625467e-09 7.6548847e-09 NaN 0.029930027 0.00020521617 -0.54235612 0.0045372728 0 3.4391129e-10 -0.005 NaN 18:00:00
031-0101W-2024-02-21-03.40um-spot00-57 3.5218 5.64936e+08 2.56180e+03 0.14391385 0.0022390818 4.4454395e-06 4.1001073e-08 2.0664374e-06 9.7806689e-07 0.028841608 0.00020337152 -1.0848357 0.0046563348 3.9363438e-08 3.7055157e-10 -0.0049994941 0.00010674902 18:01:01
031-0101W-2024-02-21-03.40um-spot00-58 3.5218 5.65068e+08 2.56524e+03 0.13843219 0.00024531653 4.497178e-06 1.0059896e-08 2.9198043e-09 NaN 0.029318903 0.00021603352 -0.57895155 0.0048742185 0 3.7296943e-10 -0.005 NaN 18:02:02
031-0101W-2024-02-21-03.40um-spot00-59 3.5218 5.64902e+08 2.65855e+03 0.14612606 0.0023599659 4.5119564e-06 4.2522684e-08 2.3293338e-06 1.0068629e-06 0.029070062 0.00021296669 -1.0644641 0.0048387212 0 3.8044914e-10 -0.0049997842 0.00010857534 18:03:04
031-0101W-2024-02-21-03.40um-spot00-60 3.5218 5.64888e+08 2.49691e+03 0.13994113 0.00023469286 4.4250421e-06 9.3801429e-09 4.4789817e-11 NaN 0.029808981 0.00020957366 -0.89359657 0.0046448192 4.0151444e-08 3.5375614e-10 -0.005 NaN 18:04:05
031-0101W-2024-02-21-03.40um-spot00-61 3.5218 5.64937e+08 2.57674e+03 0.14042536 0.00024040694 4.4765855e-06 9.6836615e-09 6.9587136e-09 NaN 0.029792699 0.00021317782 -0.54257344 0.004735421 0 3.6004398e-10 -0.005 NaN 18:05:07
031-0101W-2024-02-21-03.40um-spot00-62 3.5218 5.64992e+08 2.60208e+03 0.13985218 0.00023277565 4.4014722e-06 9.2916539e-09 3.5274869e-10 NaN 0.029729239 0.00020900551 -0.54967577 0.0046523655 0 3.5407447e-10 -0.005 NaN 18:06:08
031-0101W-2024-02-21-03.40um-spot00-63 3.5218 5.65017e+08 2.56986e+03 0.13988589 0.0016700052 4.5197907e-06 1.9011941e-08 2.418265e-07 7.984442e-07 0.029484361 0.00021803806 -0.56546172 0.0048844576 3.8732488e-08 3.7384703e-10 -0.005 NaN 18:07:10
031-0101W-2024-02-21-03.40um-spot00-64 3.5218 5.65037e+08 2.61164e+03 0.14208448 0.0002471624 4.4675356e-06 9.8241433e-09 3.7088118e-09 NaN 0.030377621 0.00022024273 -0.53999208 0.0047984291 0 3.6284581e-10 -0.005 NaN 18:08:12
031-0101W-2024-02-21-03.40um-spot00-65 3.5218 5.65081e+08 2.56762e+03 0.14164884 0.00024550943 4.4865874e-06 9.7767123e-09 9.4051593e-10 NaN 0.030125993 0.00021784674 -1.2744787 0.0047669187 0 3.6025367e-10 -0.005 NaN 18:09:13
031-0101W-2024-02-21-03.40um-spot00-66 3.5218 5.65066e+08 2.49510e+03 0.14276212 0.00023884135 4.4146683e-06 9.3193812e-09 1.7257115e-09 NaN 0.030309506 0.00021310321 -1.0862199 0.0046514941 3.8720442e-08 3.5339458e-10 -0.005 NaN 18:10:15
031-0101W-2024-02-21-03.40um-spot00-67 3.5218 5.65071e+08 2.53273e+03 0.1388262 0.0002352204 4.4265032e-06 9.5004114e-09 2.6604911e-09 NaN 0.029577716 0.00020995742 -0.5694696 0.0046963379 0 3.5847815e-10 -0.005 NaN 18:11:16
031-0101W-2024-02-21-03.40um-spot00-68 3.5218 5.64982e+08 2.53780e+03 0.1383433 0.00022740622 4.3652069e-06 9.1174356e-09 2.3982088e-11 NaN 0.029786147 0.00020577079 -0.5436117 0.0045719378 0 3.4708139e-10 -0.005 NaN 18:12:18
031-0101W-2024-02-21-03.40um-spot00-69 3.5218 5.65028e+08 2.55654e+03 0.14074106 0.00024367206 4.5033423e-06 9.8391913e-09 1.7273636e-10 NaN 0.029556078 0.0002131872 -0.55967527 0.0047732878 3.8828472e-08 3.6832271e-10 -0.005 NaN 18:13:19
031-0101W-2024-02-21-03.40um-spot00-70 3.5218 5.64947e+08 2.53264e+03 0.14081545 0.00023738493 4.4397745e-06 9.4743744e-09 4.2119945e-09 NaN 0.029878081 0.00021174203 -0.53886919 0.0046904818 0 3.5685284e-10 -0.005 NaN 18:14:21
031-0101W-2024-02-21-03.40um-spot00-71 3.5218 5.65044e+08 2.49086e+03 0.14185844 0.00024299579 4.4976735e-06 9.6808122e-09 2.1126109e-09 NaN 0.030163112 0.00021485288 -1.2633905 0.0046965422 0 3.5574925e-10 -0.005 NaN 18:15:22
